SIN_CAU_AGT;SIN_CAU_LIB;TEC_COL
C130F;nitrazepam;0
C130G;sulthiamine;0
C1300;medicament anticonvulsivant;0
C1301;aminoglutethimide;0
C1302;diphenylhydantoine;0
C1303;ethosuximide;0
C1304;ethotoine;0
C1305;methsuximide;0
C1306;methyl phenyl ethyl hydantoine;0
C1307;paramethadione;0
C1308;phenacemide;0
C1309;phensuximide;0
C1400;antitussif;0
C1401;benzonatate;0
C1402;carbetapentane;0
C1403;chlophedianol;0
C1404;dextromethorphane;0
C1405;dimethoxanate;0
C1406;levopropoxyphene;0
C1407;noscapine;0
C1408;pipazethate;0
C1500;medicament hypnotique ou sedatif;0
C1501;barbiturique;0
C1502;acetylcarbromal;0
C1503;amobarbital;0
C1504;aprobarbital;0
C1505;barbital;0
C1506;bromisoval;0
C1507;butabarbital;0
C1508;marihuana;0
C1509;mescaline;0
C160A;trichlorethanol  (médicament);0
C160B;ethchlorvynol;0
C160C;ethinamate;0
C160D;glutethimide;0
C160E;heptabarbital;0
C160F;mephobarbital;0
C160G;metharbital;0
C160H;methylparafinol;0
C160J;methprylon;0
C160K;psilocybine;0
C160L;methaqualone;0
C160M;paraldehyde;0
C160N;pentobarbital;0
C160P;petrichloral;0
C160Q;phenobarbital;0
C160R;propiomazine;0
C160S;secobarbital;0
C160T;talbutal;0
C160U;vinbarbital;0
C160V;flurazepam;0
C160W;nndimethyltryptamine;0
C160X;nndiethyltryptamine;0
C1600;medicament hallucinogene;0
C1601;allobarbital;0
C1602;buthenal;0
C1603;bromure de sodium  (médicament);0
C1604;diethylamide de l'acide lysergique;0
C1605;carbromal;0
C1606;hydrate de chloral;0
C1607;betaine de chloral;0
C1608;cyclobarbital;0
C1609;ectyl uree;0
C1611;alphamethyltryptamine;0
C170A;camphenazine;0
C170B;iproniazide;0
C170C;chlorpromazine;0
C170D;chlorprothixene;0
C170E;emylcamate;0
C170F;fluphenazine;0
C170G;hydroxyphenamate;0
C170H;hydroxyzine;0
C170J;imipramine;0
C1U0U;gomme karaya;0
C1U0V;jalap;0
C1U0W;citrate de magnesium;0
C1U0X;sulfate de magnesium;0
C1U00;antiemetique;0
C1U01;cyclizine;0
C1U02;dimenhydrinate;0
C1U03;meclizine;0
C1U04;pipamazine;0
C1U05;prochlorperazine;0
C1U06;trimethobenzamide;0
C1U07;thiethylperazine;0
C1U08;buclizine;0
C1U09;thioperazine;0
C1U1A;sene;0
C1U1B;phosphate de sodium;0
C1U1C;sulfate de sodium;0
C1U1D;phosphate de sodium monobasique;0
C1U1E;gomme de sterculia;0
C1U11;calomel;0
C1U12;polysiloxane de methyle;0
C1U13;vaseline liquide;0
C1U14;phenolphtaleine;0
C1U15;poloxalkol;0
C1U16;tartrate de sodium;0
C1U17;graine de psyllium;0
C1U18;graine de plantago;0
C1U19;rhubarbe;0
C1V00;medicament choleretique;0
C1V01;acide dehydrocholique;0
C1V02;dehydrocholate de sodium;0
C1V03;bile entiere deshydratee;0
C1V04;florantyrone;0
C1V05;gallogene;0
C1V06;extrait de bile bovine;0
C1W00;emetique;0
C1W01;alun;0
C1W02;apomorphine;0
C1W03;sulfate de cuivre;0
C1W04;ipeca  T66A;0
C1W05;moutarde;0
C1X0A;pate de moh;0
C1X0B;melphalan;0
C1X0C;2amino6mercaptopurine;0
C1X0D;6mercaptopurine;0
C1X0E;methotrexate;0
C1X0F;colloide d'or radioactif;0
C1X0G;triethylenemelamine;0
C1X0H;thiotepa;0
C1X0J;urethane;0
C1X0K;uramustine;0
C1X0L;vinblastine;0
C1X0M;vincristine;0
C1X0N;chlorambucil;0
C1X0P;dactinomycine;0
C1X0Q;hydroxyuree;0
C1X0R;procarbazine;0
C1X0S;mithramycine;0
C1X0T;cytosine arabinoside;0
C1X0U;floxuridine;0
C1X0V;bleomycine;0
C1X0W;lasparaginase;0
C1X00;medicament antineoplasique;0
C1X01;aminopterine;0
C1X02;busulfan;0
C1X03;cyclophosphamide;0
C1X04;ethane 11dichloro2(ochlorophenyl2(pchlorophenyl));0
C1X05;dromostanolone;0
C1X06;5fluorouracile;0
C1X07;mechlorethamine;0
C1X08;testolactone;0
C1X09;mitomycine;0
C110A;preparation de betaendorphine;0
C110B;carbamazepine;0
C110C;dichlorophenazone;0
C110D;acide mefanamique;0
C110E;carbaspirine de calcium;0
C110F;ethoheptazine;0
C110G;neocinchophene;0
C110H;phenylbutazone;0
C110J;propoxyphene;0
C110K;salicylamide;0
C110L;salicylate;0
C110M;fenprofene calcique;0
C110N;trichloroethylene  (médicament);0
C110P;oxyphenbutazone;0
C110Q;indomethacine;0
C110R;prodipidine;0
C110S;zolamine;0
C110T;methotrimeprazine;0
C1100;analgesique;0
C1101;acetaminophene;0
C1102;acetanilide;0
C1103;aminopyrine;0
C1104;antipyrine;0
C1105;colchicine;0
C1106;cinchophene;0
C1107;dipipanone;0
C1108;dipyrone;0
C1109;phenacetine;0
C120A;nalbuphine;0
C120B;butorphanol;0
C120C;opium;0
C1M0A;iodamide meglumine;0
C1M0B;iodopyracet;0
C1M0C;acide iopanoique;0
C1M0D;iophendylate;0
C1M0E;acide iophenoxique;0
C1M0F;ipodate;0
C1M0G;propyliodone;0
C1M0H;acetrizoate de sodium;0
C1M0J;iodophthaleine;0
C1M00;produit de contraste;0
C1M01;sulfate de baryum;0
C1M02;bunamiodyl;0
C1M03;huile chloriodee;0
C1M04;diatrizoate;0
C1M05;iodipamide;0
C1M06;huile iodee;0
C1M07;acide iodoalphionique;0
C1M08;iodipamide de meglumine;0
C1M09;iodipamide de sodium;0
C1N00;substance non radioopaque;0
C1N01;diprotizoate de sodium;0
C1N02;iodomethamate de sodium;0
C1N03;diatrizoate de meglumine;0
C1N04;diatrizoate de sodium;0
C1N05;metrizamide;0
C1N06;tyropanate de sodium;0
C1P00;extrait allergene;0
C1P01;tuberculine;0
C1P02;derive proteinique purifie;0
C1P03;lepromine;0
C1P04;antigene du lymphogranulome venerien;0
C1P06;histoplasmine;0
C1P07;coccidioidine;0
C1P08;blastomycetine;0
C1P09;antigene de kveimsilzbach;0
C1Q00;produit diagnostique  vaccin;0
C1Q01;antigene de la lymphoreticulose benigne d'inoculation;0
C1Q02;antigene de freund;0
C1Q03;toxine diphterique  test cutane (schick);0
C1Q04;extrait de trichophyton  test cutane;0
C1Q05;extrait de trichinella  test cutane;0
C1Q06;toxine du streptocoque de la fievre scarlatine;0
C1Q07;antigene du test cutane pour les oreillons;0
C1Q08;noyau proteinique de la brucella;0
C1Q09;antigene du test cutane pour le candida;0
C1R00;produit diagnostique  antiserum;0
C1S0A;antacide;0
C1S0B;carbonate d'aluminium;0
C1S0C;dihydroxy aminoacetate d'aluminium;0
C1S0D;hydroxyde d'aluminium  (médicament);0
C1S0E;phosphate d'aluminium  (médicament);0
C1S0F;hydrate de magnesium;0
C1S0G;carbonate de calcium;0
C1S0H;caseinate de calcium;0
C1S0J;phosphate de calcium;0
C1S0K;chaux preparee;0
C1S0L;glyconate d'aluminium;0
C1S0M;proteinate d'aluminium;0
C1S0N;carbonate de magnesium;0
C1S0P;hydroxyde de magnesium;0
C1S0Q;oxyde de magnesium;0
C1S0R;phosphate de magnesium;0
C1S0S;trisilicate de magnesium;0
C1S0T;resine de methylene polyamine;0
C1S0U;bicarbonate de soude;0
C1S0V;magaldrate;0
C1S00;medicament gastrointestinal;0
C1S01;lavement au savon;0
C1S02;dexpanthenol;0
C1S03;simethicone;0
C1S04;carbenoxolone;0
C1S05;sincalide;0
C1S07;cimetidine;0
C1S09;chlorhydrate de metoclopramide;0
C1T0A;elixir paregorique;0
C1T00;medicament antidiarrheique;0
C1T01;attapulgite;0
C1T02;bentonite;0
C1T03;terre d'infusoires;0
C1T04;diphenoxylate;0
C1T05;kaolin;0
C1T06;pectine;0
C1T07;polycarbophile;0
C1T08;thiohexinol;0
C1T09;ricinoleate de sodium;0
C1U0A;metoclopramide;0
C1U0B;cathartique;0
C1U0C;laxatif emollient;0
C1U0D;antiflatulent;0
C1U0E;agar;0
C1U0F;aloine;0
C1U0G;aloes;0
C1U0H;bassoran;0
C1U0J;bisacodyl;0
C1U0K;cascara sagrada;0
C1U0L;huile de ricin;0
C1U0M;colocynthine;0
C1U0N;huile de croton;0
C1U0P;dantrone;0
C1U0Q;dioctyl sodium sulfosuccinate;0
C1U0R;ipomee;0
C1U0S;chondrus;0
C1U0T;isatine;0
C0909;nystatine;0
C0911;peinture de castellani;0
C0912;micronazole;0
C0913;candicidine;0
C1A00;medicament antiprurigineux;0
C1A01;preparation de goudron;0
C1A02;betanaphtol;0
C1A03;camphre;0
C1A04;menthol;0
C1A05;oxyde de thymol;0
C1A06;oxyde de zirconium  (médicament);0
C1A07;cholestyramine;0
C1A08;teinture d'hamamelis;0
C1B00;astringent;0
C1B01;acetate d'aluminium  (médicament);0
C1B02;eau de chaux;0
C1B03;chlorure de zinc  (médicament);0
C1B04;sulfate de zinc  (médicament);0
C1B05;sulfate basique ferreux  (médicament);0
C1C00;agent irritant;0
C1C01;agent caustique;0
C1C02;phenol liquefie;0
C1C03;cantharidine;0
C1C04;salicylate de methyle;0
C1C05;podophylline;0
C1C06;acide acetique  (médicament);0
C1C07;solution sclerosante;0
C1D00;agent keratolytique;0
C1D01;acide benzoique  (médicament);0
C1D02;acide salicylique;0
C1D03;creme d'uree;0
C1E00;agent protecteur;0
C1E01;preparation de bismuth;0
C1E02;talc  (médicament);0
C1E03;dioxyde de titane  (médicament);0
C1E05;poudre d'amidon;0
C1E06;acide tannique;0
C1E07;agent absorbant;0
C1E08;preparation de zinc;0
C1F00;agent antiseborrheique;0
C1F01;agent sulfure;0
C1F02;agent depilatoire;0
C1F03;medicament favorisant la pigmentation;0
C1F04;medicament diminuant la pigmentation;0
C1F05;trioxsalene;0
C1F06;methoxsalene;0
C1F07;solution de methoxypsoralene;0
C1F08;monobenzone;0
C1F09;hydroquinone  (médicament);0
C1G0A;creme;0
C1G0B;lotion;0
C1G00;huile vegetale;0
C1G01;graisse animale;0
C1G02;preparation hydrofuge;0
C1G03;cires;0
C1G04;huile dans une solution aqueuse;0
C1G05;eau dans une solution huileuse;0
C1G06;pate;0
C1G07;poudre;0
C1G08;glycerite d'amidon;0
C1G09;onguent;0
C1H00;emollient;0
C1H01;acacia;0
C1H02;tragacanthe;0
C1H03;glycyrrhizine;0
C1H04;alginate de sodium;0
C1H05;methylcellulose;0
C1H06;carboxymethylcellulose sodique;0
C1H07;polyoxyethelene 4 sorbitan monostearate;0
C1J00;agents antisudoraux et desodorisants;0
C1J01;chlorure d'aluminium  (médicament);0
C1J02;hydrochlorure d'aluminium;0
C1J03;phenolsulfonate d'aluminium;0
C1J04;sulfate d'aluminium  (médicament);0
C1J05;phenolsulfonate de zinc;0
C1J06;hydroxychlorure de zirconyle  (médicament);0
C1J07;chlorure de benzalkonium;0
C1J08;chlorure de methylbenzethonium;0
C1K00;filtre solaire;0
C1K01;cinoxate;0
C1K02;trioleate digallolyl;0
C1K03;anthranilate de menthyle et oxyde de titane;0
C1K04;oxybenzone et dioxybenzone;0
C1K05;acide paraaminobenzoique et alcool ethylique;0
C1K06;esters de l'acide paraaminobenzoique dans l'alcool;0
C1K07;sulisobenzone;0
C1K08;vaseline rouge veterinaire;0
C1K09;oxyde de titane  (médicament);0
C1L0A;indigotindisulfonate sodique;0
C1L0B;sulfobromophtaleine;0
C1L0C;vert d'indocyanine;0
C1L0D;bleu trypan;0
C1L0E;inuline;0
C1L00;produit a usage diagnostic;0
C1L01;azuresine;0
C1L02;betazole;0
C1L03;bleu evans;0
C1L04;fluoresceine;0
C1L05;phosphate d'histamine;0
C1L06;acide paraaminohippurique;0
C1L07;metyrapone;0
C1L08;carmin d'indigo;0
C1L09;phenolsulfonephtaleine;0
C0714;sulfathiozol;0
C0715;salazosulfapyridine;0
C0716;sulfamoxole;0
C0717;trimethoprime;0
C0718;peroxyde de benzyle  (médicament);0
C080A;gramicidine;0
C080B;kanamycine;0
C080C;neomycine;0
C080D;novobiocine;0
C080E;troleandomycine oleandomycine  T66A;0
C080F;cephalosporine;0
C080G;cephalexine;0
C080H;cefaloridine;0
C080J;cefalotine;0
C080K;cefazoline;0
C080L;cefamandole;0
C080M;cephaloglycine;0
C080N;polymyxine b;0
C080P;ristocetine;0
C080Q;streptomycine;0
C080R;dihydrostreptomycine;0
C080S;sulfate de streptomycine;0
C080T;spiramycine  T66A;0
C080U;spectinomycine;0
C080V;tyrothricine;0
C080W;vancomycine;0
C080X;tobramycine;0
C0800;antibiotique;0
C0801;bacitracine;0
C0802;bacitracine de zinc;0
C0803;amphomycine;0
C0804;chloramphenicol;0
C0805;colistimethate;0
C0807;fumagilline;0
C0808;lincomycine;0
C0809;clindamycine;0
C081A;oxytetracycline;0
C081B;demeclocycline;0
C081C;minocycline;0
C081D;doxycycline;0
C081E;methacycline;0
C081F;penicilline;0
C081G;methicilline;0
C081H;oxacilline;0
C081J;hetacilline;0
C081K;cloxacilline;0
C081L;carbenicilline;0
C081M;benzyl penicilline;0
C081N;nafcilline;0
C081P;epicilline;0
C081Q;phenethicilline;0
C081R;ticarcilline disodique;0
C081S;phenoxymethyl penicilline;0
C081T;ampicilline;0
C081U;amoxicilline;0
C081V;tuftsine;0
C081W;cephradine;0
C081X;cephapirine sodique;0
C0811;paromycine;0
C0812;gentamicine;0
C0813;amikacine;0
C0814;capreomycine;0
C0815;erythromycine;0
C0816;stearate d'erythromycine;0
C0817;estolate d'erythromycine;0
C0818;tetracycline;0
C0819;chlortetracycline;0
C0821;cefaclor;0
C0822;cefadroxyl monohydrate;0
C0823;cefoxitine sodique;0
C0824;cefotaxime;0
C0825;macrolides;0
C090A;acide pelargonique;0
C090B;pelargonate de zinc;0
C090C;salicylanilide;0
C090D;caprylate sodique;0
C090E;caprylate de zinc;0
C090F;flucytosine;0
C090G;chlordantoine;0
C090H;tolnaftate;0
C090J;propionate de sodium;0
C090K;propionate de zinc;0
C090L;pentachlorophenate de sodium;0
C090M;thymol;0
C090N;triacetine;0
C090P;acide undecylenique;0
C090Q;undecylenate de calcium;0
C090R;undecylenate de cuivre;0
C090S;undecylenate de zinc;0
C090T;nitrate de microarazide;0
C090U;clotrimazole;0
C090V;fuchsine  basique;0
C090W;violet de gentiane;0
C090X;violet cristallin;0
C0900;antifongique;0
C0901;amphotericine b;0
C0902;pommade a l'acide salicylique et benzoique;0
C0903;butylphenamide;0
C0904;coparaffinate;0
C0905;diamthazole;0
C0906;griseofulvine;0
C0907;dibromosalicylaldehyde;0
C0908;haloprogine;0
C0305;halothane  (médicament);0
C0306;hexobarbital;0
C0307;hydroxydione;0
C0308;methitural;0
C0309;ketamine;0
C0400;additif anesthesique;0
C0401;oxygene  additif anesthesique;0
C0402;azote  additif anesthesique;0
C0403;absorbant de gaz carbonique;0
C0404;helium  additif anesthesique;0
C050A;chlorhydroxyquinoline;0
C050B;chlorophylle;0
C050C;chlorquinaldol;0
C050D;chlorhexidine;0
C050E;chlorothymol;0
C050F;hexachlorophene;0
C050G;hexetidine;0
C050H;peroxyde d'hydrogene  (médicament);0
C050J;acriflavine;0
C050K;oxychlorosene;0
C050L;sulfadiazine d'argent;0
C050M;iodure de thymol;0
C050N;solution d'iode;0
C050P;iodochlorhydroxyquine;0
C050Q;iodoforme;0
C050R;merbromine;0
C050S;mercure d'ammoniac;0
C050T;iodure mercurique  (médicament);0
C050U;oxyde jaune mercurique;0
C050V;metacresylacetate;0
C050W;trichlorocarbanilide;0
C050X;methylbenzethonium;0
C0500;antiinfectieux local;0
C0501;alcool phenylethylique  (médicament);0
C0502;benzalkonium;0
C0503;benzethonium;0
C0504;bithionol;0
C0505;acide borique  (médicament);0
C0506;cetylpridinium;0
C0507;aminoacridine;0
C0508;violet de bismuth;0
C051A;meraleine de sodium;0
C051B;polyvidone iodee;0
C051C;resorcinol;0
C051D;nitrate d'argent  (médicament);0
C051E;perborate de sodium  (médicament);0
C051F;thimerosal;0
C051G;triclobisonium;0
C051H;chlorure iode d'undecoylium;0
C051J;peroxyde de zinc medicinal;0
C051K;acrisorcine;0
C0511;methylrosaniline;0
C0512;proteine d'argent  faible;0
C0513;nitromersol;0
C0514;parachlorophenol;0
C0515;nitrate phenylmercurique;0
C0516;permanganate de potassium  (médicament);0
C0517;merodiceine;0
C0518;mercocresols;0
C0519;acide nalidixique;0
C0600;desinfectant;0
C0601;halazone;0
C0602;entsulfon;0
C0603;cresol  (médicament);0
C0604;chloramine t  T65a  (médicament);0
C0605;tribromsalan;0
C0606;hydroiodure diglycolol;0
C0607;diacetylaminoazotoluene;0
C070A;sulfamide;0
C070B;paranitrosulfathiazole;0
C070C;phthalylsulfacetamide;0
C070D;phthalylsulfathiazol;0
C070E;succinylsulfathiazole;0
C070F;sulfacetamide;0
C070G;sulfadimethoxine;0
C070H;sulfachloropyridazine;0
C070J;sulfathiouree;0
C070K;sulfacytidine;0
C070L;sulfaethidole;0
C070M;sulfaguanidine;0
C070N;sulfamerazine;0
C070P;sulfamethazine;0
C070Q;sulfamethizol;0
C070R;sulfamethoxazole;0
C070S;phenazopyridine;0
C070T;sulfapyridine;0
C070U;sulfameter;0
C070V;sulfasalazine;0
C070W;sulfamethoxypyridazine;0
C070X;sulfanilamide;0
C0700;antibacterien;0
C0701;domiphene;0
C0702;furazolidone;0
C0703;mafenide;0
C0704;mandelate de methenamine;0
C0705;nifuroxime;0
C0706;nitrofurantoine;0
C0707;nitrofurazone;0
C0708;methylether de nitrofurfuryle;0
C0709;mandelate de calcium;0
C0711;sulfisomidine;0
C0712;sulfaphenazol;0
C0713;sulfisoxazole;0
C0U08;lanatoside c;0
C0U09;ouabaine;0
C0V0A;nitrite d'ethyl  (médicament);0
C0V0B;nitrite de sodium  (médicament);0
C0V0C;nylidrine;0
C0V0D;tetranitrate de pentaerythritol;0
C0V0E;thiocyanate de potassium;0
C0V0F;prazosine;0
C0V0G;beta pyridyl carbinol;0
C0V0H;phosphate de tolnitrate;0
C0V0J;vascormone;0
C0V0K;prenylamine;0
C0V0L;xantinol;0
C0V0M;medicament inhibiteur calcique;0
C0V0N;verapamil;0
C0V0P;nifedipine;0
C0V0Q;diltiazem;0
C0V00;medicament vasodilatateur;0
C0V01;cyclandelate;0
C0V02;dioxyline;0
C0V03;tetranitrate d'erythrityle;0
C0V04;trinitrate de glyceryle;0
C0V05;dipyridamole;0
C0V06;minoxidil;0
C0V07;khelline;0
C0V08;hexanitrate de mannitol;0
C0V09;nitrite d'amyle  (médicament);0
C0W0A;doxapram;0
C0W0B;methylphenidate;0
C0W0C;nikethamide;0
C0W0D;pentylenetetrazol;0
C0W0E;pipradol;0
C0W0F;succinate de sodium;0
C0W0G;strychnine;0
C0W0H;vapeurs d'ammoniac;0
C0W0J;pemoline;0
C0W00;stimulant du systeme nerveux central;0
C0W01;amiphenazole;0
C0W02;cafeine;0
C0W03;benzoate sodique de cafeine;0
C0W04;deanol;0
C0W05;dextroamphetamine;0
C0W06;ethamivan;0
C0W07;hexapradol;0
C0W08;lobeline;0
C0W09;methamphetamine;0
C0X00;medicament depresseur du systeme nerveux central;0
C0X01;dihydroxyphenylalanine;0
C0X02;carbidopa;0
C0000;medicaments et drogues;0
C0100;additif medicamenteux;0
C0101;alcaloide;0
C0102;drogue dure;0
C0103;drogue douce;0
C020A;cyclomethycaine;0
C020B;dibucaine;0
C020C;dimethisoquine;0
C020D;dyclonine;0
C020E;aminobenzoate d'ethyle;0
C020F;chlorure d'ethyle  (médicament);0
C020G;hexylcaine;0
C020H;prilocaine;0
C020J;diperodon;0
C020K;lidocaine;0
C020L;mepivacaine;0
C020M;meprylcaine;0
C020N;metabutethamine;0
C020P;metabutoxycaine;0
C020Q;naepaine;0
C020R;oxethazaine;0
C020S;oxyprocaine;0
C020T;phenacaine;0
C020U;piperocaine;0
C020V;pramoxine;0
C020W;procaine;0
C020X;proparacaine;0
C0200;anesthesique local;0
C0201;amolanone;0
C0202;benoxinate;0
C0203;alcool benzylique (médicament);0
C0204;butethamine;0
C0205;aminobenzoate de butyle;0
C0206;chloroprocaine;0
C0207;cocaine;0
C0208;solution de venin de cobra;0
C0211;propoxycaine;0
C0212;tetracaine;0
C030A;methoxyflurane;0
C030B;protoxyde d'azote  (médicament);0
C030C;thiamylal sodique;0
C030D;thiopental sodique;0
C030E;tribromoethanol  (médicament);0
C030F;ether de vinyle  (médicament);0
C030G;flurothyl;0
C030H;fluroxene;0
C030J;methohexital;0
C030K;isoflurane;0
C030L;enflurane;0
C0300;anesthesique general;0
C0301;chloroforme  (médicament);0
C0302;cyclopropane  (médicament);0
C0303;ether ethylique  (médicament);0
C0304;ethylene  (médicament);0
C0P04;demecarium;0
C0P05;echothiophate;0
C0P06;isoflurophate;0
C0P07;methacholine;0
C0P08;preparation d'acetylcholine;0
C0P09;neostigmine;0
C0Q0A;benztropine;0
C0Q0B;biperidene;0
C0Q0C;cyclopentolate;0
C0Q0D;cycrimine;0
C0Q0E;clidinium;0
C0Q0F;dibutoline;0
C0Q0G;dicyclomine;0
C0Q0H;diphemanil;0
C0Q0J;eucatropine;0
C0Q0K;ethopropazine;0
C0Q0L;glycopyrrolate;0
C0Q0M;hexocyclium;0
C0Q0N;homatropine;0
C0Q0P;hyoscyamine;0
C0Q0Q;isopropamide;0
C0Q0R;mepenzolate;0
C0Q0S;methantheline;0
C0Q0T;methscopolamine;0
C0Q0U;oxyphencyclimine;0
C0Q0V;methixene;0
C0Q0W;oxyphenonium;0
C0Q0X;penthienate;0
C0Q00;medicament anticholinergique;0
C0Q01;adiphenine;0
C0Q02;ambenomium;0
C0Q03;ambutonium;0
C0Q04;aminopentamide;0
C0Q05;amprotropine;0
C0Q06;anisotropine;0
C0Q07;atropine;0
C0Q08;citrate d'alverine;0
C0Q09;belladone;0
C0Q1A;stramoine;0
C0Q1B;stricyclamol;0
C0Q1C;chlorure de tridihexethyle;0
C0Q1D;trihexyphenidyle;0
C0Q1E;tropicamide;0
C0Q1F;valethamate;0
C0Q1G;triphenamyl;0
C0Q11;pipenzolate;0
C0Q12;piperidolate;0
C0Q13;pipethanate;0
C0Q14;poldine;0
C0Q15;procyclidine;0
C0Q16;pentapiperide;0
C0Q17;pralidoxime;0
C0Q18;propantheline;0
C0Q19;scopolamine;0
C0R00;medicament immunosuppresseur;0
C0R01;azathioprine;0
C0R02;tilorone;0
C0R03;cyclosporine;0
C0S0A;mebutamate;0
C0S0B;mecamylamine;0
C0S0C;methyldopa;0
C0S0D;pentolinium;0
C0S0E;protoveratrine a;0
C0S0F;rauwolfine;0
C0S0G;reserpine;0
C0S0H;methyldopate;0
C0S0J;metoprolol;0
C0S0K;rescinnamine;0
C0S0L;syrosingopine;0
C0S0M;trimetaphan;0
C0S0N;trimethidinium;0
C0S0P;diazoxide;0
C0S0Q;nitroprussiate de sodium;0
C0S0R;clonidine;0
C0S0S;ticrynafene;0
C0S0T;captopril;0
C0S00;medicament antihypertenseur;0
C0S01;alseroxylon;0
C0S02;chlorisondamine;0
C0S04;cryptenamine;0
C0S05;deserpidine;0
C0S06;guanethidine;0
C0S07;hydralazine;0
C0S08;hexamethonium;0
C0S09;benzoquinonium;0
C0T00;medicament cardiodepressif;0
C0T01;procainamide;0
C0T02;quinidine;0
C0T03;polygalacturonate de quinidine;0
