"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB";"CAM_PRS_RGT"
"CBFA001";"Exérèse de tympanosclérose sans ouverture du labyrinthe, avec ossiculoplastie";"ADC"
"CBFA013";"Exérèse de tympanosclérose avec ouverture du labyrinthe et rétablissement de l'effet columellaire, sans laser";"ADC"
"CBFA012";"Exérèse de tympanosclérose avec ouverture du labyrinthe et rétablissement de l'effet columellaire, avec laser";"ADC"
"CBLD002";"Insufflation unilatérale ou bilatérale de trompe auditive";"ATM"
"CBJD001";"Soin instrumental unilatéral ou bilatéral d'oreille moyenne sous microscope";"ATM"
"CBGA001";"Ablation de corps étranger de l'oreille moyenne avec décollement du lambeau tympanoméatal";"ADC"
"CBFA005";"Exérèse de cholestéatome limitée au cavum tympanique, sans exploration antroatticale";"ADC"
"CBFA006";"Exérèse de cholestéatome avec tympanoplastie en technique fermée";"ADC"
"CBFA002";"Exérèse de cholestéatome avec tympanoplastie en technique fermée et ossiculoplastie";"ADC"
"CBFA007";"Exérèse de cholestéatome avec tympanoplastie en technique ouverte";"ADC"
"CBFA003";"Exérèse de cholestéatome avec tympanoplastie en technique ouverte et ossiculoplastie";"ADC"
"CBFA010";"Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, limitée au cavum tympanique";"ADC"
"CBFA008";"Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, étendue à l'ensemble des cavités de l'oreille moyenne, sans laser";"ADC"
"CBFA009";"Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, étendue à l'ensemble des cavités de l'oreille moyenne, avec laser";"ADC"
"CBPA002";"Platinotomie sans laser ou platinectomie, avec rétablissement de l'effet columellaire";"ADC"
"CBPA003";"Platinotomie avec laser, avec rétablissement de l'effet columellaire";"ADC"
"CBMA001";"Ossiculoplastie";"ADC"
"CBMA006";"Ossiculoplastie pour malformation ossiculaire sans ouverture du labyrinthe";"ADC"
"CBMA010";"Ossiculoplastie pour malformation ossiculaire avec ouverture du labyrinthe, sans laser";"ADC"
"CBMA003";"Ossiculoplastie pour malformation ossiculaire avec ouverture du labyrinthe, avec laser";"ADC"
"CBPA001";"Déblocage d'une ankylose ossiculaire atticale";"ADC"
"CBLA001";"Pose d'une prothèse auditive implantable dans l'oreille moyenne";"ADC"
"CBMP001";"Séance d'adaptation et de réglage secondaires d'une prothèse auditive implantée dans l'oreille moyenne";"ATM"
"CBLA002";"Pose d'un appareillage auditif ostéo-intégré dans l'oreille moyenne, en un temps";"ADC"
"CBGA003";"Ablation d'une prothèse auditive implantée ou d'un appareillage auditif ostéo-intégré";"ADC"
"CBKA001";"Changement ou repositionnement de prothèse ossiculaire après platinotomie ou platinectomie";"ADC"
"LAGA008";"Évidement pétromastoïdien";"ADC"
"LAFA014";"Mastoïdectomie ou atticomastoïdectomie totale";"ADC"
"CCPA001";"Décompression intralabyrinthique par abord des fenêtres, sans laser";"ADC"
"CCPA002";"Décompression intralabyrinthique par abord des fenêtres, avec laser";"ADC"
"CCPA003";"Décompression ou dérivation du sac endolymphatique";"ADC"
"CCCA002";"Ouverture sans laser et occlusion du conduit semicirculaire postérieur";"ADC"
"CCCA001";"Ouverture avec laser et occlusion du conduit semicirculaire postérieur";"ADC"
"CCNB001";"Destruction du labyrinthe par injection d'agent pharmacologique, par voie transtympanique";"ATM"
"CCFA001";"Labyrinthectomie partielle ou totale, par abord direct";"ADC"
"CCSA001";"Fermeture de fistule de périlymphe";"ADC"
"CDLA004";"Pose d'un implant auditif à électrodes extracochléaires";"ADC"
"CDLA003";"Pose d'un implant auditif à électrodes intracochléaires";"ADC"
"CDLA002";"Pose d'un implant auditif à électrodes du tronc cérébral";"ADC"
"CDGA001";"Ablation d'un implant auditif à électrodes intracochléaires ";"ADC"
"CDMP002";"Séance d'adaptation et de réglage secondaires d'implant auditif à électrodes intracochléaires ou à électrodes du tronc cérébral";"ATM"
"CERP002";"Séance de rééducation de la fonction vestibulaire labyrinthique";"ATM"
"DEQP003";"Électrocardiographie sur au moins 12 dérivations";"ATM"
"DEQP002";"Électrocardiographie à haute amplification";"ATM"
"DEQP006";"Vectocardiographie";"ATM"
"DEQP005";"Électrocardiographie sur au moins 2 dérivations, avec enregistrement continu pendant au moins 24 heures";"ATM"
"DEQP001";"Électrocardiographie, avec enregistrement événementiel déclenché et télétransmission";"ATM"
"DEQA001";"Électrocardiographie avec implantation souscutanée d'un dispositif d'enregistrement continu";"NA"
"DEQP004";"Surveillance continue de l'électrocardiogramme par oscilloscopie et/ou télésurveillance, par 24 heures";"ATM"
"DEQP007";"Surveillance continue de l'électrocardiogramme par oscilloscopie et/ou télésurveillance, avec surveillance continue de la pression intraartérielle et/ou de la saturation artérielle en oxygène par méthodes non effractives, par 24 heures";"ATM"
"DEQD001";"Exploration électrophysiologique de l'oreillette, par voie œsophagienne";"ATM"
"DEQF003";"Exploration électrophysiologique cardiaque par sonde intracavitaire droite, par voie veineuse transcutanée";"ATM"
"DEQF004";"Exploration électrophysiologique cardiaque par sonde intracavitaire droite par voie veineuse transcutanée, avec manœuvres provocatrices d'une tachycardie à l'étage atrial";"ATM"
"DEQF001";"Exploration électrophysiologique cardiaque par sonde intracavitaire droite par voie veineuse transcutanée, avec manœuvres provocatrices d'une tachycardie à l'étage ventriculaire";"ATM"
"DEQF002";"Exploration électrophysiologique cardiaque par sonde intracavitaire droite par voie veineuse transcutanée, avec manœuvres provocatrices d'une tachycardie à l'étage atrial et à l'étage ventriculaire";"ATM"
"DEQF005";"Exploration électrophysiologique cardiaque par sondes intracavitaires droite et gauche par voie vasculaire transcutanée, avec manœuvres provocatrices d'une tachycardie";"ATM"
"EQQF006";"Mesure et enregistrement des pressions du cœur droit et de l'artère pulmonaire, sans injection de produit de contraste, par voie veineuse transcutanée";"ATM"
"EQQH001";"Mesure et enregistrement des pressions du cœur droit et de l'artère pulmonaire, avec injection de produit de contraste, par voie veineuse transcutanée";"ATM"
"EQQF002";"Mesure et enregistrement des pressions du cœur gauche et de l'aorte, sans injection de produit de contraste, par voie artérielle transcutanée";"ATM"
"EQQH002";"Mesure et enregistrement des pressions du cœur gauche et de l'aorte, avec injection de produit de contraste, par voie artérielle transcutanée";"ATM"
"EQQF001";"Mesure et enregistrement des pressions du cœur droit, de l'artère pulmonaire et du cœur gauche, sans injection de produit de contraste, par voie veineuse transcutanée et par voie artérielle transcutanée ou cathétérisme du foramen ovale";"ATM"
"EQQH005";"Mesure et enregistrement des pressions du cœur droit, de l'artère pulmonaire et du cœur gauche, avec injection de produit de contraste, par voie veineuse transcutanée et par voie artérielle transcutanée ou cathétérisme du foramen ovale, avant l'âge de 24 mois";"ATM"
"EQQH006";"Mesure et enregistrement des pressions du cœur droit, de l'artère pulmonaire et du cœur gauche, avec injection de produit de contraste, par voie veineuse transcutanée et par voie artérielle transcutanée ou cathétérisme du foramen ovale, à l'âge de 24 mois ou plus";"ATM"
"EQQF004";"Mesure et enregistrement des pressions du cœur droit, de l'artère pulmonaire et du cœur gauche, sans injection de produit de contraste, par voie veineuse transcutanée avec perforation du septum interatrial";"ATM"
"EQQH004";"Mesure et enregistrement des pressions du cœur droit, de l'artère pulmonaire et du cœur gauche, avec injection de produit de contraste, par voie veineuse transcutanée avec perforation du septum interatrial";"ATM"
"EQQF003";"Mesure et enregistrement des pressions intravasculaires pulmonaires et systémiques et des différences artérioveineuses des contenus artériels en oxygène, à l'état basal et après administration d'agent pharmacologique vasodilatateur, par voie vasculaire transcutanée";"ATM"
"EQQP008";"Enregistrement ambulatoire discontinu de la pression intraartérielle par méthode non effractive pendant au moins 24 heures [MAPA] [Holter tensionnel]";"ATM"
"EQQM006";"Mesure de la pression intraartérielle d'un membre en au moins 3 points, par doppler transcutané ou pléthysmographie";"ATM"
"EQQP007";"Mesure de la pression intraartérielle digitale à la main et/ou au pied";"ATM"
"EQRP008";"Épreuve d'inclinaison [Tilt test] avec étude des variations de la pression intraartérielle et de la fréquence cardiaque";"ATM"
"EQQF007";"Mesure directe unilatérale ou bilatérale de la pression intraveineuse, par ponction transcutanée d'une veine du pied";"ATM"
"ENLF001";"Pose de dispositif intraartériel de surveillance de la pression intraartérielle";"ATM"
"EQLF004";"Pose de dispositif de mesure des pressions du cœur droit et du débit cardiaque, par voie veineuse transcutanée";"ATM"
"EQQJ001";"Surveillance hémodynamique continue par doppler par voie œsophagienne, par 24 heures";"ATM"
"EQQM001";"Surveillance hémodynamique continue par échocardiographie transthoracique itérative, par 24 heures";"ATM"
"EQQP011";"Surveillance continue de la pression intraartérielle et/ou de la pression intraveineuse centrale par méthodes effractives, par 24 heures";"ATM"
"EQQP012";"Surveillance continue des pressions du cœur droit avec mesure du débit cardiaque ou de la fraction d'éjection du ventricule droit, par 24 heures";"ATM"
"EQQP014";"Surveillance continue des pressions du cœur droit avec mesure du débit cardiaque ou de la fraction d'éjection du ventricule droit, avec surveillance continue de la pression intraartérielle par méthode effractive, par 24 heures";"ATM"
"DZQM006";"Échographie-doppler transthoracique du cœur et des vaisseaux intrathoraciques";"ADE"
"DZQJ009";"Échographie-doppler transthoracique du cœur et des vaisseaux intrathoraciques, avec injection intraveineuse de produit de contraste ultrasonore ne franchissant pas le poumon";"ADE"
"DZQJ001";"Échographie-doppler du cœur et des vaisseaux intrathoraciques, par voie œsophagienne [Échocardiographie-doppler transœsophagienne]";"ADE"
"DZQJ011";"Échographie-doppler du cœur et des vaisseaux intrathoraciques par voie œsophagienne, avec injection intraveineuse de produit de contraste ultrasonore ne franchissant pas le poumon";"ADE"
"DZQJ008";"Échographie-doppler transthoracique et échographie-doppler par voie œsophagienne du cœur et des vaisseaux intrathoraciques";"ADE"
"DZQJ010";"Échographie-doppler transthoracique et échographie-doppler par voie œsophagienne du cœur et des vaisseaux intrathoraciques, avec injection intraveineuse de produit de contraste ultrasonore ne franchissant pas le poumon";"ADE"
"DZQM005";"Échographie-doppler transthoracique du cœur et des vaisseaux intrathoraciques, au lit du malade";"ADE"
"DZQJ006";"Échographie-doppler du cœur et des vaisseaux intrathoraciques par voie œsophagienne, au lit du malade";"ADE"
"DAQM003";"Échocardiographie transthoracique continue avec épreuve pharmacologique de stress, pour étude de la viabilité et/ou de l'ischémie du myocarde";"ADE"
"DZQM002";"Échocardiographie transthoracique continue avec épreuve de stress sur lit ergométrique";"ADE"
"DBQM001";"Échographie-doppler transthoracique continue du cœur avec épreuve pharmacologique de stress, pour étude de valvopathie [valvulopathie]";"ADE"
"BZQM003";"Échographie-doppler unilatérale ou bilatérale de l'œil et/ou de l'orbite";"ADE"
"EBQM001";"Échographie-doppler des artères cervicocéphaliques extracrâniennes, sans mesure de l'épaisseur de l'intima-média";"ADE"
"EBQM900";"Échographie-doppler des artères cervicocéphaliques extracrâniennes, avec mesure de l'épaisseur de l'intima-média";"ADE"
"EBQM002";"Échographie-doppler des artères cervicocéphaliques extracrâniennes, avec échographie-doppler des artères des membres inférieurs";"ADE"
"EBQM003";"Échographie-doppler des vaisseaux cervicocéphaliques extracrâniens avec échographie-doppler transcrânienne des vaisseaux intracrâniens";"ADE"
"EAQM004";"Échographie-doppler transcrânienne des vaisseaux intracrâniens, sans épreuve pharmacodynamique";"ADE"
"EAQM003";"Échographie-doppler transcrânienne des vaisseaux intracrâniens, avec épreuve pharmacodynamique";"ADE"
"EAQM005";"Échographie-doppler transfontanellaire des vaisseaux intracrâniens";"ADE"
"EAQM002";"Monitorage de la circulation artérielle intracrânienne par doppler pulsé transcrânien";"ADE"
"EAQM001";"Surveillance continue de la circulation artérielle intracrânienne par doppler transcrânien, par 24 heures";"ADE"
"ECQM002";"Échographie-doppler des artères des membres supérieurs";"ADE"
"ECQM001";"Examen doppler continu des artères des membres supérieurs avec épreuve dynamique [test d'Allen] et manœuvres positionnelles";"ADE"
"DGQM002";"Échographie-doppler de l'aorte abdominale, de ses branches viscérales et des artères iliaques";"ADE"
"DGQM001";"Échographie-doppler de l'aorte abdominale, de ses branches viscérales, des artères iliaques et des artères des membres inférieurs";"ADE"
"EDQM001";"Échographie-doppler des artères iliaques et des artères des membres inférieurs";"ADE"
"EFQM001";"Échographie-doppler des veines des membres supérieurs";"ADE"
"DHQM001";"Échographie-doppler transthoracique de la veine cave supérieure et de ses affluents chez l'enfant";"ADE"
"EJQM004";"Échographie-doppler des veines des membres inférieurs et des veines iliaques, sans marquage cutané";"ADE"
"EJQM001";"Échographie-doppler des veines des membres inférieurs, avec marquage cutané ou cartographie hémodynamique";"ADE"
"EJQM003";"Échographie-doppler des veines des membres inférieurs et des veines iliaques, pour recherche de thrombose veineuse profonde";"ADE"
"DHQM002";"Échographie-doppler de la veine cave inférieure et de ses affluents";"ADE"
"ELQM001";"Échographie-doppler des vaisseaux digestifs";"ADE"
"ELQJ002";"Échographie-doppler des vaisseaux pelviens et péniens, avec épreuve pharmacodynamique par injection transcutanée intracaverneuse";"ADE"
"ELQM002";"Échographie-doppler unilatérale ou bilatérale des vaisseaux des bourses et du cordon spermatique";"ADE"
"EZQM001";"Échographie-doppler d'une fistule artérioveineuse pour circulation extracorporelle";"ADE"
"EZQM002";"Échographie-doppler pour repérage préopératoire de pédicule vasculaire d'un lambeau de réparation";"ADE"
"DDQH009";"Artériographie coronaire sans ventriculographie gauche, par voie artérielle transcutanée";"ADI"
"DDQH012";"Artériographie coronaire avec ventriculographie gauche, par voie artérielle transcutanée";"ADI"
"DDQH010";"Artériographie coronaire avec ventriculographie gauche et artériographie thoracique [mammaire] interne unilatérale ou bilatérale, par voie artérielle transcutanée";"ADI"
"DDQH006";"Angiographie de pontage coronaire, par voie artérielle transcutanée";"ADI"
"DDQH014";"Artériographie coronaire avec angiographie d'un pontage coronaire sans ventriculographie gauche, par voie artérielle transcutanée";"ADI"
"DDQH011";"Artériographie coronaire avec angiographie d'un pontage coronaire et ventriculographie gauche, par voie artérielle transcutanée";"ADI"
"DDQH013";"Artériographie coronaire avec angiographie de plusieurs pontages coronaires sans ventriculographie gauche, par voie artérielle transcutanée";"ADI"
"DDQH015";"Artériographie coronaire avec angiographie de plusieurs pontages coronaires et ventriculographie gauche, par voie artérielle transcutanée";"ADI"
