SIN_SYN_PAT;SYN_PAT_LIB;TEC_COL
O715;Autres lesions obstetricales des organes pelviens;0
O716;Lesions obstetricales interessant les articulations et les l;0
O717;Hematome pelvien d'origine osbtetricale;0
O718;Autres traumatismes obstetricaux precises;0
O719;Traumatisme obstetrical  sans precision;0
O71X;Autres traumatismes obstetricaux;0
O720;Hemorragie de la delivrance (troisieme periode);0
O721;Autres hemorragies immediates du post-partum;0
O722;Hemorragie du post-partum  tardive et secondaire;0
O723;Anomalie de la coagulation au cours du post-partum;0
O72X;Hemorragie du post-partum;0
O730;Retention du placenta sans hemorragie;0
O731;Retention partielle du placenta et des membranes  sans hemor;0
O73X;Retention du placenta et des membranes  sans hemorragie;0
O740;Pneumopathie par aspiration due a une anesthesie au cours du;0
O741;Autres complications pulmonaires de l'anesthesie au cours du;0
O742;Complications cardiaques de l'anesthesie au cours du travail;0
O743;Complications interessant le systeme nerveux central dues a;0
O744;Reaction toxique a une anesthesie locale au cours du travail;0
O745;Cephalee provoquee par une rachianesthesie et une anesthesie;0
O746;Autres complications d'une rachianesthesie et d'une anesthes;0
O747;Echec ou difficulte d'intubation au cours du travail et de l;0
O748;Autres complications de l'anesthesie au cours du travail et;0
O749;Complication de l'anesthesie au cours du travail et de l'acc;0
O74X;Complications de l'anesthesie au cours du travail et de l'ac;0
O750;Epuisement maternel au cours du travail et de l'accouchement;0
O751;Choc pendant ou apres le travail et l'accouchement;0
O752;Pyrexie au cours du travail  non classee ailleurs;0
O753;Autres infections au cours du travail;0
O754;Autres complications d'un acte de chirurgie obstetricale et;0
O755;Accouchement retarde apres rupture artificielle des membrane;0
O756;Accouchement retarde apres rupture spontanee ou non precisee;0
O757;Accouchement par voie vaginale apres une cesarienne;0
O758;Autres complications precisees du travail et de l'accoucheme;0
O759;Complication du travail et de l'accouchement  sans precision;0
O75X;Autres complications du travail et de l'accouchement  non cl;0
O800;Accouchement (unique) spontane par presentation du sommet;0
O801;Accouchement (unique) spontane par presentation du siege;0
O808;Autres accouchements uniques et spontanes;0
O809;Accouchement (unique et) spontane  sans precision;0
O80X;Accouchement unique et spontane;0
O810;Accouchement (unique) par forceps bas;0
O811;Accouchement (unique) par forceps (moyen) a la partie moyenn;0
O812;Accouchement (unique) par forceps (moyen) a la partie moyenn;0
O813;Accouchements (unique) par forceps  autres et sans precision;0
O814;Accouchement (unique) par extraction pneumatique;0
O815;Accouchement (unique) par association d'un forceps et d'une;0
O81X;Accouchement unique par forceps et ventouse;0
Q702;Coalescence des orteils;0
Q703;Palmure des orteils;0
Q704;Polysyndactylie;0
Q709;Syndactylie  sans precision;0
Q70X;Syndactylie;0
Q710;Absence congenitale complete d'un (des) membre(s) superieur(;0
Q711;Absence congenitale du bras et de l'avant-bras  main present;0
Q712;Absence congenitale de l'avant-bras et de la main;0
Q713;Absence congenitale de la main et de(s) doigt(s);0
Q714;Raccourcissement (congenital) longitudinal du radius;0
Q715;Raccourcissement (congenital) longitudinal du cubitus;0
Q716;Main en pince de homard;0
Q718;Autres raccourcissements (congenitaux) d'un (des) membre(s);0
Q719;Raccourcissement (congenital) du membre superieur  sans prec;0
Q71X;Raccourcissement (congenital) du membre superieur;0
Q720;Absence congenitale complete d'un (des) membre(s) inferieur(;0
Q721;Absence congenitale de la cuisse et de la jambe  pied presen;0
Q722;Absence congenitale de la jambe et du pied;0
Q723;Absence congenitale du pied et d'un (des) orteil(s);0
Q724;Raccourcissement (congenital) longitudinal du femur;0
Q725;Raccourcissement (congenital) longitudinal du tibia;0
Q726;Raccourcissement (congenital) longitudinal du perone;0
Q727;Pied bifide;0
Q728;Autres raccourcissements (congenitaux) d'un (des) membre(s);0
Q729;Raccourcissement (congenital) du membre inferieur  sans prec;0
Q72X;Raccourcissement (congenital) du membre inferieur;0
Q730;Absence congenitale d'un (des) membre(s) non precise(s);0
Q731;Phocomelie  membre(s) non precise(s);0
Q738;Autres raccourcissements (congenitaux) d'un (des) membre(s);0
Q73X;Raccourcissement (congenital) d'un membre non precise;0
Q740;Autres malformations congenitales d'un (des) membre(s) super;0
Q741;Malformation congenitale du genou;0
Q742;Autres malformations congenitales d'un (des) membre(s) infer;0
Q743;Arthrogrypose congenitale multiple;0
Q748;Autres malformations congenitales precisees d'un (des) membr;0
Q749;Malformation congenitale d'un (des) membre(s) non precise(s);0
Q74X;Autres malformations congenitales d'un (des) membre(s);0
Q750;Craniosynostose;0
Q751;Dysostose cranio-faciale;0
Q752;Hypertelorisme;0
Q753;Macrocephalie;0
Q754;Dysostose mandibulo-faciale;0
Q755;Dysostose oculo-mandibulaire;0
Q758;Autres malformations congenitales precisees des os du crane;0
Q759;Malformation congenitale des os du crane et de la face  sans;0
Q75X;Autres malformations congenitales des os du crane et de la f;0
Q760;Spina bifida occulta;0
Q761;Syndrome de Klippel-Feil;0
Q762;Spondylolisthesis congenital;0
Q763;Scoliose congenitale due a une malformation osseuse congenit;0
Q764;Autres malformations congenitales du rachis  non associees a;0
Q765;Cote cervicale;0
Q766;Autres malformations congenitales des cotes;0
Q767;Anomalies congenitales du sternum;0
Q768;Autres malformations congenitales du thorax osseux;0
Q769;Malformation congenitale du thorax osseux  sans precision;0
Q76X;Malformations congenitales du rachis et du thorax osseux;0
Q770;Achondrogenesie;0
Q771;Insuffisance staturale thanatophore;0
Q772;Syndrome des cotes courtes;0
Q773;Chondrodysplasie ponctuee;0
Q774;Achondroplasie;0
Q775;Dysplasie diastrophique;0
Q776;Dysplasie chondro-ectodermique;0
K911;Syndromes consecutifs a une intervention gastrique;0
K912;Malabsorption post-chirurgicale  non classee ailleurs;0
K913;Occlusion intestinale post-operatoire  non classee ailleurs;0
K914;Mauvais resultats fonctionnels d'une colostomie et d'une ent;0
K915;Syndrome post-cholecystectomie;0
K918;Autres atteintes de l'appareil digestif apres un acte a vise;0
K919;Atteinte de l'appareil digestif apres un acte a visee diagno;0
K91X;Atteintes de l'appareil digestif apres un acte a visee diagn;0
K920;Hematemese;0
K921;Melaena;0
K922;Hemorragie gastro-intestinale  sans precision;0
K928;Autres maladies precisees du systeme digestif;0
K929;Maladie du systeme digestif  sans precision;0
K92X;Autres maladies du systeme digestif;0
K930;Atteintes tuberculeuses de l'intestin  du peritoine et des g;0
K931;Megacolon au cours de la maladie de Chagas (B57.3);0
K938;Atteintes d'autres organes digestifs precises au cours de ma;0
K93X;Atteintes d'autres organes de l'appareil digestif au cours d;0
L00X;Syndrome d'epidermolyse staphylococcique du nourrisson;0
L010;Impetigo (tout micro-organisme) (toute localisation);0
L011;Impetiginisation d'autres dermatoses;0
L01X;Impetigo;0
L020;Abces cutane  furoncle et anthrax de la face;0
L021;Abces cutane  furoncle et anthrax du cou;0
L022;Abces cutane  furoncle et anthrax du tronc;0
L023;Abces cutane  furoncle et anthrax de la fesse;0
L024;Abces cutane  furoncle et anthrax d'un membre;0
L028;Abces cutane  furoncle et anthrax d'autres localisations;0
L029;Abces cutane  furoncle et anthrax  sans precision;0
L02X;Abces cutane  furoncle et anthrax;0
L030;Phlegmon des doigts et des orteils;0
L031;Phlegmon d'autres parties d'un membre;0
L032;Phlegmon de la face;0
L033;Phlegmon du tronc;0
L038;Phlegmon d'autres localisations;0
L039;Phlegmon  sans precision;0
L03X;Phlegmon;0
L040;Lymphadenite aigue de la face  de la tete et du cou;0
L041;Lymphadenite aigue du tronc;0
L042;Lymphadenite aigue d'un membre superieur;0
L043;Lymphadenite aigue d'un membre inferieur;0
L048;Lymphadenite aigue d'autres localisations;0
L049;Lymphadenite aigue  sans precision;0
L04X;Lymphadenite aigue;0
L050;Sinus pilonidal avec abces;0
L059;Sinus pilonidal (sans abces);0
L05X;Sinus pilonidal;0
L080;Pyodermite;0
L081;Erythrasma;0
L088;Autres infections localisees precisees de la peau et du tiss;0
L089;Infection localisee de la peau et du tissu cellulaire sous-c;0
L08X;Autres infections localisees de la peau et du tissu cellulai;0
L100;Pemphigus vulgaire;0
L101;Pemphigus vegetant;0
L102;Pemphigus foliace;0
L103;Pemphigus bresilien (fogo selvagem);0
L104;Pemphigus erythemateux;0
L105;Pemphigus medicamenteux;0
L108;Autres formes de pemphigus;0
L109;Pemphigus  sans precision;0
L10X;Pemphigus;0
L110;Keratose folliculaire acquise;0
L111;Dermatose acantholytique transitoire (Grover);0
L118;Autres formes precisees d'acantholyse;0
M918;Autres osteochondrites juveniles de la hanche et du bassin;0
M919;Osteochondrite juvenile de la hanche et du bassin  sans prec;0
M91X;Osteochondrite juvenile de la hanche et du bassin;0
M920;Osteochondrite juvenile de l'humerus;0
M921;Osteochondrite juvenile du radius et du cubitus;0
M922;Osteochondrite juvenile de la main;0
M923;Autres osteochondrites juveniles du membre superieur;0
M924;Osteochondrite juvenile de la rotule;0
M925;Osteochondrite juvenile du tibia et du perone;0
M926;Osteochondrite juvenile du tarse;0
M927;Osteochondrite juvenile du metatarse;0
M928;Autres osteochondrites juveniles precisees;0
M929;Osteochondrite juvenile  sans precision;0
M92X;Autres osteochondrites juveniles;0
M930;Epiphysiolyse de la tete femorale (coxa vara retrosa) (non t;0
M931;Maladie de Kienbock de l'adulte;0
M932;Osteochondrite dissequante;0
M938;Autres osteochondropathies precisees;0
M939;Osteochondropathie  sans precision;0
M93A;Ostéonécrose du semi-lunaire (maladie de Kienböck) D;0
M93B;Ostéonécrose du semi-lunaire (maladie de Kienböck) G;0
M93C;Ostéonécrose du scaphoïde carpien (maladie de Kölher) D;0
M93D;Ostéonécrose du scaphoïde carpien (maladie de Kölher) G;0
M93X;Autres osteochondropathies;0
M940;Syndrome des articulations chondro-costales (Tietze);0
M941;Polychondrite recidivante;0
M942;Chondromalacie;0
M943;Chondrolyse;0
M948;Autres affections precisees du cartilage;0
M949;Affection du cartilage  sans precision;0
M94X;Autres affections du cartilage;0
M950;Deformation du nez;0
M951;Oreille en chou-fleur;0
M952;Autres deformations de la tete;0
M953;Deformation du cou;0
M954;Deformation du thorax et des cotes;0
M955;Deformation du bassin;0
M958;Autres deformations precisees du systeme osteo-articulaire;0
M959;Deformation du systeme osteo-articulaire  des muscles et du;0
M95X;Autres deformations du systeme osteo-articulaire  des muscle;0
M960;Pseudarthrose apres arthrodese;0
M961;Syndrome post-laminectomie  non classe ailleurs;0
M962;Cyphose apres irradiation;0
M963;Cyphose apres laminectomie;0
M964;Lordose apres chirurgie;0
M965;Scoliose apres irradiation;0
M966;Fracture osseuse apres mise en place d'un implant  d'une pro;0
M968;Autres affections du systeme osteo-articulaire et des muscle;0
M969;Affection du systeme osteo-articulaire et des muscles apres;0
M96A;epaule tendinopathie aiguê non rompue non calcifiante G;0
M96B;epaule tendinopathie aiguê non rompue non calcifiante D;0
M96C;epaule tendinopathie chronique non rompue non calcifiante D;0
M96D;epaule tendinopathie chronique non rompue non calcifiante G;0
M96E;Coiffe des rotateurs : rupture partielle ou transfixiante D;0
M96F;Coiffe des rotateurs : rupture partielle ou transfixiante G;0
M96X;Affections du systeme osteo-articulaire et des muscles apres;0
M990;Dysfonctionnement segmentaire et somatique;0
M991;Subluxation complexe (vertebrale);0
M992;Retrecissement du canal rachidien par subluxation;0
M993;Retrecissement osseux du canal rachidien;0
M994;Retrecissement du canal rachidien par tissu conjonctif;0
M995;Retrecissement du canal rachidien par lesion discale;0
M996;Retrecissement des espaces intervertebraux par ossification;0
M997;Retrecissement des espaces intervertebraux par tissu conjonc;0
O820;Accouchement (unique) par cesarienne programmee;0
O821;Accouchement (unique) par cesarienne d'urgence;0
O822;Accouchement (unique) par cesarienne avec hysterectomie;0
O828;Autres accouchements uniques par cesarienne;0
O829;Accouchement (unique) par cesarienne  sans precision;0
O82X;Accouchement unique par cesarienne;0
O830;Accouchement (unique) avec extraction par le siege;0
O831;Autres accouchements (uniques) par le siege (avec assistance;0
O832;Autres accouchements (uniques) avec l'aide de manipulations;0
O833;Accouchement d'un foetus viable apres grossesse abdominale;0
O834;Intervention destructrice lors d'un accouchement;0
O838;Autres accouchements (uniques) precises  avec assistance;0
O839;Accouchement (unique) avec assistance  sans precision;0
O83X;Autres accouchements uniques avec assistance;0
O840;Accouchements multiples  tous spontanes;0
O841;Accouchements multiples  tous avec forceps et ventouse;0
O842;Accouchements multiples  tous par cesarienne;0
O848;Autres accouchements multiples;0
O849;Accouchements multiples  sans precision;0
O84X;Accouchements multiples;0
O85X;Septicemie puerperale;0
O860;Infection d'une plaie d'origine obstetricale chirurgicale;0
O861;Autres infections des voies genitales  apres accouchement;0
O862;Infection des voies urinaires  apres accouchement;0
O863;Autres infections des voies genito-urinaires  apres accouche;0
O864;Hyperthermie (d'origine inconnue)  apres accouchement;0
O868;Autres infections puerperales precisees;0
O86X;Autres infections puerperales;0
O870;Thrombophlebite superficielle au cours de la puerperalite;0
O871;Phlebothrombose profonde au cours de la puerperalite;0
O872;Hemorroides au cours de la puerperalite;0
O873;Thrombose veineuse cerebrale au cours de la puerperalite;0
O878;Autres complications veineuses au cours de la puerperalite;0
O879;Complication veineuse au cours de la puerperalite  sans prec;0
O87X;Complications veineuses au cours de la puerperalite;0
O880;Embolie gazeuse obstetricale;0
O881;Embolie amniotique;0
O882;Embolie obstetricale (par caillot sanguin);0
O883;Embolie pyohemique et septique  obstetricale;0
O888;Autres embolies obstetricales;0
O88X;Embolie obstetricale;0
O890;Complications pulmonaires de l'anesthesie au cours de la pue;0
O891;Complications cardiaques de l'anesthesie au cours de la puer;0
O892;Complications interessant le systeme nerveux central dues a;0
O893;Reaction toxique a une anesthesie locale au cours de la puer;0
O894;Cephalee provoquee par une rachianesthesie et une anesthesie;0
O895;Autres complications d'une rachianesthesie et d'une anesthes;0
O896;Echec ou difficulte d'intubation au cours de la puerperalite;0
O898;Autres complications de l'anesthesie au cours de la puerpera;0
O899;Complication de l'anesthesie au cours de la puerperalite  sa;0
O89X;Complications de l'anesthesie au cours de la puerperalite;0
O900;Rupture d'une suture de cesarienne;0
O901;Rupture d'une suture obstetricale du perinee;0
O902;Hematome d'une plaie obstetricale;0
O903;Myocardiopathie au cours de la puerperalite;0
O904;Insuffisance renale aigue du post-partum;0
O905;Thyroidite du post-partum;0
O908;Autres complications puerperales  non classees ailleurs;0
O909;Complication puerperale  sans precision;0
O90X;Complications puerperales  non classees ailleurs;0
O910;Infection du mamelon associee a l'accouchement;0
O911;Abces du sein associe a l'accouchement;0
O912;Mastite (non purulente) associee a l'accouchement;0
O91X;Infections mammaires associees a l'accouchement;0
Q777;Dysplasie spondylo-epiphysaire;0
Q778;Autres osteochondrodysplasies avec anomalies de la croissanc;0
