BIO_PRS_IDE;BIO_INF_LIB;BIO_CRE_DAT;BIO_SUP_DAT;BIO_ARB_CHA;BIO_ARB_SC1;BIO_ARB_SC2;BIO_ARB_SC3;BIO_ARB_SC4;BIO_ARB_BAS;BIO_PHY_GRP;BIO_GRP_LIB;BIO_HIS_DTD;BIO_HIS_DTF;BIO_ENP_TOP;BIO_TUX_TOP;BIO_MAX_EXE;BIO_SPE_REG;BIO_MAX_REG;BIO_MED_REF;BIO_RES_TOP;BIO_BIO_INV;BIO_SNG_TOP;BIO_TAR_NAT;BIO_TAR_COF
1312;LEPTOSPIROSES : SERODIAGNOSTIC :  TITRAGE PAR MICRO-AGGLUTINATION-LYSE AU  MOINS 9 ANTIGENES;01JAN1996:00:00:00;04SEP2014:00:00:00;7;4;0;0;0;18.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;04SEP2014:00:00:00;;;1;;0;;;1;1;B;120.00
1313;MYCOPLASMOSES RESPIRATOIRES : SD : AC TOTAUX;01JAN1996:00:00:00;;7;4;0;0;0;19.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
1316;FIEVRE Q (COXIELLA BURNETTI) : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;4;0;0;0;25.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;40.00
1317;RICKETTSIOSES (RICKETTSIA CONORII, RICKETTSIA TYPHI) : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;4;0;0;0;30.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;40.00
1318;RICKETTSIOSES (RICKETTSIA CONORII, RICKETTSIA TYPHI) : SD : TITRAGE;01JAN1996:00:00:00;;7;4;0;0;0;31.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;1;1;B;60.00
1319;SALMONELLOSES : SD (TAB OU WIDAL ET FELIX);01JAN1996:00:00:00;;7;4;0;0;0;33.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;40.00
1323;STREPTOCOCCIES : UNE ANTI-ENZYME STREPTOCOCCIQUE;01JAN1996:00:00:00;;7;4;0;0;0;34.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;20.00
1324;STREPTOCOCCIES : ANTI-ENZYMES STREPTOCOCCIQUES (2 OU PLUSIEURS);01JAN1996:00:00:00;;7;4;0;0;0;35.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;40.00
1326;SYPHILIS : SERODIAGNOSTIC DE DEPISTAGE;01JAN1996:00:00:00;29JUN2018:00:00:00;7;4;0;0;0;80.000000;24;SYPHILIS;11DEC2005:00:00:00;29JUN2018:00:00:00;;;1;;0;;;;1;B;20.00
1327;SYPHILIS : SERODIAGNOSTIC : TITRAGES;01JAN1996:00:00:00;29JUN2018:00:00:00;7;4;0;0;0;81.000000;24;SYPHILIS;11FEB2011:00:00:00;29JUN2018:00:00:00;;;1;;0;;;1;1;B;30.00
1330;SYPHILIS : SD : RECH. DES IGM_ENFANT_SYPHILIS CONGENITALE;01JAN1996:00:00:00;;7;4;0;0;0;41.000000;24;SYPHILIS;29JUN2018:00:00:00;;;;1;;0;1;;;1;B;30.00
1331;MALADIE DES GRIFFES DU CHAT (BARTONELLOSES) : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;4;0;0;0;43.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;40.00
1332;TETANOS : SD;01JAN1996:00:00:00;;7;4;0;0;0;46.000000;90;AUTRES (tous les autres codes);11FEB2011:00:00:00;;;;1;;0;;;;1;B;50.00
1333;TULAREMIE : SD;01JAN1996:00:00:00;;7;4;0;0;0;47.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;40.00
1334;YERSINIOSES : SD (1 AG);01JAN1996:00:00:00;;7;4;0;0;0;48.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;30.00
1335;YERSINIOSES : SD (3 AG ET +);01JAN1996:00:00:00;;7;4;0;0;0;49.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;90.00
1336;LEGIONELLOSES : SD DE DEPISTAGE;01JAN1996:00:00:00;;7;4;0;0;0;14.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;;;;1;B;60.00
1337;LEGIONELLOSES : SD : TITRAGE AVEC 6 AG ET PLUS;01JAN1996:00:00:00;;7;4;0;0;0;15.000000;90;AUTRES (tous les autres codes);11DEC2005:00:00:00;;;;1;;0;1;;;1;B;120.00
1339;COQUELUCHE : DIAGNOSTIC DES ANTICORPS ANTITOXINES DE BORDETELLA PERTUSSIS PAR TECHNIQUE D'IMMUNO-EM;01JAN1996:00:00:00;15MAR2011:00:00:00;7;4;0;0;0;4.000000;90;AUTRES (tous les autres codes);08FEB2009:00:00:00;15MAR2011:00:00:00;;;1;;0;;;;1;B;150.00
1374;VITAMINE B 12 (DOSAGE) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;28.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);05JAN2022:00:00:00;;;;1;;0;;;;1;B;35.00
1376;CICLOSPORINE APRES CHROMATOGRAPHIE (SANDIMMUN) (SANG);01JAN1996:00:00:00;;14;0;0;0;0;7.000000;90;AUTRES (tous les autres codes);30JUL1997:00:00:00;;;;1;;0;;;;1;B;120.00
1377;DOSAGE AUTRE IMMUNOSUPRESSEUR (TACROLIMUS, SIROLIMUS, EVEROLIMUS,...);07FEB2001:00:00:00;;14;0;0;0;0;8.000000;90;AUTRES (tous les autres codes);14APR2018:00:00:00;;;;1;;0;1;;;1;B;65.00
1385;IGA + IGG + IGM (DOSAGES) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;20.000000;12;PROTEINES SERIQUES;05JAN2022:00:00:00;;;;1;;0;;;1;1;B;56.00
1387;FOLATES SERIQUES OU ERYTHROCYTAIRES (DOSAGE) (SANG);01JAN1996:00:00:00;;12;0;0;0;0;29.000000;4;BIOCHIMIE COURANTE (en dehors des groupes);05JAN2022:00:00:00;;;;1;;0;;;;1;B;35.00
1392;IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 1 PARAMETRE (DOSAGE) (SANG);30JUL1997:00:00:00;;12;0;0;0;0;24.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;70.00
1393;IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 2 PARAMETRES (DOSAGES) (SANG);30JUL1997:00:00:00;;12;0;0;0;0;25.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;130.00
1394;IMMUNOGLOBULINES IGG1, IGG2, IGG3, IGG4 : 3 PARAMETRES OU PLUS (DOSAGES) (SANG);30JUL1997:00:00:00;;12;0;0;0;0;26.000000;90;AUTRES (tous les autres codes);28JAN2004:00:00:00;;;;1;;0;;;;1;B;190.00
1414;TEST AU XYLOSE;01JAN1996:00:00:00;;13;4;0;0;0;1.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;1;B;60.00
1415;CLAIRANCE FECALE DE L'ALPHA 1 ANTITRYPSINE;01JAN1996:00:00:00;;13;4;0;0;0;3.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;1;B;100.00
1416;ALPHA 1 ANTITRYPSINE FECALE;07NOV2008:00:00:00;;13;4;0;0;0;2.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;60.00
1417;SELLES : EXAMEN MICROSCOPIQUE DIRECT DES GRAISSES;07NOV2008:00:00:00;;13;4;0;0;0;5.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;1;;B;50.00
1418;AZOTE FECAL SOLUBLE;07NOV2008:00:00:00;;13;4;0;0;0;8.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;1;;B;40.00
1419;SELLES : PH;07NOV2008:00:00:00;;13;4;0;0;0;11.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;10.00
1420;TOXOPLASMOSE : RECHERCHE ET TITRAGE DES IGG ET DES IGM;01JAN1996:00:00:00;;19;0;0;0;0;63.000000;23;TOXOPLASMOSE;08APR2021:00:00:00;;;;1;;0;1;;;1;B;39.00
1421;TOXOPLASMOSE: CONFIRMATION OU ETUDE DE LA CINETIQUE DES IGG;01JAN1996:00:00:00;;19;0;0;0;0;64.000000;23;TOXOPLASMOSE;01FEB2019:00:00:00;;;;1;;0;1;;1;1;B;60.00
1422;TOXOPLASMOSE CAS GENERAL : SUIVI : SD DE SURVEILLANCE (2 ISOTYPES DIFFERENTS);01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;44.000000;23;TOXOPLASMOSE;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1423;TOXOPLASMOSE CAS GENERAL : SUIVI : SD DE CONTROLE (2 SERUMS EN PARALLELE);01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;45.000000;23;TOXOPLASMOSE;30MAR1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;1;1;B;60.00
1424;TOXOPLASMOSE CAS GENERAL : CULTURE CELLULAIRE;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;46.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;300.00
1425;TOXOPLASMOSE CAS GENERAL :  INOCULATION SOURIS;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;47.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;300.00
1426;TOXOPLASMOSE CAS GENERAL : CULTURE ET INOCULATION;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;49.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;500.00
1427;TOXOPLASMOSE:CONFIRMATION PAR IMMUNO-EMPREINTE;18JAN2019:00:00:00;;19;0;0;0;0;65.000000;23;TOXOPLASMOSE;01FEB2019:00:00:00;;;;1;;0;1;;1;1;B;180.00
1428;TOXOPLASMOSE: CONFIRMATION PAR UNE AUTRE TECHNIQUE;18JAN2019:00:00:00;;19;0;0;0;0;66.000000;23;TOXOPLASMOSE;01FEB2019:00:00:00;;;;1;;0;1;;1;;B;20.00
1430;TOXOPLASMOSE GROSSESSE : DEPISTAGE : SD INITIAL (2 ISOTYPES DIFFERENTS);01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;48.000000;23;TOXOPLASMOSE;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1431;TOXOPLASMOSE GROSSESSE : DEPISTAGE : CONTROLE DU SD INITIAL SUR AUTRE PREL.;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;50.000000;23;TOXOPLASMOSE;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;;0;;;1;1;B;60.00
1432;TOXOPLASMOSE GROSSESSE : SUIVI : SD DE SURVEILLANCE (2 ISOTYPES DIFFERENTS);01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;51.000000;23;TOXOPLASMOSE;30MAR1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1433;TOXOPLASMOSE GROSSESSE : SUIVI : SD DE CONTROLE (2 SERUMS EN PARALLELE);01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;52.000000;23;TOXOPLASMOSE;30MAR1997:00:00:00;01FEB2019:00:00:00;;;1;;0;;;1;1;B;60.00
1434;TOXOPLASMOSE GROSSESSE : CULTURE CELLULAIRE;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;53.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;300.00
1435;TOXOPLASMOSE GROSSESSE : INOCULATION SOURIS;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;54.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;300.00
1436;TOXOPLASMOSE GROSSESSE : CULTURE ET INOCULATION;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;55.000000;23;TOXOPLASMOSE;01JAN1996:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;500.00
1437;TOXOPLASMOSE NOUVEAU-NE : SD DE SURVEILLANCE PAR PLUS. TECHN.;01JAN1996:00:00:00;01FEB2019:00:00:00;7;5;0;0;0;56.000000;23;TOXOPLASMOSE;11FEB2011:00:00:00;01FEB2019:00:00:00;;;1;;0;;;;1;B;40.00
1438;TOXOPLASMOSE : MESURE D'AVIDITE DES IGG CHEZ LA FEMME ENCEINTE;18JAN2019:00:00:00;;19;0;0;0;0;67.000000;23;TOXOPLASMOSE;01FEB2019:00:00:00;;;;1;;0;1;;1;1;B;120.00
1439;TOXOPLASMOSE : RECHERCHE D'UNE NEOSYNTHESE D'IGG, D'IGM OU D'IGA;18JAN2019:00:00:00;;19;0;0;0;0;68.000000;23;TOXOPLASMOSE;02FEB2019:00:00:00;;;;0;;0;1;;;1;B;320.00
1440;ANGUILLULOSE (STRONGYLOIDOSE): SD;19APR2019:00:00:00;;19;0;0;0;0;71.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;60.00
1441;FILARIOSES : RECHERCHE DE MICROFILAIRES A L'ETAT FRAIS;19APR2019:00:00:00;;19;0;0;0;0;80.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;30.00
1442;FILARIOSES RECHERCHE ET QUANTIFICATION DE MICROFILAIRES;19APR2019:00:00:00;;19;0;0;0;0;81.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;;B;80.00
1443;FILARIOSES:DIAGNOSTIC FILARIOSE LYMPHATIQUE PAR DETECTION D'ANTIGENES CIRCULANT;19APR2019:00:00:00;;19;0;0;0;0;84.000000;90;AUTRES (tous les autres codes);09MAY2019:00:00:00;;;;1;;0;;;;1;B;80.00
1451;MAI NSO:F. RHUMATOIDES GROUPE 1 : IG ANIMALES (WAALER-ROSE..);01JAN1996:00:00:00;;7;3;0;0;0;1.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;1;;;1;B;33.00
1452;MAI NSO : F. RHUMATOIDES GROUPE 2 : IG HUMAINES (LATEX, ...);01JAN1996:00:00:00;;7;3;0;0;0;2.000000;90;AUTRES (tous les autres codes);01APR2019:00:00:00;;;;1;;0;1;;;1;B;33.00
1453;MAI NSO : AUTOAC ANTINUCLEAIRES (AAN) PAR IF SUR CELLULES HEP 2;01JAN1996:00:00:00;;7;3;0;0;0;3.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;1;;0;1;;;1;B;39.00
1454;MAI NSO : AC ANTI-ADN NATIF PAR IFI SUR SANG;01JAN1996:00:00:00;;7;3;0;0;0;4.000000;90;AUTRES (tous les autres codes);27MAR1997:00:00:00;;;;1;;0;1;;1;1;B;40.00
1455;MAI NSO : AC ANTI-ADN NATIF PAR METH. MARQUEUR SUR SANG;01JAN1996:00:00:00;;7;3;0;0;0;6.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;1;;0;1;;1;1;B;68.00
1456;MAI NSO :  AC ANTIANTIGENES NUCLEAIRES SOLUBLES : DEPISTAGE;01JAN1996:00:00:00;;7;3;0;0;0;8.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;1;;1;1;B;40.00
1457;MAI NSO :  AC ANTIANTIGENES NUCLEAIRES SOLUBLES : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;9.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;2;;0;;;1;1;B;68.00
1458;MAI NSO : AC ANTI-ADN DENATURE : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;10.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;70.00
1459;MAI NSO : AC ANTIHISTONES : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;11.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;70.00
1460;MAI NSO : AUTOAC ANTIPHOSPHOLIPIDES (ANTICARDIOLIPINE, ...) : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;12.000000;90;AUTRES (tous les autres codes);05JAN2022:00:00:00;;;;3;;0;1;;1;1;B;67.00
1461;MAI NSO : AUTOAC ANTIMITOCHONDRIES DE TYPE 5 PAR IFI : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;13.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;40.00
1462;MAI NSO : AUTOAC ANTICYTOPLASME DE PNN (ANCA) PAR IFI : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;14.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1463;MAI NSO : AUTOAC ANTICYTOPLASME DE PNN (ANCA) :T.MARQUEUR: SPECIFICITE;01JAN1996:00:00:00;;7;3;0;0;0;15.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;70.00
1464;MAI NSO : AUTOAC ANTIKERATINE : TITRAGE;01JAN1996:00:00:00;25DEC2008:00:00:00;7;3;0;0;0;56.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;1;;;1;B;40.00
1465;HEPATOPATHIES : AUTOAC ANTITISSUS ET ANTINUCLEAIRES;01JAN1996:00:00:00;;7;3;0;0;0;20.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;80.00
1466;HEPATOPATHIES : AC ANTIMUSCLE LISSE : TITRAGE;01JAN1996:00:00:00;;7;3;0;0;0;21.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1467;HEPATOPATHIES : AC ANTIMUSCLE LISSE : TYPAGE;01JAN1996:00:00:00;;7;3;0;0;0;22.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;40.00
1468;HEPATOPATHIES : AC ANTIACTINE : TITRAGE PAR T. MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;23.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;70.00
1469;HEPATOPATHIES : AC ANTIMITOCHONDRIES : TITRAGE PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;24.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1470;HEPATOPATHIES : AC ANTIMITOCHONDRIES : TITRAGE PAR T. MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;25.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1471;HEPATOPATHIES : AC ANTIMITOCHONDRIES : TYPAGE PAR IMMUNOBLOT;01JAN1996:00:00:00;;7;3;0;0;0;26.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;180.00
1472;HEPATOPATHIES : AC ANTIRETICULUM ENDOPLASMIQUE (LKM, ANTICYTOSOL);01JAN1996:00:00:00;;7;3;0;0;0;27.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;40.00
1473;HEPATOPATHIES : AUTOAC ANTIMEMBRANE NUCLEAIRE : IDENT. CIBLES;01JAN1996:00:00:00;;7;3;0;0;0;28.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;2;;0;1;;1;1;B;70.00
1474;M. COELIAQUE : AUTOAC ANTIRETICULINE : TITRAGE PAR IFI;01JAN1996:00:00:00;25DEC2008:00:00:00;7;3;0;0;0;57.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;1;;;1;B;40.00
1475;M. COELIAQUE : AUTOAC ANTICELLULES ENDOMYSIALES : TITRAGE PAR IFI;01JAN1996:00:00:00;25DEC2008:00:00:00;7;3;0;0;0;58.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;1;;;1;B;40.00
1476;M. COELIAQUE : AUTOAC ANTIGLIADINE : TITRAGE DES IGA;01JAN1996:00:00:00;25DEC2008:00:00:00;7;3;0;0;0;59.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;1;;;1;B;70.00
1477;M. COELIAQUE : AUTOAC ANTIGLIADINE : TITRAGE DES IGG;01JAN1996:00:00:00;25DEC2008:00:00:00;7;3;0;0;0;60.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;25DEC2008:00:00:00;;;1;;0;1;;;1;B;70.00
1478;THROMBOPENIES : TEST DIRECT  MISE EN EVIDENCE IG ASSOC. AUX PLAQ. (DIXON, ...);01JAN1996:00:00:00;;7;3;0;0;0;33.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;100.00
1479;THROMBOPENIES : AUTOAC ANTIPLAQ.  : IDENT. CIBLE IMMUNOCAPTURE MAIPA;01JAN1996:00:00:00;;7;3;0;0;0;34.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;3;;0;1;;1;1;B;100.00
1480;THROMBOPENIES : AUTOAC ANTIPLAQ.  : IDENT. CIBLE IMMUNOBLOT;01JAN1996:00:00:00;;7;3;0;0;0;35.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;1;1;B;180.00
1481;D.I.D. : AC ANTICELLULES D'ILOTS DE LANGERHANS : TITRAGE PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;36.000000;6;EXPLORATION GLUCIDIQUE;28JAN2004:00:00:00;;;;1;;0;1;;;1;B;40.00
1482;D.I.D. : AUTOANTICORPS ANTI-INSULINE;01JAN1996:00:00:00;;7;3;0;0;0;38.000000;6;EXPLORATION GLUCIDIQUE;28JAN2004:00:00:00;;;;1;;0;1;;;1;B;150.00
1483;THYROIDE  : AUTOAC ANTITHYROGLOBULINE PAR HEMAGGLUTINATION;01JAN1996:00:00:00;;7;3;0;0;0;40.000000;9;EXPLORATION THYROIDIENNE;01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1484;THYROIDE  : AUTOAC ANTITHYROGLOBULINE PAR METH MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;41.000000;9;EXPLORATION THYROIDIENNE;08APR2021:00:00:00;;;;1;;0;1;;;1;B;55.00
1485;THYROIDE : AUTOAC ANTIMICROSOMES THYROIDIENS PAR  HEMAGGLUTINATION;01JAN1996:00:00:00;;7;3;0;0;0;42.000000;9;EXPLORATION THYROIDIENNE;01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1486;THYROIDE : AUTOAC ANTIMICROSOMES THYROIDIENS PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;43.000000;9;EXPLORATION THYROIDIENNE;01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1487;THYROIDE : AUTOAC ANTITHYROPEROXYDASE PAR METH MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;44.000000;9;EXPLORATION THYROIDIENNE;14APR2018:00:00:00;;;;1;;0;1;;;1;B;60.00
1488;THYROIDE : AUTOAC ANTIRECEPTEURS DE TSH;01JAN1996:00:00:00;;7;3;0;0;0;45.000000;9;EXPLORATION THYROIDIENNE;05JAN2022:00:00:00;;;;1;;0;1;;;1;B;75.00
1489;SURRENALES : AUTOAC ANTISURRENALE PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;46.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1490;TRACTUS DIGESTIF : AUTOAC ANTICELLULES PARIETALES DE L'ESTOMAC PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;47.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1491;TRACTUS DIGESTIF : AUTOAC ANTIFACTEUR INTRINSEQUE PAR METH MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;48.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1492;SYSTEME NERVEUX : AUTOAC ANTIRECEPTEURS DE L'ACETYLCHOLINE;01JAN1996:00:00:00;;7;3;0;0;0;49.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;100.00
1493;MAI : AUTOAC ANTIMEMBRANE BASALE D'EPITH. MALPIGHIEN;01JAN1996:00:00:00;;7;3;0;0;0;50.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1494;MAI : AUTOAC ANTISUBSTANCE INTERCELL. D'EPITH. MALPIGHIEN PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;51.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1495;MAI : AUTOAC CELLULES PRODUCTRICES DE STEROIDES PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;52.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1496;MAI : AUTOAC ANTIMEMB. BASALE GLOMERUL. PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;53.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;40.00
1497;MAI : AUTOAC ANTIMEMB. BASALE GLOMERUL. PAR METH MARQUEUR;01JAN1996:00:00:00;;7;3;0;0;0;54.000000;90;AUTRES (tous les autres codes);01JAN1996:00:00:00;;;;1;;0;1;;;1;B;70.00
1498;MAI : AUTOAC SPECIF. D'AUTRES ORGANES PAR IFI;01JAN1996:00:00:00;;7;3;0;0;0;55.000000;90;AUTRES (tous les autres codes);01DEC1998:00:00:00;;;;0;;0;1;;;1;B;40.00
1500;SELLES : PIGMENTS BILIAIRES;07NOV2008:00:00:00;;13;4;0;0;0;12.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;10.00
1501;SELLES : ACIDES ORGANIQUES;07NOV2008:00:00:00;;13;4;0;0;0;13.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;40.00
1502;SELLES : AMMONIAQUE/DERIVES AMINES;07NOV2008:00:00:00;;13;4;0;0;0;14.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;40.00
1503;CALORIMETRIE FECALE;07NOV2008:00:00:00;;13;4;0;0;0;16.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;80.00
1504;SELLES : CONTAMINATION URINAIRE;07NOV2008:00:00:00;;13;4;0;0;0;17.000000;90;AUTRES (tous les autres codes);25DEC2008:00:00:00;;;;1;;0;;;;;B;50.00
