CAM_PRS_IDE_COD;CAM_PRS_IDE_LIB
EDLF014;Injection intraartérielle hépatique in situ sélective ou hypersélective d'agent pharmacologique anticancéreux non radio-isotopique sans embolisation de particules, par voie artérielle transcutanée
EDLF017;Injection intraartérielle hépatique in situ sélective ou hypersélective d'agent pharmacologique anticancéreux non radio-isotopique avec embolisation de particules, par voie artérielle transcutanée
EDLF015;Injection intraartérielle hépatique in situ suprasélective d'agent pharmacologique anticancéreux non radio-isotopique sans embolisation de particules, par voie artérielle transcutanée
EDLF016;Injection intraartérielle hépatique in situ suprasélective d'agent pharmacologique anticancéreux non radio-isotopique avec embolisation de particules, par voie artérielle transcutanée
EDLL002;Injection intraartérielle hépatique in situ d'agent pharmacologique radio-isotopique sans embolisation de particules, par voie artérielle transcutanée
EDLL001;Injection intraartérielle hépatique in situ d'agent pharmacologique radio-isotopique avec embolisation de particules, par voie artérielle transcutanée
EDPA002;Libération d'une artère digestive, par laparotomie
EDFA010;Résection-anastomose d'une artère digestive, par laparotomie
EDLA001;Pose d'un cathéter dans une artère digestive, par laparotomie
EDCA002;Suture de plaie de l'artère rénale, par laparotomie ou par lombotomie
EDAF007;Dilatation intraluminale sélective ou hypersélective de l'artère rénale sans pose d'endoprothèse, par voie artérielle transcutanée
EDAF001;Dilatation intraluminale sélective ou hypersélective de l'artère rénale avec pose d'endoprothèse, par voie artérielle transcutanée
EDAF009;Dilatation intraluminale suprasélective de l'artère rénale sans pose d'endoprothèse, par voie artérielle transcutanée
EDAF010;Dilatation intraluminale suprasélective de l'artère rénale avec pose d'endoprothèse, par voie artérielle transcutanée
EDAA002;Angioplastie de l'artère rénale, par laparotomie ou par lombotomie
EDNF002;Fibrinolyse in situ sélective ou hypersélective de l'artère rénale, par voie artérielle transcutanée
EDNF001;Fibrinolyse in situ suprasélective de l'artère rénale, par voie artérielle transcutanée
EDPF002;Recanalisation de l'artère rénale sans pose d'endoprothèse, par voie artérielle transcutanée
EDPF005;Recanalisation de l'artère rénale avec pose d'endoprothèse, par voie artérielle transcutanée
EDJF001;Thromboaspiration de l'artère rénale, par voie artérielle transcutanée
EDFA008;Thrombectomie de l'artère rénale, par laparotomie ou par lombotomie
EDFA001;Thromboendartériectomie de l'artère rénale par artériotomie rénale, par laparotomie ou par lombotomie
EDFA004;Thromboendartériectomie des artères rénales par aortotomie, par laparotomie
EDKA002;Remplacement de l'artère rénale, par laparotomie ou par lombotomie
EDEA004;Réimplantation de l'artère rénale dans l'aorte, par laparotomie ou par lombotomie
EDMA001;Revascularisation de l'artère rénale à partir d'une artère digestive, par laparotomie ou par lombotomie
EDMA003;Revascularisation des branches de l'artère rénale sur le rein in situ, par laparotomie ou par lombotomie
EDMA004;Réparation de l'artère rénale et/ou de ses branches sur le rein ex situ avec autotransplantation du rein, par laparotomie ou par lombotomie
EDSF007;Oblitération sélective ou hypersélective d'un anévrisme sacculaire de l'artère rénale, par voie artérielle transcutanée
EDSF013;Oblitération suprasélective d'un anévrisme sacculaire de l'artère rénale, par voie artérielle transcutanée
EDSF003;Embolisation sélective ou hypersélective de l'artère rénale, par voie artérielle transcutanée
EDSF008;Embolisation suprasélective de l'artère rénale, par voie artérielle transcutanée
EDLF020;Injection intraartérielle rénale in situ sélective ou hypersélective d'agent pharmacologique anticancéreux sans embolisation de particules, par voie artérielle transcutanée
EDLF019;Injection intraartérielle rénale in situ sélective ou hypersélective d'agent pharmacologique anticancéreux avec embolisation de particules, par voie artérielle transcutanée
EDLF021;Injection intraartérielle rénale in situ suprasélective d'agent pharmacologique anticancéreux sans embolisation de particules, par voie artérielle transcutanée
EDLF018;Injection intraartérielle rénale in situ suprasélective d'agent pharmacologique anticancéreux avec embolisation de particules, par voie artérielle transcutanée
ELSF001;Embolisation d'une fistule artérioveineuse rénale, par voie vasculaire transcutanée
EDLF013;Pose d'endoprothèse couverte dans l'artère rénale, par voie artérielle transcutanée
EDFA009;Résection-anastomose de l'artère rénale, par laparotomie ou par lombotomie
EDAF004;Dilatation intraluminale de l'artère iliaque interne sans pose d'endoprothèse, par voie artérielle transcutanée
EDAF006;Dilatation intraluminale de l'artère iliaque interne avec pose d'endoprothèse, par voie artérielle transcutanée
EDPF007;Recanalisation de l'artère iliaque interne sans pose d'endoprothèse, par voie artérielle transcutanée
EDPF001;Recanalisation de l'artère iliaque interne avec pose d'endoprothèse, par voie artérielle transcutanée
EDSF002;Oblitération sélective ou hypersélective d'un anévrisme sacculaire de l'artère iliaque interne ou d'une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDSF010;Oblitération suprasélective d'un anévrisme sacculaire de l'artère iliaque interne ou d'une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDSF016;Embolisation sélective ou hypersélective de l'artère iliaque interne ou d'une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDSF014;Embolisation sélective et/ou hypersélective de plusieurs branches de l'artère iliaque interne ou de plusieurs branches extradigestives de l'aorte abdominale, par voie artérielle transcutanée
EDSF004;Embolisation suprasélective de branche de l'artère iliaque interne ou de branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EDSA003;Ligature des artères iliaques internes, par laparotomie
ELCA004;Anastomose entre l'artère ou la veine dorsale du pénis et l'artère épigastrique inférieure, par abord direct
ELCA003;Anastomose entre l'artère ou la veine dorsale du pénis et l'artère fémorale, par abord direct
JHCA007;Artérialisation des corps caverneux du pénis, par abord direct
EDEA001;Réimplantation ou pontage de l'artère iliaque interne ou d'une de ses branches, par laparotomie
EDLF007;Pose d'endoprothèse couverte dans l'artère iliaque interne ou une branche extradigestive de l'aorte abdominale, par voie artérielle transcutanée
EECA009;Suture de plaie d'artère du membre inférieur, par abord direct
EEAF003;Dilatation intraluminale d'une artère du membre inférieur sans pose d'endoprothèse, par voie artérielle transcutanée
EEAF004;Dilatation intraluminale d'une artère du membre inférieur avec pose d'endoprothèse, par voie artérielle transcutanée
EEAF005;Dilatation intraluminale d'une artère du membre inférieur avec dilatation intraluminale de l'artère iliaque commune et/ou de l'artère iliaque externe homolatérale sans pose d'endoprothèse, par voie artérielle transcutanée
EEAF002;Dilatation intraluminale d'une artère du membre inférieur avec dilatation intraluminale de l'artère iliaque commune et/ou de l'artère iliaque externe homolatérale avec pose d'endoprothèse, par voie artérielle transcutanée
EEAF001;Dilatation intraluminale de plusieurs artères du membre inférieur sans pose d'endoprothèse, par voie artérielle transcutanée
EEAF006;Dilatation intraluminale de plusieurs artères du membre inférieur avec pose d'endoprothèse, par voie artérielle transcutanée
EENF002;Fibrinolyse in situ sélective ou hypersélective d'une artère ou d'un pontage artériel du membre inférieur, par voie artérielle transcutanée
EENF001;Fibrinolyse in situ suprasélective d'une artère ou d'un pontage artériel du membre inférieur, par voie artérielle transcutanée
EEPF002;Recanalisation d'une artère du membre inférieur sans pose d'endoprothèse, par voie artérielle transcutanée
EEPF001;Recanalisation d'une artère du membre inférieur avec pose d'endoprothèse, par voie artérielle transcutanée
EEJF001;Thromboaspiration d'artère ou de pontage artériel du membre inférieur, par voie artérielle transcutanée
EEFA004;Thrombectomie d'artère du membre inférieur, par abord inguinofémoral
EEFA002;Thrombectomie d'artère du membre inférieur, par abord poplité
EEFA001;Thromboendartériectomie de l'artère fémorale et/ou de ses branches, par abord direct
EEFA003;Thromboendartériectomie de l'artère poplitée, par abord direct
EECA007;Pontage artériel subclaviofémoral ou axillofémoral, par abord direct
EECA006;Pontage artériel subclaviofémoral ou axillobifémoral, par abord direct
EDCA005;Pontage artériel iliofémoral homolatéral, par abord direct
EDCA004;Pontage artériel iliofémoral pour complication anastomotique sur prothèse de la bifurcation fémorale, par abord direct
EECA002;Pontage artériel fémorofémoral homolatéral, par abord direct
EECA001;Pontage artériel fémoropoplité au-dessus de l'interligne articulaire du genou, par abord direct
EECA003;Pontage artériel fémoropoplité au-dessous de l'interligne articulaire du genou, par abord direct
EECA008;Pontage artériel fémorotibial ou fémoropéronier sans collier veineux, par abord direct
EECA010;Pontage artériel fémorotibial ou fémoropéronier avec collier veineux, par abord direct
EECA005;Pontage d'une artère du pied, par abord direct
EECA012;Pontage multiple étagé [séquentiel] ou bifurqué des artères des membres inférieurs, par abord direct
EEGA001;Ablation d'une prothèse artérielle du membre inférieur sans revascularisation, par abord direct
EEGA002;Ablation d'une prothèse artérielle du membre inférieur avec revascularisation, par abord direct
EESF007;Embolisation sélective ou hypersélective d'une artère du membre inférieur, par voie artérielle transcutanée
EESF004;Embolisation hypersélective de plusieurs artères du membre inférieur, par voie artérielle transcutanée
EESF006;Embolisation suprasélective d'une artère du membre inférieur, par voie artérielle transcutanée
EESF001;Oblitération d'un anévrisme sacculaire artériel du membre inférieur, par voie artérielle transcutanée
EESF005;Oblitération de plusieurs anévrismes sacculaires artériels du membre inférieur, par voie artérielle transcutanée
EESA001;Ligature d'une artère de la cuisse ou de la jambe, par abord direct
EMNH001;Sclérose d'une tumeur ou d'une malformation vasculaire du membre inférieur, par injection transcutanée intralésionnelle d'agent pharmacologique avec guidage radiologique
EELF005;Injection intraartérielle in situ sélective ou hypersélective d'agent pharmacologique anticancéreux au membre inférieur, par voie artérielle transcutanée
EELF004;Injection intraartérielle in situ suprasélective d'agent pharmacologique anticancéreux au membre inférieur, par voie artérielle transcutanée
EELF002;Pose d'endoprothèse couverte dans une artère du membre inférieur, par voie artérielle transcutanée
EEAA002;Angioplastie d'élargissement d'un pontage artériel du membre inférieur, par abord direct
EEFA006;Résection-anastomose d'une artère du membre inférieur, par abord direct
EEFA005;Résection d'un kyste adventiciel d'une artère du membre inférieur, par abord direct
EMPA001;Libération d'une artère et/ou d'une veine poplitée piégée, par abord direct
EEKA001;Remplacement ou mise à plat d'une artère du membre inférieur, par abord direct
ENAF002;Dilatation intraluminale d'un pontage artériel non anatomique des membres sans pose d'endoprothèse, par voie artérielle transcutanée
ENAF001;Dilatation intraluminale d'un pontage artériel non anatomique des membres avec pose d'endoprothèse, par voie artérielle transcutanée
ENNF001;Fibrinolyse in situ d'un pontage artériel non anatomique des membres, par voie artérielle transcutanée
ENFF001;Thrombectomie ou embolectomie mécanique d'un pontage artériel non anatomique des membres, par voie artérielle transcutanée
ENFA006;Thrombectomie de pontage artériel d'un membre sans réfection d'anastomose, par abord direct
ENFA001;Thrombectomie de pontage artériel d'un membre avec réfection d'anastomose sans prolongement du pontage, par abord direct
ENFA004;Thrombectomie de pontage artériel d'un membre avec réfection d'anastomose et prolongement du pontage, par abord direct
ENFA005;Changement d'un pontage artériel d'un membre avec thrombectomie de l'axe artériel, par abord direct
EDLF002;Pose d'un cathéter artériel ombilical
