UCD_UCD_COD;UCD_PCD_COD;UCD_SVT_COD;UCD_INS_TOP;UCD_LAB_NOM;UCD_DOC_DTE;UCD_DOC_LIB;UCD_DER_MAJ;UCD_DSN_LIB;UCD_CND_LIB;UCD_OBS_LIB
0000009413979;0;0;0;OCTAPHARMA FRANCE;23FEB2017:00:00:00;JO;01MAR2017:00:00:00;OCTANATE LV 200 UI/ML;1 Boite de 1, 1 000 UI de poudre en flacon + 5 ml de solvant en flacon + 1 seringue jetable, 1 necessaire de transfert, 1 aiguille pour injection et 2 compresses, poudre et solvant pour solution injectable;
0000009414097;0;0;0;ACCORD HEALTHCARE FRANCE SAS;08FEB2018:00:00:00;CNAMTS;28FEB2018:00:00:00;VORICONAZOLE ACCORD 200 MG;Poudre pour solution pour perfusion;
0000009414826;0;0;0;PFIZER PFE FRANCE;13SEP2016:00:00:00;JO;20SEP2016:00:00:00;VFEND 200MG;POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;VOIR JO DU 04/08/16 et 13/09/16 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009415263;0;0;0;BLUEFISH PHARMACEUTICALS AB;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;MIGLUSTAT BLUEFISH 100 MG;gelule;
0000009415292;0;0;0;ABBVIE;12AUG2016:00:00:00;JO;16AUG2016:00:00:00;NORVIR 100 MG;POUDRE POUR SUSPENSION BUVABLE, SACHET;
0000009415323;0;0;0;ACCORD HEALTHCARE FRANCE;05JUN2018:00:00:00;CNAMTS;11JUN2018:00:00:00;BENDAMUSTINE ACCORD 2,5 MG/ML;POUDRE POUR SOLUTION A DILUER POUR PERFUSION (FLACON DE 25 MG);VOIR JO DU 21/06/2016 POUR INDICATIONS THERAPEUTIQUES REMBOURSABLES
0000009415346;0;0;0;MARTINDALE PHARMACEUTICALS LIM;14JUN2016:00:00:00;JO;01JUN2018:00:00:00;NOYADA 5 MG/5 ML;BUV FL 100ML;
0000009415381;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 1000 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415398;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 1500 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/16 pour indications therapeutiques remboursables
0000009415406;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 2000 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415412;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 250 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415429;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 3000 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415435;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 500 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415441;0;0;0;SWEDISH ORPHAN BIOVITRUM;28FEB2017:00:00:00;JO;06MAR2017:00:00:00;ELOCTA 750 UI;poudre et solvant pour solution injectable en flacon (poudre) + 1 seringue preremplie (solvant);Voir JO du 28/10/2016 pour indications therapeutiques remboursables
0000009415903;0;0;0;VERTEX PHARMACEUTICALS;08APR2016:00:00:00;CNAMTS;24MAY2016:00:00:00;ORKAMBI 200 MG/125 MG;comprime pellicule;
0000009415949;0;0;0;AMICUS THERAPEUTICS;26JUL2016:00:00:00;CNAMTS;12SEP2016:00:00:00;GALAFOLD 123 MG;gelule;
0000009416073;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;03JAN2019:00:00:00;UPTRAVI 1000MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416104;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 1400MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416110;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 1600MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416133;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;09JAN2019:00:00:00;UPTRAVI 200  G;Comprime pellicule;
0000009416156;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 400MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416162;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 600MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416245;0;0;0;ASTRAZENECA;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;TAGRISSO 40 MG;comprime pellicule;
0000009416251;0;0;0;ASTRAZENECA;24MAY2016:00:00:00;CNAMTS;20JUN2016:00:00:00;TAGRISSO 80 MG;comprime pellicule;
0000009416647;0;0;0;OHRE PHARMA;13NOV2018:00:00:00;JO;19NOV2018:00:00:00;LINEZOLIDE OHRE PHARMA 600 MG;comprime pellicule;
0000009416676;0;0;0;BIOGEN FRANCE SAS;31JAN2018:00:00:00;JO;02FEB2018:00:00:00;BENEPALI 50 MG;solution injectable en stylo prerempli;Voir JO du 31/01/2018 pour indication therapeutique remboursable : extension d'indication.
0000009417003;0;0;0;PFIZER PFE FRANCE;12APR2018:00:00:00;JO;16APR2018:00:00:00;CRESEMBA 200 MG;INJ FL;Voir JO du 16/12/2016 pour indications therapeutiques remboursables
0000009417575;0;0;0;OCTAPHARMA FRANCE;24FEB2017:00:00:00;JO;28FEB2017:00:00:00;OCTAPLEX 1000 UI;poudre et solvant pour solution pour perfusion;Voir JO du 24/02/2017 pour indications therapeutiques remboursables
0000009418008;0;0;0;MSD FRANCE;30OCT2018:00:00:00;JO;31OCT2018:00:00:00;ZEPATIER 50 MG/100 MG;comprime pellicule;Voir JO du 06/01/2017 pour indications therapeutiques remboursables
0000009418209;0;0;0;CSL BEHRING SA;31AUG2017:00:00:00;JO;04SEP2017:00:00:00;IBLIAS 250UI;INJ FL+FL +D+N;Voir JO du 31/08/2017 pour indications therapeutiques remboursables
0000009418787;0;0;0;BIOGEN FRANCE SAS;20FEB2018:00:00:00;JO;26FEB2018:00:00:00;FLIXABI 100MG;poudre pour solution a diluer pour perfusion;VOIR JO DU 18/10/2016 POUR INDICATION THERAPEUTIQUES REMBOURSABLES
0000009419806;0;0;0;GILEAD SCIENCES;10NOV2018:00:00:00;JO;12NOV2018:00:00:00;EPCLUSA 400 MG/100 MG;comprime pellicule;Voir JO du 11/04/17 pour indications therapeutiques remboursables
0000009420519;0;0;0;ACCORD HEALTHCARE FRANCE SAS;03MAR2017:00:00:00;JO;06MAR2017:00:00:00;CASPOFUNGINE ACCORD 50 MG;poudre pour solution a diluer pour perfusion;Voir JO du 03/03/17 pour indications therapeutiques remboursables
0000009420525;0;0;0;ACCORD HEALTHCARE FRANCE SAS;03MAR2017:00:00:00;JO;06MAR2017:00:00:00;CASPOFUNGINE ACCORD 70 MG;poudre pour solution a diluer pour perfusion;Voir JO du 03/03/2017 pour indications therapeutiques remboursables
0000009354099;0;0;0;MYLAN SAS;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE MYLAN 20 MG;Gelu;
0000009354107;0;0;0;MYLAN SAS;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE MYLAN 250 MG;Gelu;
0000009354113;0;0;0;MYLAN SAS;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE MYLAN 5 MG;Gelu;
0000009354231;0;0;0;PANPHARMA;02MAY2018:00:00:00;JO;02MAY2018:00:00:00;EPOPROSTENOL PANPHARMA 1,5 MG;Poudre et solvant pour solution injectable en flacon de 50 ml;
0000009354604;0;0;0;FRESENIUS KABI FRANCE;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE KABI 38 MG/ML;Poudre pour solution pour perfusion en flacon de 1 000 mg;
0000009354627;0;0;0;FRESENIUS KABI FRANCE;21DEC2016:00:00:00;JO;26DEC2016:00:00:00;GEMCITABINE KABI 38 MG/ML;Poudre pour solution pour perfusion en flacon de 2 000 mg;
0000009354969;0;0;0;SANDOZ;22FEB2011:00:00:00;JO;23FEB2011:00:00:00;IRINOTECAN EBEWE 20 MG/ML;Solution a diluer pour perfusion en flacon de 15 ml;
0000009355035;0;0;0;SHIRE FRANCE;28NOV2018:00:00:00;JO;29NOV2018:00:00:00;VPRIV 400 UNITES;poudre pour solution pour perfusion;
0000009355816;0;0;0;SANDOZ;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;EPOPROSTENOL SANDOZ 0,5 MG;Poudre et solvant pour solution pour perfusion, poudre en flacon + 1 flacon de 50 ml de solvant + filtre;
0000009355822;0;0;0;SANDOZ;22NOV2018:00:00:00;JO;27NOV2018:00:00:00;EPOPROSTENOL SANDOZ 1,5 MG;Poudre et solvant pour solution pour perfusion,  poudre en flacon + 1 flacon de 50 ml de solvant + filtre;
0000009357583;0;0;0;ARROW GENERIQUES;22NOV2018:00:00:00;JO;26NOV2018:00:00:00;EPOPROSTENOL ARROW 1,5 MG;poudre et solvant pour solution injectable, poudre en flacon + 1 flacon de 50 ml de solvant + filtre;
0000009360527;0;0;0;CSL BEHRING S.A.;20DEC2018:00:00:00;JO;20DEC2018:00:00:00;RIASTAP 1 G;INJ FL;
0000009360651;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 50 MG/ML;FL 10ML;
0000009360674;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMADIF 50 MG/ML;FL 200ML;
0000009360697;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 50 MG/ML;FL 50ML;
0000009360929;0;0;0;TEVA SANTE;03MAR2011:00:00:00;JO;03MAR2011:00:00:00;DACARBAZINE TEVA 100 MG;poudre pour perfusion;
0000009362696;0;0;0;PHARMING TECHNOLOGIES BV-LEIDE;12APR2018:00:00:00;JO;17APR2018:00:00:00;RUCONEST 2100 UI;INJ FL;
0000009362733;0;0;0;BAYER PHARMA;31JAN2017:00:00:00;JO;06FEB2017:00:00:00;KOGENATE BAYER 3000 UI;Poudre et solvant pour solution injectable;
0000009362992;0;0;0;SCHERING-PLOUGH;13JAN2011:00:00:00;JO;18JAN2011:00:00:00;BOCEPREVIR SCHERING-PLOUGH 200 MG;Gelules;
0000009363247;0;0;0;ACCORD HEALTHCARE LIMITED;12OCT2012:00:00:00;JO;12OCT2012:00:00:00;DOXORUBICINE ACCORD 2 MG/ML;solution pour perfusion en flacon de 100 ml;
0000009363299;0;0;0;ACCORD HEALTHCARE LIMITED;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL AHCL 6 MG/ML;solution a diluer pour perfusion en flacon en verre de 5 ml;
0000009364270;0;0;0;ACTAVIS FRANCE;09OCT2012:00:00:00;JO;11OCT2012:00:00:00;IRINOTECAN ACTAVIS 20 MG/ML;solution a diluer pour perfusion en flacon de 15 ml;
0000009364790;0;0;0;ACCORD HEALTHCARE FRANCE SAS;25MAR2015:00:00:00;JO;31MAR2015:00:00:00;CISPLATINE ACCORD 1 MG/ML;solution injectable en flacon de 100 ml;
0000009365097;0;0;0;TEVA SANTE;03AUG2016:00:00:00;JO;09AUG2016:00:00:00;IDARUBICINE TEVA 1 MG/ML;Solution a diluer pour perfusion, flacon de 5 ml;
0000009365499;0;0;0;MYLAN SAS;20FEB2013:00:00:00;JO;22FEB2013:00:00:00;TOPOTECAN MYLAN 1MG/ML;Solution a diluer pour perfusion en flacon de 1 ml;
0000009365536;0;0;0;ACCORD HEALTHCARE LIMITED;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN. ACC 5MG/ML 40ML;solution a diluer pour perfusion en flacon de 40 ml;
0000009365625;0;0;0;MEDAC;10OCT2013:00:00:00;JO;11OCT2013:00:00:00;CYRDANAX 20 MG/ ML;poudre pour solution pour perfusion en flacon de 500 mg;
0000009365950;0;0;0;SANOFI AVENTIS FRANCE;17JAN2014:00:00:00;CNAMTS;17JAN2014:00:00:00;JEVTANA 60 MG;1 Boite de 2, flacon (verre), solution a diluer : 1,5 ml , solvant : 4,5 ml, boite 1 flacon + 1 flacon, solution a diluer et solvant pour solution pour perfusion;Observations: Le JO du 31/07/2013 publie l'arrete d'inscription de JEVTANA sur la liste TAA
0000009366441;0;0;0;FRESENIUS KABI FRANCE;25NOV2016:00:00:00;JO;28NOV2016:00:00:00;PACLITAXEL KABI 6 MG/ML;Solution a diluer pour perfusion en flacon de 100 ml;
0000009366636;0;0;0;ACTAVIS FRANCE;04APR2012:00:00:00;JO;04APR2012:00:00:00;DOCETAXEL ACTAVIS 20 MG/ML;solution a diluer pour perfusion, flacon de 1 ml;
0000009366659;0;0;0;ACTAVIS FRANCE;04APR2012:00:00:00;JO;04APR2012:00:00:00;DOCETAXEL ACTAVIS 20 MG/ML;solution a diluer pour perfusion, flacon de 7 ml;
0000009366961;0;0;0;MEDIPHA SANTE;23FEB2016:00:00:00;JO;26FEB2016:00:00:00;IRINOTECAN SEACROSS 20 MG/ML;solution a diluer pour perfusion, flacon (verre type I) de 2 ml;
0000009366978;0;0;0;MEDIPHA SANTE;23FEB2016:00:00:00;JO;26FEB2016:00:00:00;IRINOTECAN SEACROSS 20 MG/ML;solution a diluer pour perfusion, flacon (verre type I) de 5 ml;
0000009367535;0;0;0;SANDOZ;28FEB2012:00:00:00;JO;28FEB2012:00:00:00;DOCETAXEL EBEWE 10 MG/ML;Solution a diluer pour perfusion en flacon de 16 ml;
0000009367587;0;0;0;MYLAN SAS;13DEC2012:00:00:00;JO;14DEC2012:00:00:00;RIBAVIRINE MYLAN 200 MG;gelule;
0000009368606;0;0;0;HOSPIRA FRANCE;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE HOSPIRA 38 MG/ML;solution a diluer pour perfusion en flacon de 26.3 ml;
0000009368612;0;0;0;HOSPIRA FRANCE;21DEC2016:00:00:00;JO;22DEC2016:00:00:00;GEMCITABINE HOSPIRA 38 MG/ML;Solution a diluer pour perfusion en flacon de 5.3 ml;
0000009368836;0;0;0;FRESENIUS KABI FRANCE;20FEB2013:00:00:00;JO;22FEB2013:00:00:00;TOPOTECAN KABI 1 MG/ML;Solution a diluer pour perfusion en flacon de 4 ml;
0000009368919;0;0;0;SANDOZ;20FEB2013:00:00:00;JO;22FEB2013:00:00:00;TOPOTECAN EBEWE 1 MG/ML;solution a diluer pour perfusion en flacon de 1 ml;
0000009368954;0;0;0;EISAI SAS;23JAN2018:00:00:00;JO;30JAN2018:00:00:00;HALAVEN 0,44 MG/ML;solution injectable en flacon de 2 ml;Voir JO du 23/01/2018 pour indication therapeutique remboursable : extension d'indication.
0000009369126;0;0;0;SANDOZ;22NOV2012:00:00:00;JO;22NOV2012:00:00:00;RIBAVIRINE SANDOZ 200 MG;Gelule;
0000009371726;0;0;0;MYLAN SAS;03AUG2016:00:00:00;JO;09AUG2016:00:00:00;IDARUBICINE MYLAN 1 MG/ML;Solution a diluer pour perfusion en flacon de 10 ml;
0000009371732;0;0;0;MYLAN SAS;03AUG2016:00:00:00;JO;09AUG2016:00:00:00;IDARUBICINE MYLAN 1 MG/ML;Solution a diluer pour perfusion en flacon de 5 ml;
0000009372619;0;0;0;OCTAPHARMA SAS;20FEB2018:00:00:00;JO;27FEB2018:00:00:00;OCTAGAM 50 MG/ML;solution pour perfusion en flacon de verre de 500 ml;Voir JO du 07/08/15 et du 02/10/15 pour indications therapeutiques remboursables: extensions d'indications
0000009372743;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE SUN 100 MG;gelule;
0000009372766;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE SUN 140 MG;gelule;
0000009372772;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE SUN 180 MG;gelule;
0000009372795;0;0;0;SUN PHARMACEUTICALS INDUSTRIES;14DEC2018:00:00:00;JO;17DEC2018:00:00:00;TEMOZOLOMIDE SUN 250 MG;gelule;
0000009373122;0;0;0;MERCK-SHAPE DOHME SP LTD;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;VICTRELIS 200 MG;GELULE;
0000009373381;0;0;0;MYLAN;22NOV2012:00:00:00;JO;22NOV2012:00:00:00;RIBAVIRINE MYLAN 200 MG;comprime pellicule;
0000009373642;0;0;0;PFIZER;04MAY2017:00:00:00;JO;09MAY2017:00:00:00;REFACTO AF 2 000 UI;poudre et solvant pour solution injectable en seringue preremplie;
0000009373671;0;0;0;AELSLIFE;03JAN2012:00:00:00;JO;05JAN2012:00:00:00;ZUTECTRA 500 UI;solution injectable en seringue preremplie de 1 ml;
0000009373731;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 100 MG/ML;FL 200 ML;
0000009374050;0;0;0;BRISTOL-MYERS SQUIBB;24NOV2017:00:00:00;JO;28NOV2017:00:00:00;YERVOY 5 MG/ML;solution a diluer pour perfusion, flacon de 10 ml;
0000009375440;0;0;0;TEVA SANTE;13NOV2018:00:00:00;JO;21NOV2018:00:00:00;LAMIVUDINE/ZIDOVUDINE TEVA 150 MG/300 MG;comprime pellicule secable;
0000009375635;0;0;0;BOEHRINGER INGELHEIM FRANCE;16JAN2014:00:00:00;JO;17JAN2014:00:00:00;VIRAMUNE 100 MG;comprime a liberation prolongee;
0000009378088;0;0;0;FRESENIUS KABI FRANCE;19DEC2017:00:00:00;JO;27DEC2017:00:00:00;OXALIPLATIN.KBI 5MG/ML 40ML +P;solution a diluer pour perfusion en flacon de 40 ml;
0000009378131;0;0;0;GILEAD SCIENCES;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;EVIPLERA 200 MG/25 MG/245 MG;comprime pellicule;
0000009378504;0;0;0;ACTAVIS FRANCE;20FEB2013:00:00:00;JO;22FEB2013:00:00:00;POTACTASOL 4 MG;poudre pour solution a diluer pour perfusion en flacon de 4 mg;
0000009379981;0;0;0;ACCORD HEALTHCARE FRANCE SAS;21DEC2016:00:00:00;JO;27DEC2016:00:00:00;GEMCITABINE INTAS 100 MG/ML;solution a diluer pour perfusion en flacon de 10 ml;
0000009380470;0;0;0;JANSSEN-CILAG;05DEC2018:00:00:00;JO;05DEC2018:00:00:00;INTELENCE 200 MG;comprime;
0000009380613;0;0;0;ACTAVIS FRANCE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOXORUBICINE ACTAVIS 2 MG/ML;solution pour perfusion en flacon de 25 ml;
0000009380642;0;0;0;NOVARTIS VACCINES AND DIAGNOST;23SEP2015:00:00:00;JO;28SEP2015:00:00:00;MENVEO;vaccin meningococcique des groupes A, C, W-135 et Y conjugue, poudre et solution pour solution pour injection.;Voir JO du 14/01/2015 pour indication therapeutique remboursable
0000009380837;0;0;0;PFIZER SPECIALTY UK LIMITED;07MAY2014:00:00:00;CNAMTS;06JUN2014:00:00:00;VYNDAQEL 20 MG;capsule molle;
0000009382026;0;0;0;TEVA SANTE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOCETAXEL TEVA 20 MG/ML;solution a diluer pour perfusion en flacon de 4 ml;
0000009382032;0;0;0;TEVA SANTE;09AUG2012:00:00:00;JO;09AUG2012:00:00:00;DOCETAXEL TEVA 20 MG/ML;solution a diluer pour perfusion en flacon de 7 ml;
0000009382084;0;0;0;LFB-BIOMEDICAMENTS;19MAR2013:00:00:00;JO;20MAR2013:00:00:00;ALFALASTIN 33,33 MG/ML;poudre et solvant pour solution injectable, poudre en flacon + 120 ml de solvant en flacon avec un systeme de transfert muni d un event a filtre sterilisant et un necessaire pour perfusion muni d un filtre;
0000009382173;0;0;0;CELGENE;24JUL2012:00:00:00;JO;24JUL2012:00:00:00;POMALIDOMIDE CELGENE;4 mg, gelule;
0000009420761;0;0;0;SERVIER;16DEC2016:00:00:00;CNAMTS;09JAN2017:00:00:00;LONSURF 15 MG/6,14 MG;comprime pellicule;
0000009420778;0;0;0;SERVIER;16DEC2016:00:00:00;CNAMTS;09JAN2017:00:00:00;LONSURF 20 MG/8,19 MG;comprime pellicule;
0000009420962;0;0;0;ABBVIE;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;SYNAGIS 100MG/ML;FLACON DE 0.5ML, SOLUTION INJECTABLE;Voir JO du 13/10/2017 pour indications therapeutiques remboursables
0000009420979;0;0;0;ABBVIE;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;SYNAGIS 100MG/ML;FLACON DE 1ML, SOLUTION INJECTABLE;Voir JO du 13/10/2017 pour indications therapeutiques remboursables
0000009421223;0;0;0;UCB PHARMA SA;28DEC2017:00:00:00;JO;02JAN2018:00:00:00;CIMZIA 200MG;INJ STYLO1ML;Voir JO du 12/07/2017 pour indications therapeutiques remboursables
0000009421275;0;0;0;TEVA SANTE;31OCT2017:00:00:00;JO;06NOV2017:00:00:00;BOSENTAN TVC 62,5MG;CPR;
0000009421909;0;0;0;ACCORD HEALTHCARE FRANCE SAS;07JUL2017:00:00:00;JO;07JUL2017:00:00:00;BOSENTAN ACC 125MG;CPR;
0000009421944;0;0;0;NOVEX PHARMA;30NOV2016:00:00:00;JO;06DEC2016:00:00:00;OCALIVA 5 MG;comprimes pellicules;
0000009422228;0;0;0;ARROW GENERIQUES;08AUG2017:00:00:00;JO;16AUG2017:00:00:00;BOSENTAN ARW 62.5MG;CPR;
0000009422843;0;0;0;PFIZER;05JUL2018:00:00:00;CNAMTS;19JUL2018:00:00:00;IBRANCE 100 MG;gelule;
0000009422990;0;0;0;HELSINN BIREX PHARMACEU-TICALS;16JAN2019:00:00:00;JO;18JAN2019:00:00:00;LEDAGA 160MCG/G;TB60G;
0000009423133;0;0;0;REDDY PHARMA SAS;15JUN2017:00:00:00;JO;20JUN2017:00:00:00;VORICONAZOLE DRR;200MG INJ FL;
0000009423831;0;0;0;BIOGARAN;28DEC2017:00:00:00;CNAMTS;21FEB2018:00:00:00;TRUXIMA 500MG;PERF FL50ML;
0000009424061;0;0;0;REDDY PHARMA SAS;05JUN2018:00:00:00;CNAMTS;19JUN2018:00:00:00;BENDAMUSTINE DR REDDY'S 2,5 MG/ML;Flacon de 25 mg, poudre pour solution a diluer pour perfusion;Voir JO du 25/07/2017 pour indications therapeutiques remboursables.
0000009424782;0;0;0;MYLAN SAS;08AUG2017:00:00:00;JO;16AUG2017:00:00:00;TENOFOVIR DIS.MYL 245MG;CPR;
0000009425020;0;0;0;JANSSEN-CILAG;19DEC2017:00:00:00;JO;26DEC2017:00:00:00;STELARA 130 MG (USTEKINUMAB);solution a diluer pour perfusion;Voir JO du 30/09/2017 pour indications therapeutiques remboursables
0000009425209;0;0;0;EG LABO LABORATOIRES EUROGENER;31AUG2017:00:00:00;JO;04SEP2017:00:00:00;BOSENTAN EG 62,5MG;CPR;
0000009425379;0;0;0;GILEAD;16MAY2017:00:00:00;CNAMTS;06JUN2017:00:00:00;VEMLIDY 25 MG;comprime pellicule;
0000009425824;0;0;0;EG LABO LABORATOIRES EUROGENER;15AUG2017:00:00:00;JO;16AUG2017:00:00:00;TENOFOVIR DIS.EG 245MG;CPR;
0000009426284;0;0;0;TAKEDA PHARMA A/S;15NOV2018:00:00:00;CNAMTS;26NOV2018:00:00:00;NINLARO 3 MG;gelule;
0000009426717;0;0;0;BIOGARAN;31AUG2017:00:00:00;JO;04SEP2017:00:00:00;BOSENTAN BGA 125MG;CPR;
0000009426723;0;0;0;BIOGARAN;31AUG2017:00:00:00;JO;04SEP2017:00:00:00;BOSENTAN BGA 62,5MG;CPR;
0000009426806;0;0;0;REDDY PHARMA SAS;27OCT2017:00:00:00;JO;30OCT2017:00:00:00;CASPOFUNGINE DR. REDDY'S 50MG;PERF FL;Voir JO du 27/10/2017 pour indications therapeutiques remboursables
0000009426812;0;0;0;REDDY PHARMA SAS;27OCT2017:00:00:00;JO;30OCT2017:00:00:00;CASPOFUNGINE DR. REDDY'S 70MG;PERF FL;Voir JO du 27/10/2017 pour indications therapeutiques remboursables
0000009426829;0;0;0;EG LABO LABORATOIRES EUROGENER;09FEB2018:00:00:00;JO;28FEB2018:00:00:00;CASPOFUNGINE EG 50MG;PERF FL;
0000009426835;0;0;0;EG LABO LABORATOIRES EUROGENER;09FEB2018:00:00:00;JO;28FEB2018:00:00:00;CASPOFUNGINE EG 70MG;PERF FL;
0000009426976;0;0;0;BIOGEN IDEC LTD;08AUG2017:00:00:00;CNAMTS;11SEP2017:00:00:00;SPINRAZA 12MG;SOLUTION INJECTABLE;
0000009428165;0;0;0;BIOGARAN;28DEC2017:00:00:00;CNAMTS;21FEB2018:00:00:00;TRUXIMA 100MG;PERF FL10ML;
0000009429319;0;0;0;OCTAPHARMA;12DEC2018:00:00:00;CNAMTS;04FEB2019:00:00:00;FIBRYGA 1G;poudre pour solution injectable / pour perfusion;
0000009876544;0;0;0;ROCHE;26FEB2019:00:00:00;CNAMTS;26FEB2019:00:00:00;BEVACIZUMAB 25 MG/ML DMLA;Seringue de 0.10 mL;Voir JO du 27/08/2015 pour indications therapeutiques remboursables dans le cadre de la RTU.
0000009058596;0;0;0;DAKOTA PHARM;29APR2009:00:00:00;JO;30DEC2009:00:00:00;METHYL GAG 100 MG;Poudre pour solution injectable;Medicament retrocede pris en charge a titre derogatoire (JO du 28/07/04 - decision du 15/07/04)
0000009360668;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMA DIF 50 MG/ML;FL 100ML;
0000009416096;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 1200MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416127;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 200MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009416179;0;0;0;ACTELION PHARMACEUTICALS FRANC;28DEC2018:00:00:00;JO;02JAN2019:00:00:00;UPTRAVI 800MCG;CPR PELL;Voir JO du 28/12/2018 pour indications therapeutiques remboursables
0000009360680;0;0;0;NOVEX PHARMA;12APR2018:00:00:00;JO;16APR2018:00:00:00;FLEBOGAMMADIF 50 MG/ML;FL 400ML;
