CIM_COD;CIM_LIC;CIM_LIL;MVT_DTE;MVT_ORI;MVT_TYP;CIM_LIC_OLD;TEC_COL
J47;BRONCHECTASIE;Bronchectasie;;;;;0
J60;PNEUMOCONIOSE DES MINEURS DE CHARBON;Pneumoconiose des mineurs de charbon;;;;;0
J61;PNEUMOCONIOSE DUE A L'AMIANTE ET A D'AUTRES FIBRES MINERALES;Pneumoconiose due à l'amiante et à d'autres fibres minérales;;;;;0
J62;PNEUMOCONIOSE DUE A LA POUSSIERE DE SILICE;Pneumoconiose due à la poussière de silice;;;;;0
J620;PNEUMOCONIOSE DUE A LA POUSSIERE DU TALC;Pneumoconiose due à la poussière du talc;;;;;0
J628;PNEUMOCONIOSE DUE A D'AUTRES POUSSIERES DE SILICE;Pneumoconiose due à d'autres poussières de silice;;;;;0
J63;PNEUMOCONIOSE DUE A D'AUTRES POUSSIERES INORGANIQUES;Pneumoconiose due à d'autres poussières inorganiques;;;;;0
J630;ALUMINOSE DU POUMON;Aluminose (du poumon);;;;;0
J631;FIBROSE DU POUMON DUE A LA BAUXITE;Fibrose (du poumon) due à la bauxite;;;;;0
J632;BERYLLIOSE DU POUMON;Bérylliose (du poumon);;;;;0
J633;FIBROSE DU POUMON DUE AU GRAPHITE;Fibrose (du poumon) due au graphite;;;;;0
J634;SIDEROSE DU POUMON;Sidérose (du poumon);;;;;0
J635;STANNOSE DU POUMON;Stannose (du poumon);;;;;0
J638;PNEUMOCONIOSE DUE A D'AUTRES POUSSIERES INORGANIQUES PREC.;Pneumoconiose due à d'autres poussières inorganiques précisées;;;;;0
J64;PNEUMOCONIOSE, SAI;Pneumoconiose, sans précision;;;;;0
J65;PNEUMOCONIOSE ASSOCIEE A LA TUBERC.;Pneumoconiose associée à la tuberculose;;;;;0
J66;AFF. DES VOIES AERIENNES DUES A DES POUSSIERES ORG. PREC.;Affections des voies aériennes dues à des poussières organiques précisées;;;;;0
J660;BYSSINOSE;Byssinose;;;;;0
J661;MAL. DES APPRETEURS DU LIN;Maladie des apprêteurs du lin;;;;;0
J662;CANNABINOSE;Cannabinose;;;;;0
J668;AFF. DES VOIES AERIENNES DUE A D'AUTRES POUSSIERES ORG. PREC.;Affection des voies aériennes due à d'autres poussières organiques précisées;;;;;0
J67;PNEUMOPATHIE PAR HYPERSENSIBILITE AUX POUSSIERES ORG.;Pneumopathie par hypersensibilité aux poussières organiques;;;;;0
J670;POUMON DE FERMIER;Poumon de fermier;;;;;0
J671;BAGASSOSE;Bagassose;;;;;0
J672;POUMON DES OISELEURS;Poumon des oiseleurs;;;;;0
J673;SUBEROSE;Subérose;;;;;0
J674;POUMON DES MALTEURS;Poumon des malteurs;;;;;0
J675;POUMON DES CHAMPIGNONNISTES;Poumon des champignonnistes;;;;;0
J676;POUMON DES ECORCEURS D'ERABLES;Poumon des écorceurs d'érables;;;;;0
J677;MAL. PULM. DUE AUX SYST. DE CONDITIONN. ET D'HUMIDIFICATION DE L'AIR;Maladie pulmonaire due aux systèmes de conditionnement et d'humidification de l'air;;;;;0
J678;PNEUMOPATHIE PAR HYPERSENSIBILITE A D'AUTRES POUSSIERES ORG.;Pneumopathie par hypersensibilité à d'autres poussières organiques;;;;;0
J679;PNEUMOPATHIE PAR HYPERSENSIBILITE AUX POUSSIERES ORG., SAI;Pneumopathie par hypersensibilité aux poussières organiques, sans précision;;;;;0
J68;AFF. RESP. DUES A L'INHALATION D'AGENTS CHIM., FUMEES, GAZ;Affections respiratoires dues à l'inhalation d'agents chimiques, d'émanations, de fumées et de gaz;;;;;0
J680;BRONCHITE ET PNEUMOPATHIE DUES A INHAL. AGENTS CHIM.;Bronchite et pneumopathie dues à des agents chimiques, des émanations, des fumées et des gaz;;;;;0
J681;OEDÈME DU POUMON DÛ À DES AGENTS CHIMIQUES, DES ÉMANATIONS, DES FUMÉES ET DES GAZ;Oedème du poumon dû à des agents chimiques, des émanations, des fumées et des gaz;;;;;0
J682;INFL. DES VOIES RESP. SUP. NCA, DUE A INHAL. AGENTS CHIM.;Inflammation des voies respiratoires supérieures due à des agents chimiques, des émanations, des fumées et des gaz, non classée ailleurs;;;;;0
J683;AFF. RESP. AIG. ET SUBAIG. NCA, DUES A INHAL. AGENTS CHIM.;Autres affections respiratoires aiguës et subaiguës dues à des agents chimiques, des émanations, des fumées et des gaz;;;;;0
J684;AFF. RESP. CHRON. DUES A INHAL. AGENTS CHIM.;Affections respiratoires chroniques dues à des agents chimiques, des émanations, des fumées et des gaz;;;;;0
J688;AFF. RESP. NCA, DUES A INHAL. AGENTS CHIM.;Autres affections respiratoires dues à des agents chimiques, des émanations, des fumées et des gaz;;;;;0
J689;AFF. RESP. SAI, DUE A INHAL. AGENTS CHIM.;Affection respiratoire due à des agents chimiques, des émanations, des fumées et des gaz, sans précision;;;;;0
J69;PNEUMOPATHIE DUE A DES SUBST. SOLIDES ET LIQUIDES;Pneumopathie due à des substances solides et liquides;;;;;0
J690;PNEUMOPATHIE DUE A DES ALIMENTS ET DES VOMISSEMENTS;Pneumopathie due à des aliments et des vomissements;;;;;0
J691;PNEUMOPATHIE DUE A DES HUILES ET DES ESSENCES;Pneumopathie due à des huiles et des essences;;;;;0
J698;PNEUMOPATHIE DUE A D'AUTRES SUBST. SOLIDES ET LIQUIDES;Pneumopathie due à d'autres substances solides et liquides;;;;;0
J70;AFF. RESP. DUES A D'AUTRES AGENTS EXT.;Affections respiratoires dues à d'autres agents externes;;;;;0
J700;AFF. PULM. AIG. DUES A UNE IRRAD.;Affections pulmonaires aiguës dues à une irradiation;;;;;0
J701;AFF. PULM. CHRON. ET AUTRES DUES A UNE IRRAD.;Affections pulmonaires chroniques et autres dues à une irradiation;;;;;0
J702;AFF. PULM. INTERST. AIG., MEDICAM.;Affections pulmonaires interstitielles aiguës, médicamenteuses;;;;;0
J703;AFF. PULM. INTERST. CHRON., MEDICAM.;Affections pulmonaires interstitielles chroniques, médicamenteuses;;;;;0
J704;AFF. PULM. INTERST., MEDICAM., SAI;Affection pulmonaire interstitielle, médicamenteuse, sans précision;;;;;0
J708;AFF. RESP. DUES A D'AUTRES AGENTS EXT. PREC.;Affections respiratoires dues à d'autres agents externes précisés;;;;;0
J709;AFF. RESP. DUE A UN AGENT EXT., SAI;Affection respiratoire due à un agent externe, sans précision;;;;;0
J80;SYND. DE DETRESSE RESP. DE L'ADULTE;Syndrome de détresse respiratoire de l'adulte;;;;;0
J81;OEDEME PULM.;Oedème pulmonaire;;;;;0
J82;EOSINOPHILIE PULM., NCA;Éosinophilie pulmonaire, non classée ailleurs;;;;;0
J84;AFF. PULM. INTERST., NCA;Autres affections pulmonaires interstitielles;;;;;0
J840;PNEUMOPATHIES ALVEOLAIRES ET PARIETO-ALVEOLAIRES;Pneumopathies alvéolaires et pariéto-alvéolaires;;;;;0
J841;AFF. PULM. INTERST. AVEC FIBROSE, NCA;Autres affections pulmonaires interstitielles avec fibrose;;;;;0
J848;AFF. PULM. INTERST. PREC., NCA;Autres affections pulmonaires interstitielles précisées;;;;;0
J849;AFF. PULM. INTERST., SAI;Affection pulmonaire interstitielle, sans précision;;;;;0
J85;ABCES DU POUMON ET DU MEDIASTIN;Abcès du poumon et du médiastin;;;;;0
J850;GANGRENE ET NECROSE DU POUMON;Gangrène et nécrose du poumon;;;;;0
J851;ABCES DU POUMON AVEC PNEUMOPATHIE;Abcès du poumon avec pneumopathie;;;;;0
J852;ABCES DU POUMON SAI;Abcès du poumon (sans pneumopathie);;;;;0
J853;ABCES DU MEDIASTIN;Abcès du médiastin;;;;;0
J86;PYOTHORAX;Pyothorax;;;;;0
J860;PYOTHORAX AVEC FISTULE;Pyothorax avec fistule;;;;;0
J869;PYOTHORAX SANS FISTULE;Pyothorax sans fistule;;;;;0
J90;EPANCHEMENT PLEURAL, NCA;Épanchement pleural, non classé ailleurs;;;;;0
J91;EPANCHEMENT PLEURAL AVEC MAL. CL. AILL.;Épanchement pleural au cours de maladies classées ailleurs;;;;;0
J92;PLAQUE PLEURALE;Plaque pleurale;;;;;0
J920;PLAQUE PLEURALE AVEC ASBESTOSE;Plaque pleurale avec asbestose;;;;;0
J929;PLAQUE PLEURALE SAI;Plaque pleurale (sans asbestose);;;;;0
J93;PNEUMOTHORAX;Pneumothorax;;;;;0
J930;PNEUMOTHORAX SPONT. AVEC PRESSION POSITIVE;Pneumothorax spontané avec pression positive;;;;;0
J931;PNEUMOTHORAX SPONT., NCA;Autres pneumothorax spontanés;;;;;0
J938;PNEUMOTHORAX, NCA;Autres pneumothorax;;;;;0
J939;PNEUMOTHORAX, SAI;Pneumothorax, sans précision;;;;;0
J94;AFF. PLEURALES, NCA;Autres affections pleurales;;;;;0
J940;EPANCHEMENT CHYLEUX;Épanchement chyleux;;;;;0
J941;FIBROTHORAX;Fibrothorax;;;;;0
J942;HEMOTHORAX;Hémothorax;;;;;0
J948;AFF. PLEURALES PREC., NCA;Autres affections pleurales précisées;;;;;0
J949;AFF. PLEURALE, SAI;Affection pleurale, sans précision;;;;;0
J95;Tbl. RESP. APRES UN ACTE, NCA;Troubles respiratoires après un acte à visée diagnostique et thérapeutique, non classés ailleurs;;;;;0
J950;Fct. DEFECTUEUX D'UNE TRACHEOSTOMIE;Fonctionnement défectueux d'une trachéostomie;;;;;0
J951;INSUF. PULM. AIG. CONSEC. A UNE Itv. CHIR. THOR.;Insuffisance pulmonaire aiguë consécutive à une intervention chirurgicale thoracique;;;;;0
J952;INSUF. PULM. AIG. CONSEC. A UNE Itv. CHIR. NON THOR.;Insuffisance pulmonaire aiguë consécutive à une intervention chirurgicale non thoracique;;;;;0
J953;INSUF. PULM. CHRON. CONSEC. A UNE Itv. CHIR.;Insuffisance pulmonaire chronique consécutive à une intervention chirurgicale;;;;;0
J954;SYND. DE MENDELSON;Syndrome de Mendelson;;;;;0
J955;STENOSE SOUS-GLOTTIQUE APRES UN ACTE;Sténose sous-glottique après un acte à visée diagnostique et thérapeutique;;;;;0
J958;Tbl. RESP. NCA, APRES UN ACTE;Autres troubles respiratoires après un acte à visée diagnostique et thérapeutique, non classés ailleurs;;;;;0
J959;Tbl. RESP. SAI, APRES UN ACTE;Trouble respiratoire après un acte à visée diagnostique et thérapeutique, sans précision;;;;;0
J96;INSUF. RESP., NCA;Insuffisance respiratoire, non classée ailleurs;;;;;0
J960;INSUF. RESP. AIG.;Insuffisance respiratoire aiguë;;;;;0
J9600;INSUFFISANCE RESPIRATOIRE AIGÜE DE TYPE I [HYPOXIQUE];Insuffisance respiratoire aigüe de type I [hypoxique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J9601;INSUFFISANCE RESPIRATOIRE AIGÜE DE TYPE II [HYPERCAPNIQUE];Insuffisance respiratoire aigüe de type II [hypercapnique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J9609;INSUFFISANCE RESPIRATOIRE AIGÜE, TYPE NON PRÉCISÉ;Insuffisance respiratoire aigüe, type non précisé;01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J961;INSUF. RESP. CHRON.;Insuffisance respiratoire chronique;;;;;0
J961+0;INSUF. RESP. CHRON. OBSTRU.;Insuffisance respiratoire chronique obstructive;;;;;0
J9610;INSUFFISANCE RESPIRATOIRE CHRONIQUE DE TYPE I [HYPOXIQUE];Insuffisance respiratoire chronique de type I [hypoxique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J96100;INSUFFISANCE RESPIRATOIRE CHRONIQUE OBSTRUCTIVE DE TYPE I [HYPOXIQUE];Insuffisance respiratoire chronique obstructive de type I [hypoxique];01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J96101;INSUFFISANCE RESPIRATOIRE CHRONIQUE RESTRICTIVE DE TYPE I [HYPOXIQUE];Insuffisance respiratoire chronique restrictive de type I [hypoxique];01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J961+1;INSUF. RESP. CHRON. RESTRI.;Insuffisance respiratoire chronique restrictive;;;;;0
J9611;INSUFFISANCE RESPIRATOIRE CHRONIQUE DE TYPE II [HYPERCAPNIQUE];Insuffisance respiratoire chronique de type II [hypercapnique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J96110;INSUFFISANCE RESPIRATOIRE CHRONIQUE OBSTRUCTIVE DE TYPE II [HYPERCAPNIQUE];Insuffisance respiratoire chronique obstructive de type II [hypercapnique];01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J96111;INSUFFISANCE RESPIRATOIRE CHRONIQUE RESTRICTIVE DE TYPE II [HYPERCAPNIQUE];Insuffisance respiratoire chronique restrictive de type II [hypercapnique];01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J9619;INSUFFISANCE RESPIRATOIRE CHRONIQUE, TYPE NON PRÉCISÉ;Insuffisance respiratoire chronique, type non précisé;01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J96190;INSUFFISANCE RESPIRATOIRE CHRONIQUE OBSTRUCTIVE, TYPE NON PRÉCISÉ;Insuffisance respiratoire chronique obstructive, type non précisé;01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J96191;INSUFFISANCE RESPIRATOIRE CHRONIQUE RESTRICTIVE, TYPE NON PRÉCISÉ;Insuffisance respiratoire chronique restrictive, type non précisé;01JAN2014:00:00:00;OMS/ATIH;Subdivision de libellé;;0
J969;INSUF. RESP., SAI;Insuffisance respiratoire, sans précision;;;;;0
J9690;INSUFFISANCE RESPIRATOIRE SANS PRÉCISION, DE TYPE I [HYPOXIQUE];Insuffisance respiratoire sans précision, de type I [hypoxique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J9691;INSUFFISANCE RESPIRATOIRE SANS PRÉCISION, DE TYPE II [HYPERCAPNIQUE];Insuffisance respiratoire sans précision, de type II [hypercapnique];01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J9699;INSUFFISANCE RESPIRATOIRE SANS PRÉCISION, TYPE NON PRÉCISÉ;Insuffisance respiratoire sans précision, type non précisé;01JAN2014:00:00:00;OMS;Subdivision de libellé;;0
J98;Tbl. RESP., NCA;Autres troubles respiratoires;;;;;0
J980;AFF. DES BRONCHES, NCA;Affections des bronches, non classées ailleurs;;;;;0
J981;COLLAPSUS PULM.;Collapsus pulmonaire;;;;;0
J982;EMPHYSEME INTERST.;Emphysème interstitiel;;;;;0
J983;EMPHYSEME COMPENSATEUR;Emphysème compensateur;;;;;0
J984;AFF. PULM., NCA;Autres affections pulmonaires;;;;;0
J985;MAL. DU MEDIASTIN, NCA;Maladies du médiastin, non classées ailleurs;;;;;0
J986;MAL. DU DIAPHRAGME;Maladies du diaphragme;;;;;0
J9860;PARALYSIE DU DIAPHRAGME;Paralysie du diaphragme;;;;;0
J9868;MAL. DU DIAPHRAGME NCA;Autres maladies du diaphragme;;;;;0
J988;Tbl. RESP. PREC., NCA;Autres troubles respiratoires précisés;;;;;0
J989;Tbl. RESP., SAI;Trouble respiratoire, sans précision;;;;;0
J99;Tbl. RESP. AVEC MAL. CL. AILL.;Troubles respiratoires au cours de maladies classées ailleurs;;;;;0
J990;MAL. PULM. RHUMATOIDE;Maladie pulmonaire rhumatoïde (M05.1);;;;;0
J991;Tbl. RESP. AVEC AUTRES AFF. DISSEMINEES DU TISSU CONJ.;Troubles respiratoires au cours d'autres affections disséminées du tissu conjonctif;;;;;0
J998;Tbl. RESP. AVEC AUTRES MAL. CL. AILL.;Troubles respiratoires au cours d'autres maladies classées ailleurs;;;;;0
K00;Tbl. DE L'ODONTOGENESE;Troubles de l'odontogénèse;;;;;0
K000;ANODONTIE;Anodontie;;;;;0
K001;DENTS SURNUMERAIRES;Dents surnuméraires;;;;;0
K002;ANOM. DE VOLUME ET DE FORME DES DENTS;Anomalies de volume et de forme des dents;;;;;0
K003;DENTS TACHETEES;Dents tachetées;;;;;0
K004;Tbl. DE LA FORMATION DES DENTS;Troubles de la formation des dents;;;;;0
K005;ANOM. HERED. DE LA STRUCTURE DENTAIRE, NCA;Anomalies héréditaires de la structure dentaire, non classées ailleurs;;;;;0
K006;Tbl. DE L'ERUPTION DENTAIRE;Troubles de l'éruption dentaire;;;;;0
K007;SYND. D'ERUPTION DENTAIRE;Syndrome d'éruption dentaire;;;;;0
K008;Tbl. DE L'ODONTOGENESE, NCA;Autres troubles de l'odontogénèse;;;;;0
K009;Tbl. DE L'ODONTOGENESE, SAI;Troubles de l'odontogénèse, sans précision;;;;;0
K01;DENTS INCLUSES ET ENCLAVEES;Dents incluses et enclavées;;;;;0
K010;DENTS INCLUSES;Dents incluses;;;;;0
K011;DENTS ENCLAVEES;Dents enclavées;;;;;0
K02;CARIES DENTAIRES;Caries dentaires;;;;;0
K020;CARIE LIMITEE A L'EMAIL;Carie limitée à l'émail;;;;;0
K021;CARIE DE LA DENTINE;Carie de la dentine;;;;;0
K022;CARIE DU CEMENT;Carie du cément;;;;;0
K023;CARIE DENTAIRE STABILISEE;Carie dentaire stabilisée;;;;;0
K024;ODONTOCLASIE;Odontoclasie;;;;;0
K025;CARIE AVEC EXPOSITION DE LA PULPE;Carie avec exposition de la pulpe;01JAN2014:00:00:00;OMS;Création sous-catégorie;;0
K028;CARIES DENTAIRES, NCA;Autres caries dentaires;;;;;0
K029;CARIE DENTAIRE, SAI;Carie dentaire, sans précision;;;;;0
K03;MAL. DES TISSUS DENTAIRES DURS, NCA;Autres maladies des tissus dentaires durs;;;;;0
K030;ATTRITION EXCESSIVE DES DENTS;Attrition excessive des dents;;;;;0
K031;ABRASION DES DENTS;Abrasion des dents;;;;;0
K032;EROSION DES DENTS;Érosion des dents;;;;;0
K033;RESORPTION PATHO. DES DENTS;Résorption pathologique des dents;;;;;0
K034;HYPERCEMENTOSE;Hypercémentose;;;;;0
K035;ANKYLOSE DENTAIRE;Ankylose dentaire;;;;;0
K036;DEPOTS SUR LES DENTS;Dépôts [accrétions] sur les dents;;;;;0
K037;MODIF. DE LA TEINTE DES TISSUS DENTAIRES DURS APRES L'ERUPTION;Modification de la teinte des tissus dentaires durs après l'éruption;;;;;0
K038;MAL. PREC. DES TISSUS DENTAIRES DURS, NCA;Autres maladies précisées des tissus dentaires durs;;;;;0
K039;MAL. DES TISSUS DENTAIRES DURS, SAI;Maladie des tissus dentaires durs, sans précision;;;;;0
K04;MAL. DE LA PULPE ET DES TISSUS PERIAPICAUX;Maladies de la pulpe et des tissus périapicaux;;;;;0
K040;PULPITE;Pulpite;;;;;0
K041;NECROSE PULPAIRE;Nécrose pulpaire;;;;;0
K042;DEGEN. PULPAIRE;Dégénérescence pulpaire;;;;;0
K043;FORMATION Anl. DES TISSUS DENTAIRES DURS DANS LA PULPE;Formation anormale des tissus dentaires durs dans la pulpe;;;;;0
K044;PERIODONTITE APICALE AIG.;Périodontite apicale aiguë (d'origine pulpaire);;;;;0
K045;PERIODONTITE APICALE CHRON. OU SAI;Périodontite apicale (chronique);;;;;0
K046;ABCES PERIAPICAL AVEC FISTULE;Abcès périapical avec fistule;;;;;0
K047;ABCES PERIAPICAL SANS FISTULE OU SAI;Abcès périapical (sans fistule);;;;;0
K048;KYSTE RADICULAIRE;Kyste radiculaire;;;;;0
K049;MAL. DE LA PULPE ET DES TISSU PERIAPICAUX, NCA OU SAI;Maladies de la pulpe et des tissu périapicaux, autres et sans précision;;;;;0
K05;GINGIVITE ET MAL. PERIODONTALES;Gingivite et maladies périodontales;;;;;0
K050;GINGIVITE AIG.;Gingivite aiguë;;;;;0
K051;GINGIVITE CHRON. OU SAI;Gingivite (chronique);;;;;0
K052;PERIODONTITE AIG.;Périodontite aiguë;;;;;0
K053;PERIODONTITE CHRON. OU SAI;Périodontite (chronique);;;;;0
K054;PARODONTOSE;Parodontose;;;;;0
K055;MAL. PERIODONTALES, NCA;Autres maladies périodontales;;;;;0
K056;MAL. PERIODONTALE, SAI;Maladie périodontale, sans précision;;;;;0
K06;AFF. DE LA GENCIVE ET DE LA CRETE ALVEOLAIRE EDENTEE, NCA;Autres affections de la gencive et de la crête alvéolaire édentée;;;;;0
K060;RETRACTION GINGIVALE;Rétraction gingivale;;;;;0
K061;HYPERPLASIE GINGIVALE;Hyperplasie gingivale;;;;;0
K062;LES. GINGIVALES ET DE LA CRETE ALVEOL. EDENTEE, ASSOC. A UN TRAUMA.;Lésions gingivales et de la crête alvéolaire édentée, associées à un traumatisme;;;;;0
K068;AFF. PREC. DE LA GENCIVE ET DE LA CRETE ALVEOLAIRE EDENTEE, NCA;Autres affections précisées de la gencive et de la crête alvéolaire édentée;;;;;0
K069;AFF. DE LA GENCIVE ET DE LA CRETE ALVEOLAIRE EDENTEE, SAI;Affection de la gencive et de la crête alvéolaire édentée, sans précision;;;;;0
K07;ANOM. DENTO-FACIALES;Anomalies dento-faciales [y compris les malocclusions];;;;;0
K070;ANOM. IMPORTANTES DE DIMENSION DES MACHOIRES;Anomalies importantes de dimension des mâchoires;;;;;0
K071;ANOM. DE RAPPORT ENTRE LES MACHOIRES ET LA BASE DU CRANE;Anomalies de rapport entre les mâchoires et la base du crâne;;;;;0
K072;ANOM. DE RAPPORT ENTRE LES ARCADES DENTAIRES;Anomalies de rapport entre les arcades dentaires;;;;;0
K073;MALPOSITION DES DENTS;Malposition des dents;;;;;0
K074;MALOCCLUSION, SAI;Malocclusion, sans précision;;;;;0
K075;ANOM. DENTO-FACIALES Fct.;Anomalies dento-faciales fonctionnelles;;;;;0
K076;LES. DE L'ARTIC. TEMPORO-MANDIBULAIRE;Lésions de l'articulation temporo-mandibulaire;;;;;0
K078;ANOM. DENTO-FACIALES, NCA;Autres anomalies dento-faciales;;;;;0
K079;ANOM. DENTO-FACIALE, SAI;Anomalie dento-faciale, sans précision;;;;;0
K08;AFF. DES DENTS ET DU PARODONTE, NCA;Autres affections des dents et du parodonte;;;;;0
K080;EXFOLIATION DENTAIRE DUE A DES CAUSES Gal.;Exfoliation dentaire due à des causes générales;;;;;0
K081;PERTE DE DENTS CONSEC. A ACCID., EXTRAC. OU AFF. PERIODONTALE LOC.;Perte de dents consécutive à un accident, extraction ou affection périodontale localisée;;;;;0
K082;ATROPHIE DE LA CRETE ALVEOLAIRE EDENTEE;Atrophie de la crête alvéolaire édentée;;;;;0
K083;RACINE DENTAIRE LAISSEE EN PLACE;Racine dentaire laissée en place;;;;;0
K088;AFF. PREC. DES DENTS ET DU PARODONTE, NCA;Autres affections précisées des dents et du parodonte;;;;;0
K089;AFF. DES DENTS ET DU PARODONTE, SAI;Affection des dents et du parodonte, sans précision;;;;;0
K09;KYSTES DE LA REGION BUCC., NCA;Kystes de la région buccale, non classés ailleurs;;;;;0
K090;KYSTES DENTAIRES LIES AU DEVELOP.;Kystes dentaires liés au développement (odontogènes);;;;;0
K091;KYSTES DE LA REGION BUCC. NON LIES AU DEVELOP. DENTAIRE;Kystes de la région buccale non liés au développement dentaire;;;;;0
K092;KYSTES DE LA MACHOIRE, NCA;Autres kystes de la mâchoire;;;;;0
K098;KYSTES DE LA REGION BUCC., NCA;Autres kystes de la région buccale, non classés ailleurs;;;;;0
K099;KYSTE DE LA REGION BUCC., SAI;Kyste de la région buccale, sans précision;;;;;0
K10;MAL. DES MACHOIRES, NCA;Autres maladies des mâchoires;;;;;0
K100;MAL. LIEES AU DEVELOP. DES MACHOIRES;Maladies liées au développement des mâchoires;;;;;0
K101;GRANULOME A CELL. GEANTES;Granulome à cellules géantes, (central);;;;;0
K102;AFF. INFL. DES MACHOIRES;Affections inflammatoires des mâchoires;;;;;0
K103;ALVEOLITE DES MACHOIRES;Alvéolite des mâchoires;;;;;0
K108;MAL. PREC. DES MACHOIRES, NCA;Autres maladies précisées des mâchoires;;;;;0
K109;MAL. DES MACHOIRES, SAI;Maladie des mâchoires, sans précision;;;;;0
K11;MAL. DES Gld. SALIVAIRES;Maladies des glandes salivaires;;;;;0
K110;ATROPHIE DES Gld. SALIVAIRES;Atrophie des glandes salivaires;;;;;0
K111;HYPERTROPHIE DES Gld. SALIVAIRES;Hypertrophie des glandes salivaires;;;;;0
K112;SIALOADENITE;Sialoadénite;;;;;0
K113;ABCES DES Gld. SALIVAIRES;Abcès des glandes salivaires;;;;;0
K114;FISTULE DES Gld. SALIVAIRES;Fistule des glandes salivaires;;;;;0
K115;SIALOLITHIASE;Sialolithiase;;;;;0
K116;MUCOCELE DES Gld. SALIVAIRES;Mucocèle des glandes salivaires;;;;;0
K117;Tbl. DE LA SECRETION SALIVAIRE;Troubles de la sécrétion salivaire;;;;;0
K118;MAL. DES Gld. SALIVAIRES, NCA;Autres maladies des glandes salivaires;;;;;0
K119;MAL. DES Gld. SALIVAIRES, SAI;Maladie des glandes salivaires, sans précision;;;;;0
K12;STOMATITES ET AFF. APPARENTEES;Stomatites et affections apparentées;;;;;0
K120;APHTES BUCC. RECIDIVANTS;Aphtes buccaux récidivants;;;;;0
K121;STOMATITE, NCA;Autres formes de stomatite;;;;;0
K122;PHLEGMON ET ABCES DE LA BOUCHE;Phlegmon et abcès de la bouche;;;;;0
