CDM_COD;CDM_LIB;TEC_COL
B251;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE PAR VOIE ENDOSCOPIQUE DIGESTIVE HAUTE (ETUDE DU TUBE DIGESTIF, DU PANCREAS, DES VOIES BILIAIRES, DU FOIE) - TRACTUS DIGESTIF - ECHOGRAPHIE-DOPPLER);0
B252;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE ENDO-RECTALE - TRACTUS DIGESTIF - ECHOGRAPHIE-DOPPLER);0
B253;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DOPPLER COULEUR DES VAISSEAUX DU COU - COEUR, COU ET CAGE THORACIQUE - ECHOGRAPHIE-DOPPLER);0
B254;ECHOGRAPHIE D'UN ORGANE DU TRACTUS DIGESTIF (FOIE, VOIES BILIAIRES, PANCREAS, RATE);0
B267;** S>85 ** ACTE SUPPRIME ** (ETG DU MONITORAGE DE L'OVULATION);0
B268;** S>85 ** ACTE SUPPRIME ** (IDENTIFICAION ET MORPHOLOGIE GENERALE DE LA GROSSESSE (TR) AVEC BIOMETRIE EMBRYOFOETALE PAR E);0
B269;** SU95 ** ACTE SUPPRIME ** (EPREUVES FONCTIONNELLES FOETALES IN UTERO (AVEC OU SANS DOPPLER) - TRACTUS GENITO-URINAIRE - ECHOGRAPHIE-DOPPLER);0
B270;** SU95 ** ACTE SUPPRIME ** (ECHOGRAPHIE DU FOETUS UTILISANT PLUSIEURS MODES D'ANALYSE - TRACTUS GENITO-URINAIRE - ECHOGRAPHIE-DOPPLER);0
B271;** SU95 ** ACTE SUPPRIME ** (PONCTION DE LIQUIDE AMNIOTIQUE EN VUE D'UN EXAMEN CYTOLOGIQUE ET BIOCHIMIQUE SOUS ECHOGRAPHIE - TRACTUS GENITO-URINAIRE - ECHOGRAPHIE-DOPPLER);0
D028;PASSAGE EN SALLE DE REVEIL AVEC MONITORAGE STANDARD;0
B849;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - TRACTUS DIGESTIF - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B851;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRACTUS GENITO-URINAIRE SANS INJECTION DE PRODUIT DE CONTRASTE - TRACTUS GENITO-URINAIRE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B852;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRACTUS GENITO-URINAIRE AVEC INJECTION DE PRODUIT DE CONTRASTE - TRACTUS GENITO-URINAIRE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B079;** SU95 ** ACTE SUPPRIME ** (RECONSTRUCTION TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE SCANOGRAPHIE X) - TRACTUS DIGESTIF - SCANOGRAPHIE X);0
B080;SCANOGRAPHIE X : RACHIS DORSAL OU LOMBO-SACRE, 1 SEGMENT AVEC INJECTION INTRAVEINEUSE DE PRODUIT DE CONTRASTE;0
B081;RADIOPELVIMETRIE PAR SCANOGRAPHIE X;0
B082;** SU95 ** ACTE SUPPRIME ** (RECONSTRUCTION TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE SCANOGRAPHIE X) - TRACTUS GENITO-URINAIRE - SCANOGRAPHIE X);0
B083;SCANOGRAPHIE X : RACHIS DORSAL OU LOMBO-SACRE, 1 SEGMENT AVEC INJECTION INTRARACHIDIENNE DE PRODUIT DE CONTRASTE;0
B084;SCANOGRAPHIE X : THORAX, AVEC INJECTION INTRAVEINEUSE DE PRODUIT DE CONTRASTE;0
C037;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE EGALE OU SUPERIEURE A 5 MV ET INFERIEURE A 15 MV PAR 1 OU 2 FAISCEAUX, AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
C038;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE EGALE OU SUPERIEURE A 5 MV ET INFERIEURE A 15 MV PAR 3 OU 4 FAISCEAUX,  AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
A289;** SU95 ** ACTE SUPPRIME ** (REPERAGE D'UN CORPS ETRANGER OCULAIRE PAR METHODES GEOMETRIQUES (SWEET, VERRE DE COMBERG) - CRANE, CONTENU ET MASSIF FACIAL - EXAMENS SPECIALISES);0
A290;** SU95 ** ACTE SUPPRIME ** (MYELOGRAPHIE GAZEUSE - RACHIS ET CONTENU - EXAMENS SPECIALISES);0
A291;MYELOGRAPHIE OPAQUE CERVICALE;0
A292;** SU95 ** ACTE SUPPRIME ** (MYELOGRAPHIE OPAQUE DORSALE - RACHIS ET CONTENU - EXAMENS SPECIALISES);0
A293;** SU95 ** ACTE SUPPRIME ** (MYELOGRAPHIE OPAQUE LOMBAIRE - RACHIS ET CONTENU - EXAMENS SPECIALISES);0
B024;** SU95 ** ACTE SUPPRIME ** (SCANOGRAPHIE X RACHIS LOMBO-SACRE AVEC INJECTION DANS LE LIQUIDE CEPHALO-RACHIDIEN - RACHIS ET CONTENU - SCANOGRAPHIE X - RACHIS LOMBAIRE);0
B025;** SU95 ** ACTE SUPPRIME ** (SCANOGRAPHIE X RACHIS LOMBO-SACRE AVEC INJECTION DANS LE LIQUIDE CEPHALO-RACHIDIEN ET INJECTION INTRA-VEINEUSE DE PRODUIT DE CONTRASTE - RACHIS ET CONTENU - SCANOGRAPHIE X - RACHIS LOMBAIRE);0
B026;** S>85 ** ACTE SUPPRIME ** (THORAX SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B027;** S>85 ** ACTE SUPPRIME ** (THORAX AVEC INJECTION DE PRODUIT DE CONTRASTE : S);0
B028;** S>85 ** ACTE SUPPRIME ** (THORAX AVEC ET SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B029;** S>85 ** ACTE SUPPRIME ** (COU SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B030;** S>85 ** ACTE SUPPRIME ** (COU AVEC INJECTION DE PRODUIT DE CONTRASTE : S);0
B031;** S>85 ** ACTE SUPPRIME ** (COU AVEC ET SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B032;** S>85 ** ACTE SUPPRIME ** (ABDOMEN SANS PRODUIT DE CONTRASTE : S);0
B033;** S>85 ** ACTE SUPPRIME ** (ABDOMEN AVEC OPACIFICATION VASCULAIRE : S);0
B034;** S>85 ** ACTE SUPPRIME ** (ABDOMEN AVEC ET SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B035;** S>85 ** ACTE SUPPRIME ** (ABDOMEN AVEC OPACIFICATION DIGESTIVE : S);0
B036;** S>85 ** ACTE SUPPRIME ** (PELVIS SANS INJECTION DE PRODUIT DE CONTRASTE : S);0
B541;** S>85 ** ACTE SUPPRIME ** (MESURE DE LA FRACTION D'EJECTION DU VENTRICULE GAUCHE AU REPOS);0
B542;** S>85 ** ACTE SUPPRIME ** (MESURE DE LA FRACTION D'EJECTION DU VENTRICULE GAUCHE APRES EPREUVE D'EFFORT (OU TEST PHARMACOLOGIQUE));0
B543;ETUDE DE LA FONCTION VENTRICULAIRE DROITE AU REPOS - MEDECINE NUCLEAIRE;0
B544;ETUDE DE LA FONCTION VENTRICULAIRE DROITE APRES EPREUVE D'EFFORT OU TEST PHARMACOLOGIQUE - MEDECINE NUCLEAIRE;0
B545;ETUDE DE LA FONCTION VENTRICULAIRE GAUCHE AU REPOS - MEDECINE NUCLEAIRE;0
D437;** SU92 ** CHAMP MU 1985 ** (5 X 2,00 GY);0
D438;** SU92 ** CHAMP MU 1985 ** (PRE-OPERATOIRE 45 A 50 GY);0
D439;** SU92 ** CHAMP MU 1985 ** (POST-OPERATOIRE 50 GY);0
D440;** SU92 ** CHAMP MU 1985 ** (POST-OPERATOIRE 65 GY);0
D441;** SU92 ** CHAMP MU 1985 ** (EXCLUSIF 70 A 75 GY);0
D442;** SU92 ** CHAMP MU 1985 ** (- MALADE : +);0
D443;** SU92 ** CHAMP MU 1985 ** (- MALADE ++);0
D444;** SU92 ** CHAMP MU 1985 ** (- MALADE +++);0
D450;** SU92 ** CHAMP MU 1985 ** (LARYNX GLOTTE CRITERES OBLIGATOIRES);0
D451;** SU92 ** CHAMP MU 1985 ** (- COBALT);0
D452;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X);0
D453;** SU92 ** CHAMP MU 1985 ** (5 X 2,00 GY (6 A 7 SEMAINES));0
D454;** SU92 ** CHAMP MU 1985 ** (4 X 2,50 GY (6 A 7 SEMAINES));0
D455;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY (6 A 7 SEMAINES));0
D456;** SU92 ** CHAMP MU 1985 ** (65 A 70 GY);0
C004;REPERAGE DES ORGANES [VOLUMES] CIBLES ET DES ORGANES [VOLUMES] A RISQUE EN POSITION DE TRAITEMENT AVANT IRRADIATION EXTERNE, PAR SIMULATEUR-SCANOGRAPHE;0
C005;REPERAGE DES ORGANES [VOLUMES] CIBLES ET DES ORGANES [VOLUMES] A RISQUE EN POSITION DE TRAITEMENT AVANT IRRADIATION EXTERNE, PAR SCANOGRAPHE;0
C006;REPERAGE DES ORGANES [VOLUMES] CIBLES ET DES ORGANES [VOLUMES] A RISQUE EN POSITION DE TRAITEMENT AVANT IRRADIATION EXTERNE, PAR REMNOGRAPHE [IRM];0
D667;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY);0
A278;** SU95 ** ACTE SUPPRIME ** (SACRUM ET COCCYX - RACHIS ET CONTENU - TOMOGRAPHIES - RACHIS DORSAL, LOMBAIRE ET SACRUM);0
A279;** SU95 ** ACTE SUPPRIME ** (POUMON ET MEDIASTIN - POUMON ET MEDIASTIN - TOMOGRAPHIES);0
A280;** SU95 ** ACTE SUPPRIME ** (ENCEPHALOGRAPHIE GAZEUSE FRACTIONNEE - CRANE, CONTENU ET MASSIF FACIAL - EXAMENS SPECIALISES);0
A281;** SU95 ** ACTE SUPPRIME ** (CISTERNOGRAPHIE OPAQUE - CRANE, CONTENU ET MASSIF FACIAL - EXAMENS SPECIALISES);0
A282;** SU95 ** ACTE SUPPRIME ** (VENTRICULOGRAPHIE PEROPERATOIRE (CRANE, CONTENU ET MASSIF FACIAL) - IMAGE PAR RAYONS X);0
A283;VENTRICULOGRAPHIE - CRANE, CONTENU ET MASSIF FACIAL;0
A284;** SU95 ** ACTE SUPPRIME ** (OPACIFICATION DES SINUS DE LA FACE - CRANE, CONTENU ET MASSIF FACIAL EXAMENS SPECIALISES);0
A285;OPACIFICATION DES VOIES LACRYMALES PEROPERATOIRE;0
A286;OPACIFICATION DES VOIES LACRYMALES;0
A287;** SU95 ** ACTE SUPPRIME ** (SIALOGRAPHIE - CRANE, CONTENU ET MASSIF FACIAL - EXAMENS SPECIALISES);0
A288;** SU95 ** ACTE SUPPRIME ** (AUTRES OPACIFICATIONS - CRANE, CONTENU ET MASSIF FACIAL - EXAMENS SPECIALISES);0
B853;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRACTUS GENITO-URINAIRE SANS ET AVEC INJECTION DE PRODUIT DE CONTRASTE - TRACTUS GENITO-URINAIRE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B854;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SEQUENCE DE FLUX (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - TRACTUS GENITO-URINAIRE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B855;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SOUSTRACTION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - TRACTUS GENITO-URINAIRE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B961;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - RACHIS ET CONTENU - SPECTROMETRIE);0
B962;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - COEUR, COU ET CAGE THORACIQUE - SPECTROMETRIE);0
B963;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - POUMON ET MEDIASTIN - SPECTROMETRIE);0
B964;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - TRACTUS DIGESTIF - SPECTROMETRIE);0
B965;** SU95 ** ACTE SUPPRIME ** (SPECTROMETRIE - TRACTUS GENITO-URINAIRE - SPECTROMETRIE);0
F013;EXERESE D'UNE LESION DU SINUS CAVERNEUX;0
F014;EXERESE D'UNE LESION DE L'INCISURE TENTORIELLE;0
F015;EXERESE D'UNE LESION DU CLIVUS;0
F016;EXERESE D'1 LESION EXTRAPARENCHYMATEUSE DES HEMISPHERES CEREBELLEUX;0
F017;TRAITEMENT D'UN EMPYEME SOUS-DURAL;0
F018;TRAITEMENT D'UN HEMATOME EXTRADURAL FOSSE POSTERIEURE;0
F019;TRAITEMENT D'1 HEMATOME EXTRADURAL HEMISPH. + FOSSE POST.;0
F020;EXERESE D'UNE LESION DE LA REGION PINEALE;0
F021;IMPLANTATION D'1 ELECTRODE DE STIMULATION CEREBRALE PROFONDE;0
F022;ABORD ANTERIEUR DU RACHIS / LOMBOTOMIE RETRO OU TRANSPERITONEALE;0
F023;VERTEBROPLASTIE;0
F024;CRANIOPLASTIE BASE PAR MATERIEL PROTHETIQUE;0
F025;VENTRICULO-CISTERNOSTOMIE / VOIE PERCUTANEE STEREOTAXIQUE;0
F026;EXCISION ZONE EPILEPTOGENE SANS ENREGISTR. CORTICOGRAPHIQUE;0
B535;** S>85 ** ACTE SUPPRIME ** (TOMOSCINTIGRAPHIE AU REPOS);0
B536;** S>85 ** ACTE SUPPRIME ** (TOMOSCINTIGRAPHIE APRES EPREUVE D'EFFORT);0
B537;GAMMA-ANGIOGRAPHIE (CAVITES CARDIAQUES) : PREMIER PASSAGE;0
B538;DEBIT CARDIAQUE - MEDECINE NUCLEAIRE;0
B539;** S>85 ** ACTE SUPPRIME ** (MESURE DE LA FRACTION D'EJECTION DU VENTRICULE DROIT AU REPOS);0
B540;** S>85 ** ACTE SUPPRIME ** (MESURE DE LA FRACTION D'EJECTION DU VENTRICULE DROIT APRES EPREUVE D'EFFORT (OU TEST PHARMACOLOGIQUE));0
C061;PREPARATION A UNE PROTON-THERAPIE OU NEUTRON-THERAPIE;0
D623;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X);0
C073;ACQUISITION DES DONNEES ANATOMIQUES AVANT CURIETHERAPIE PAR SCANOGRAPHIE;0
C074;ACQUISITION DES DONNEES ANATOMIQUES AVANT CURIETHERAPIE PAR REMNOGRAPHIE;0
C075;DOSIMETRIE DANS UN PLAN SUR 1 OU 2 COUPES, AVANT CURIETHERAPIE;0
C076;DOSIMETRIE BIDIMENSIONNELLE, AVANT CURIETHERAPIE;0
C077;DOSIMETRIE TRIDIMENSIONNELLE, AVANT CURIETHERAPIE;0
C078;FABRICATION D'UN APPLICATEUR PERSONNALISE POUR CURIETHERAPIE;0
C079;FABRICATION DE PROTECTION PLOMBEE PERSONNALISEE POUR CURIETHERAPIE;0
C080;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE ENDOCAVITAIRE EN DEHORS DU FOND VAGINAL, SANS ENDOSCOPIE;0
C081;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE ENDOCAVITAIRE DU FOND VAGINAL;0
C082;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE ENDOLUMINALE, AU COURS D'UNE ENDOSCOPIE;0
C083;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE DE LA PEAU;0
C084;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE DU SEIN;0
C085;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE D'UNE LEVRE;0
C086;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE DES PARTIES MOLLES;0
D668;** SU92 ** CHAMP MU 1985 ** (45 GY);0
D669;** SU92 ** CHAMP MU 1985 ** (60 GY);0
D670;** SU92 ** CHAMP MU 1985 ** (- 2 X 5 GY EN 3 JOURS);0
D671;** SU92 ** CHAMP MU 1985 ** (- 2 X6,5 GY EN 3 JOURS);0
D672;** SU92 ** CHAMP MU 1985 ** (- 10 GY);0
D673;** SU92 ** CHAMP MU 1985 ** (_ MALADE : +);0
D674;** SU92 ** CHAMP MU 1985 ** (_ MALADE :-);0
D675;** SU92 ** CHAMP MU 1985 ** (_ TECHNIQUE : +);0
D676;** SU92 ** CHAMP MU 1985 ** (- TECHNIQUE +++ (SURTOUT SI DERIVATION));0
D680;** SU92 ** CHAMP MU 1985 ** (REIN (POST-OPERATOIRE) CRITERES OBLIGATOIRES);0
D681;** SU92 ** CHAMP MU 1985 ** (- GRANDS RAYONS X);0
D682;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X);0
D683;** SU92 ** CHAMP MU 1985 ** (- COBALT);0
D684;** SU92 ** CHAMP MU 1985 ** (4 X 2,50 GY (4 A 5 SEMAINES));0
D029;PASSAGE EN SALLE DE REVEIL AVEC MONITORAGE LOURD OU VENTILATION ASSISTEE;0
D030;** SU95 ** ACTE SUPPRIME ** (TOUTE ANESTHESIE PRATIQUEE SANS HOSPITALISATION);0
D031;** SU95 ** ACTE SUPPRIME ** (ANESTHESIE GENERALE AU COURS D'UN TRANSPORT MEDICALISE);0
D032;** SU95 ** ACTE SUPPRIME ** (ANESTHESIE CAUDALE CHEZ L'ENFANT);0
D033;ANESTHESIE LOCALE;0
D034;** SU95 ** ACTE SUPPRIME ** (HEMODILUTION NORMO-VOLEMIQUE INTENTIONELLE PEROPERATOIRE);0
D035;** SU95 ** ACTE SUPPRIME ** (ANESTHESIE LOCOREGIONALE PERIDURALE THORACIQUE);0
B037;** S>85 ** ACTE SUPPRIME ** (PELVIS AVEC OPACIFICATION VASCULAIRE : S);0
B835;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE AVEC SOUSTRACTION (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B836;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE TRIDIMENSIONNELLE (CUMULABLE AVEC TOUS LES ACTES DU SOUS-CHAPITRE IMAGERIE PAR RESONANCE MAGNETIQUE) - COEUR, COU ET CAGE THORACIQUE - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B837;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE POUMON MEDIASTIN SANS INJECTION DE PRODUIT DE CONTRASTE - POUMON ET MEDIASTIN - IMAGERIE PAR RESONANCE MAGNETIQUE);0
B838;** SU95 ** ACTE SUPPRIME ** (IMAGERIE PAR RESONANCE MAGNETIQUE POUMON MEDIASTIN AVEC INJECTION DE PRODUIT DE CONTRASTE - POUMON ET MEDIASTIN - IMAGERIE PAR RESONANCE MAGNETIQUE);0
D547;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY);0
C031;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE EGALE OU SUPERIEURE A 5 MV ET INFERIEURE A 15 MV PAR 1 OU 2 FAISCEAUX, SANS UTILISATION DE MODIFICATEUR DE FAISCEAU;0
C039;SEANCE D'IRRADIATION EXTERNE PAR MACHINE PRODUISANT DES PHOTONS D'ENERGIE EGALE OU SUPERIEURE A 5 MV ET INFERIEURE A 15 MV PAR 5 FAISCEAUX OU PLUS, AVEC UTILISATION DE CACHE PERSONNALISE OU COLLIMATEUR MULTILAMES ET/OU FILTRE-COMPENSATEUR;0
C087;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE DU PELVIS;0
C088;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE DES VOIES AERODIGESTIVES;0
C089;POSE DE MATERIEL VECTEUR POUR CURIETHERAPIE INTERSTITIELLE, AU COURS D'UNE INTERVENTION CHIRURGICALE;0
C090;MISE EN PLACE DE SOURCE RADIOACTIVE POUR CURIETHERAPIE A BAS DEBIT DE DOSE [BDD], SANS PROJECTEUR DE SOURCE;0
C091;MISE EN PLACE DE SOURCE RADIOACTIVE POUR CURIETHERAPIE A BAS DEBIT DE DOSE [BDD], AVEC PROJECTEUR DE SOURCE;0
C092;MISE EN PLACE DE SOURCE RADIOACTIVE POUR CURIETHERAPIE A DEBIT DE DOSE PULSE, AVEC PROJECTEUR DE SOURCE;0
C093;MISE EN PLACE DE SOURCE RADIOACTIVE POUR CURIETHERAPIE A HAUT DEBIT DE DOSE [HDD], AVEC PROJECTEUR DE SOURCE;0
C094;** SU99 ** ACTE SUPPRIME ** (MISE EN PLACE MANUELLE DE SOURCES RADIOACTIVES PRÉALABLEMENT INTRODUITES DANS DES VECTEURS);0
C095;MISE EN PLACE PERMANENTE D'IODE 125 POUR CURIETHERAPIE;0
D059;ANESTHESIE OU ANALGESIE LOCOREGIONALE PERIDURALE AVEC INJECTION UNIQUE;0
D060;ANESTHESIE OU ANALGESIE LOCOREGIONALE PERIDURALE AVEC MISE EN PLACE D'UN CATHETER;0
D061;ANESTHESIE OU ANALGESIE LOCOREGIONALE : RACHIANESTHESIE ET PERIDURALE COMBINEES;0
D062;ANESTHESIE OU ANALGESIE LOCOREGIONALE PAR BLOC PLEXIQUE NON CERVICAL;0
D063;ANESTHESIE OU ANALGESIE LOCOREGIONALE PAR BLOC PLEXIQUE CERVICAL;0
D065;ANESTHESIE OU ANALGESIE LOCOREGIONALE PAR BLOC TRONCULAIRE : UNE SEULE INJECTION (Y COMPRIS ANESTHESIE OCULAIRE);0
D066;ANESTHESIE OU ANALGESIE LOCOREGIONALE PAR BLOC TRONCULAIRE : PLUSIEURS INJECTIONS (Y COMPRIS ANESTHESIE OCULAIRE);0
D067;ANESTHESIE CAUDALE;0
D068;POSITION DE DECUBITUS LATERAL;0
D069;POSITION DE DECUBITUS VENTRAL;0
D070;POSITION GENU-PECTORALE;0
D071;POSITION ASSISE;0
C346;** SU99 ** ACTE SUPPRIME ** (NEUF CHAMPS DONT DEUX AU MOINS TRAITÉS LE MÊME JOUR);0
C347;** SU99 ** ACTE SUPPRIME ** (DIX CHAMPS);0
C348;** SU99 ** ACTE SUPPRIME ** (DIX CHAMPS DONT AU MOINS DEUX TRAITÉS LE MÊME JOUR);0
C349;** SU99 ** ACTE SUPPRIME ** (ARCTHÉRAPIE);0
C360;** SU99 ** ACTE SUPPRIME ** (NON);0
C361;** SU99 ** ACTE SUPPRIME ** (OUI, UNE FOIS);0
C362;** SU99 ** ACTE SUPPRIME ** (OUI, DEUX FOIS OU PLUS);0
C370;** SU99 ** ACTE SUPPRIME ** (DE 0 À 10 GRAYS);0
C371;** SU99 ** ACTE SUPPRIME ** (DE 11 À 20 GRAYS);0
C372;** SU99 ** ACTE SUPPRIME ** (DE 21 À 30 GRAYS);0
C373;** SU99 ** ACTE SUPPRIME ** (DE 31 À 40 GRAYS);0
C374;** SU99 ** ACTE SUPPRIME ** (DE 41 À 45 GRAYS);0
C375;** SU99 ** ACTE SUPPRIME ** (DE 46 À 50 GRAYS);0
C376;** SU99 ** ACTE SUPPRIME ** (DE 51 À 60 GRAYS);0
C377;** SU99 ** ACTE SUPPRIME ** (DE 61 À 70 GRAYS);0
C378;** SU99 ** ACTE SUPPRIME ** (DE 71 À 80 GRAYS);0
C379;** SU99 ** ACTE SUPPRIME ** (PLUS DE 80 GRAYS);0
C380;** SU99 ** ACTE SUPPRIME ** (FRACTIONNEMENT CLASSIQUE (QUATRE À CINQ SÉANCES PAR SEMAINE));0
C381;** SU99 ** ACTE SUPPRIME ** (AUTRE FRACTIONNEMENT);0
C382;** SU99 ** ACTE SUPPRIME ** (FLASH);0
C385;** SU99 ** ACTE SUPPRIME ** (IRRIDIUM 192);0
C386;** SU99 ** ACTE SUPPRIME ** (CESIUM 137);0
C387;** SU99 ** ACTE SUPPRIME ** (IODE 125);0
C388;** SU99 ** ACTE SUPPRIME ** (COBALT 60);0
C389;** SU99 ** ACTE SUPPRIME ** (AUTRE (PRÉCISER EN CLAIR));0
C400;** SU99 ** ACTE SUPPRIME ** (PLÉSIOCURIETHÉRAPIE : MOULAGE);0
C401;** SU99 ** ACTE SUPPRIME ** (PLÉSIOCURIETHÉRAPIE : APPLICATEUR);0
C403;** SU99 ** ACTE SUPPRIME ** (ENDOCURIETHÉRAPIE : TUBE PLASTIQUE);0
C404;** SU99 ** ACTE SUPPRIME ** (ENDOCURIETHÉRAPIE : FIL);0
C405;** SU99 ** ACTE SUPPRIME ** (ENDOCURIETHÉRAPIE : AIGUILLE VECTRICE);0
C406;** SU99 ** ACTE SUPPRIME ** (NON);0
D624;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X + ELECTRONS);0
D625;** SU92 ** CHAMP MU 1985 ** (4 X 2,50 GY (5 A 7 SEMAINES));0
D626;** SU92 ** CHAMP MU 1985 ** (5 X 2,00 GY (5 A 7 SEMAINES));0
D627;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY (5 A 7 SEMAINES));0
D628;** SU92 ** CHAMP MU 1985 ** (50 GY);0
D629;** SU92 ** CHAMP MU 1985 ** (65 GY);0
D630;** SU92 ** CHAMP MU 1985 ** (- MALADE : +);0
D631;** SU92 ** CHAMP MU 1985 ** (- MALADE -);0
D640;** SU92 ** CHAMP MU 1985 ** (ANUS (PRE-OPERATOIRE ISOLEE, POST-OPERATOIRE - ASSOCIATION COBALT + CURIETHERAPIE) CRITERES OBLIGATOIRES);0
D641;** SU92 ** CHAMP MU 1985 ** (COBALT);0
D642;** SU92 ** CHAMP MU 1985 ** (COBALT + ELECTRONS);0
D643;** SU92 ** CHAMP MU 1985 ** (PETITS RAYONS X);0
D644;** SU92 ** CHAMP MU 1985 ** (PETITS RAYONS X + ELECTRONS);0
D645;** SU92 ** CHAMP MU 1985 ** (GRANDS RAYONS X);0
D646;** SU92 ** CHAMP MU 1985 ** (GRANDS RAYONS X + ELECTRONS);0
D647;** SU92 ** CHAMP MU 1985 ** (4 X 2,50 GY (3 A 7 SEMAINES));0
D648;** SU92 ** CHAMP MU 1985 ** (5 X 2,00 GY (3 A 7 SEMAINES));0
D649;** SU92 ** CHAMP MU 1985 ** (5 X 1,80 GY (3 A 7 SEMAINES));0
D650;** SU92 ** CHAMP MU 1985 ** (5 X 3 GY (3 A 7 SEMAINES));0
D651;** SU92 ** CHAMP MU 1985 ** (30 GY);0
D652;** SU92 ** CHAMP MU 1985 ** (65 GY);0
D653;** SU92 ** CHAMP MU 1985 ** (- MALADE : ++);0
D654;** SU92 ** CHAMP MU 1985 ** (- MALADE +++);0
D660;** SU92 ** CHAMP MU 1985 ** (VESSIE (PRE-OPERATOIRE ISOLEE - POST-OPERATOIRE) CRITERES OBLIGATOIRES);0
D661;** SU92 ** CHAMP MU 1985 ** (- GRANDS RAYONS X);0
D662;** SU92 ** CHAMP MU 1985 ** (- PETITS RAYONS X);0
