table,var,format,description,nomenclature,creation,suppression,dates_manquantes
ER_PRS_F,ACC_TIE_IND,number (2),Indication de tiers sur feuille de soins en cas d'accident,-,2006,,
ER_PRS_F,BEN_ACS_TOP,string (1),Top contrat ACS Tiers payant Intégral,-,2012,,
ER_PRS_F,BEN_AMA_COD,number (5),Age en mois (< 2ans) et années (≥ 2ans) du bénéficiaire à la date du soin,IR_AMA_V,2006,,
ER_PRS_F,BEN_C2S_TYP,string (3),Type de C2S,-,2013,,
ER_PRS_F,BEN_CDI_NIR,string (2),Code identification du NIR,IR_NIR_V,2006,,
ER_PRS_F,BEN_CMU_CAT,string (1),Catégorie d'organisme complémentaire CMU,IR_COC_V,2006,,
ER_PRS_F,BEN_CMU_ORG,string (9),Organisme complémentaire CMU,IR_ORG_V,2006,,
ER_PRS_F,BEN_CMU_TOP,string (1),Top bénéficiaire de la CMU complémentaire,-,2006,,
ER_PRS_F,BEN_CTA_TYP,number (4),Type de contrat complémentaire,-,2012,,
ER_PRS_F,BEN_DCD_AME,string (3),Année et mois de décès du bénéficiaire,-,2006,,
ER_PRS_F,BEN_DCD_DTE,date (20),Date de décès du bénéficiaire (jour + mois + année),IR_DTE_V,2006,,
ER_PRS_F,BEN_DRT_SPF,string (3),Droits spécifiques,IR_DSP_V,2012,,
ER_PRS_F,BEN_EHP_TOP,string (1),Identification HAD,IR_HAD_V,2006,,
ER_PRS_F,BEN_IAT_CAT,string (2),Catégorie du bénéficiaire (Invalidité / Rente accident du travail),IR_CBI_V,2006,,
ER_PRS_F,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,2006,,
ER_PRS_F,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,2006,,
ER_PRS_F,BEN_PAI_CMU,string (1),Type de procédure de paiement CMU,IR_TCM_V,2006,,
ER_PRS_F,BEN_QAF_COD,number (3),Qualité affinée du bénéficiaire,IR_QBA_V,2006,,
ER_PRS_F,BEN_RES_COM,string (3),Commune de résidence du bénéficiaire,IR_GEO_V,2006,,
ER_PRS_F,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,IR_DPT_V,2006,,
ER_PRS_F,BEN_RNG_GEM,number (2),Rang du bénéficiaire,IR_BER_V,2006,,
ER_PRS_F,BEN_SEX_COD,number (2),Code sexe du bénéficiaire,IR_SEX_V,2006,,
ER_PRS_F,BSE_FJH_TYP,number (2),Type de prise en charge du forfait journalier (acte de base),IR_FJH_V,2006,,
ER_PRS_F,BSE_PRS_NAT,number (5),Nature de la prestation (acte de base),IR_NAT_V,2006,,
ER_PRS_F,BSE_REM_BSE,number (13),Base de remboursement (acte de base),-,2006,,
ER_PRS_F,BSE_REM_MNT,number (13),Montant versé/remboursé (acte de base),-,2006,,
ER_PRS_F,BSE_REM_PRU,number (19),Prix unitaire de l'acte (acte de base),-,2006,,
ER_PRS_F,BSE_REM_SGN,number (2),Signe du remboursement (acte de base),IR_SGN_V,2006,,
ER_PRS_F,CPL_AFF_COD,number (3),Code affiné du complément ou de la majoration,IR_CCA_V,2006,,
ER_PRS_F,CPL_ANO_COD,number (2),Code anomalie du complément ou de la majoration,IR_ANC_V,2006,,
ER_PRS_F,CPL_FJH_TYP,number (2),Type de prise en charge du forfait journalier (complément ou majoration),IR_FJH_V,2006,,
ER_PRS_F,CPL_FTA_COD,number (2),Code de forçage du taux pour les compléments d'actes,-,2013,,
ER_PRS_F,CPL_MAJ_TOP,number (2),Top complément / majoration,-,2006,,
ER_PRS_F,CPL_PRS_NAT,number (5),Nature de la prestation (complément d'acte),IR_NAT_V,2006,,
ER_PRS_F,CPL_REM_BSE,number (13),Base de remboursement (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_MNT,number (13),Montant versé/remboursé (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_PRU,number (19),Prix unitaire de l'acte (complément d'acte),-,2006,,
ER_PRS_F,CPL_REM_SGN,number (2),Signe du remboursement (complément d'acte),IR_SGN_V,2006,,
ER_PRS_F,CPL_REM_TAU,number (9),Taux de remboursement des compléments d'actes,-,2013,,
ER_PRS_F,DCT_ORD_NUM,number (9),Numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_PRS_F,DPN_QLF,number (3),Qualificatif de la dépense,IR_DEP_V,2006,,
ER_PRS_F,DRG_AFF_NAT,string (2),Code affiné du destinataire du règlement,-,2012,,
ER_PRS_F,DRG_MOD,number (3),Mode de règlement,IR_MOD_V,2006,,
ER_PRS_F,DRG_NAT,number (3),Nature du destinataire du règlement,IR_DRG_V,2006,,
ER_PRS_F,ETB_PRE_FIN,string (8),Numéro FINESS géographique établissement prescripteur,-,2006,,
ER_PRS_F,EXE_CTX_BEN,string (4),Contexte Bénéficiaire,-,2009,,
ER_PRS_F,EXE_CTX_PFS,string (4),Contexte Professionnels de santé,-,2009,,
ER_PRS_F,EXE_LIE_COD,number (2),Lieu d'exécution de l'acte médical,IR_LIE_V,2006,,
ER_PRS_F,EXE_SOI_AMD,string (6),Année et mois de début de soin / exécution,IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_AMF,string (6),Année et mois de fin de soin / exécution,IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_DTD,date (20),Date de début des soins / Date d'exécution de la prestation (jour + mois + année),IR_DTE_V,2006,,
ER_PRS_F,EXE_SOI_DTF,date (20),Date de fin des soins / Date de fin d'exécution de la prestation (jour + mois + année),IR_DTE_V,2006,,
ER_PRS_F,EXO_MTF,number (3),Motif d'exonération du ticket modérateur,IR_EXO_V,2006,,
ER_PRS_F,FLX_DIS_DTD,date (20),Date de mise à disposition des données,-,2006,,
ER_PRS_F,FLX_EMT_NUM,number (4),Numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_PRS_F,FLX_EMT_ORD,number (4),Numéro de séquence du flux,-,2006,,
ER_PRS_F,FLX_EMT_TYP,number (3),Type d'émetteur,IR_TYT_V,2006,,
ER_PRS_F,FLX_TRT_DTD,date (20),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_PRS_F,IJR_EMP_NUM,number (16),Numéro d’employeur pour les indemnités journalières,-,2006,,
ER_PRS_F,IJR_RVL_NAT,string (2),Nature de la revalorisation pour les indemnités journalières,IR_RVL_V,2006,,
ER_PRS_F,MTM_NAT,number (2),Modulation du ticket modérateur,IR_MTM_V,2006,,
ER_PRS_F,ORB_BSE_NUM,string (6),Organisme de base d'affiliation du bénéficiaire,IR_CAI_V,2006,,
ER_PRS_F,ORG_AFF_BEN,string (9),Organisme d'affiliation du bénéficiaire,IR_ORG_V,2006,,
ER_PRS_F,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),IR_ORG_V,2006,,
ER_PRS_F,ORG_CLE_NUM,string (9),Ancien organisme avant fusion (jusqu’au jour J de la fusion),IR_ORG_V,2006,,
ER_PRS_F,ORL_BSE_NUM,string (6),Organisme de base de liquidation des prestations,IR_CAI_V,2006,,
ER_PRS_F,PCB_FOR_AMC,string (3),Indicateur de forçage part AMC (assurance maladie complémentaire),-,2013,,
ER_PRS_F,PEN_TYP_COD,string (2),Type de pension d'invalidité,-,2013,,
ER_PRS_F,PFS_EXE_NUM,string (8),Numéro du professionnel de santé exécutant,-,2006,,
ER_PRS_F,PFS_PRE_NUM,string (8),Numéro du professionnel de santé prescripteur,-,2006,,
ER_PRS_F,PRE_IND_PEL,string (2),Indicateur Prescription en Ligne,-,2009,,
ER_PRS_F,PRE_PRE_AMD,string (6),Année et mois de prescription,IR_DTE_V,2006,,
ER_PRS_F,PRE_PRE_DTD,date (20),Date de prescription (jour + mois + année),IR_DTE_V,2006,,
ER_PRS_F,PRE_REN_COD,string (1),Type de renouvellement de la prescription (opticien / pharmacien),IR_REN_V,2006,,
ER_PRS_F,PRS_ACT_CFT,number (11),Coefficient (non signé) de l'acte,-,2006,,
ER_PRS_F,PRS_ACT_COG,number (13),Coefficient (signé) global,-,2006,,
ER_PRS_F,PRS_ACT_NBR,number (4),Dénombrement (signé) d'actes,-,2006,,
ER_PRS_F,PRS_ACT_QTE,number (4),Quantité (signée) d'actes,-,2006,,
ER_PRS_F,PRS_CRD_OPT,string (1),Top option de coordination,IR_TOC_V,2006,,
ER_PRS_F,PRS_DEP_MNT,number (13),Montant (signé) du dépassement,-,2006,,
ER_PRS_F,PRS_DIS_PRE,string (2),Dispositif de prévention,-,2009,,
ER_PRS_F,PRS_DPN_QLP,number (3),Qualificatif de la dépense transmis,IR_DEP_V,2006,,
ER_PRS_F,PRS_DRA_AME,string (6),Date réelle (année et mois) de l'accouchement,-,2011,,
ER_PRS_F,PRS_ETA_RAC,number (13),Reste à charge de l'établissement,-,2006,,
ER_PRS_F,PRS_FAC_TOP,string (1),Top facture travailleurs indépendants ,-,2013,,
ER_PRS_F,PRS_GRS_DTD,date (20),Date présumée de grossesse,IR_DTE_V,2006,,
ER_PRS_F,PRS_HOS_AMD,string (6),Année et mois de début d'hospitalisation,IR_DTE_V,2006,,
ER_PRS_F,PRS_HOS_DTD,date (20),Date de début d'hospitalisation (jour + mois + année),IR_DTE_V,2006,,
ER_PRS_F,PRS_MNT_MAJ,number (9),Montant de la majoration,-,2013,,
ER_PRS_F,PRS_MTT_NUM,string (8),Numéro de médecin traitant,-,2006,,
ER_PRS_F,PRS_NAT_REF,number (5),Nature de la prestation de référence,IR_NAT_V,2006,,
ER_PRS_F,PRS_OPS_TRF,number (2),Indicateur de tarif opposable,IR_TOP_V,2006,,
ER_PRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_PRS_F,PRS_PAI_MNT,number (13),Montant (signé) de la dépense,-,2006,,
ER_PRS_F,PRS_PDS_QCP,number (3),Qualificatif du parcours de soins calculé,IR_QPS_V,2006,,
ER_PRS_F,PRS_PDS_QTP,number (3),Qualificatif du parcours de soins transmis,IR_QPE_V,2006,,
ER_PRS_F,PRS_PPF_COD,string (1),Prise en compte de la participation forfaitaire,IR_PAF_V,2006,,
ER_PRS_F,PRS_PRE_MTT,number (2),Origine de la prescription,IR_TMT_V,2006,,
ER_PRS_F,PRS_QTT_MAJ,number (4),Quantité de majorations,-,2013,,
ER_PRS_F,PRS_REF_KIN,string (2),Indicateur Référentiel EPK,IR_REK_V,2006,,
ER_PRS_F,PRS_REJ_TOP,string (1),Top rejet ou signalement,-,2006,,
ER_PRS_F,PRS_TOP_ENP,number (2),Indicateur Top Entente Préalable,IR_TEK_V,2006,,
ER_PRS_F,PRS_TYP_KIN,string (1),Type de prestation Kiné,IR_TPR_V,2006,,
ER_PRS_F,PRS_TYP_MAJ,string (2),Type de majoration,IR_MAJ_V,2013,,
ER_PRS_F,PRS_TYP_MIN,string (2),Type de minoration GHS ,-,2013,,
ER_PRS_F,PRS_ZON_FIL,string (17),###,-,2013,,
ER_PRS_F,PSE_ACT_NAT,number (3),Nature d'activité du PS exécutant,IR_ACT_V,2006,,
ER_PRS_F,PSE_CNV_COD,number (2),Code convention du PS exécutant,IR_CNV_V,2006,,
ER_PRS_F,PSE_REF_ADH,string (1),Top prestation exécuté par un professionnel de santé adhérent à l'option référent,-,2006,,
ER_PRS_F,PSE_SPE_COD,number (3),Spécialité médicale du PS exécutant,IR_SPE_V,2006,,
ER_PRS_F,PSE_STJ_COD,number (3),Statut Juridique ou mode d'exercice du PS exécutant,IR_SJP_V,2006,,
ER_PRS_F,PSP_ACT_NAT,number (3),Nature d'activité du PS prescripteur,IR_ACT_V,2006,,
ER_PRS_F,PSP_CNV_COD,number (2),Code convention du PS prescripteur,IR_CNV_V,2006,,
ER_PRS_F,PSP_PPS_NUM,string (10),Numéro RPPS du prescripteur,-,2006,,
ER_PRS_F,PSP_REF_ADH,string (1),Top prestation prescrite par un professionnel de santé adhérent à l'option référent,-,2006,,
ER_PRS_F,PSP_SPE_COD,number (3),Spécialité médicale du PS prescripteur,IR_SPE_V,2006,,
ER_PRS_F,PSP_STJ_COD,number (3),Statut Juridique ou mode d'exercice du PS prescripteur,IR_SJP_V,2006,,
ER_PRS_F,PSP_SVI_PPS,number (3),Indicateur fiabilite du numero RPPS,IR_SVI_V,2006,,
ER_PRS_F,REM_TYP_AFF,number (1),Type de remboursement affiné,-,2006,,
ER_PRS_F,RGM_COD,number (4),Petit régime du bénéficiaire,IR_RGM_V,2006,,
ER_PRS_F,RGM_GRG_COD,number (3),Grand régime de liquidation du bénéficiaire,IR_RGM_V,2006,,
ER_PRS_F,RGO_ASU_NAT,number (3),Nature de l'assurance (régime obligatoire),IR_ASU_V,2006,,
ER_PRS_F,RGO_ENV_TYP,number (3),Type d'enveloppe (régime obligatoire),IR_ENV_V,2006,,
ER_PRS_F,RGO_FTA_COD,number (2),Forçage du taux (hors parcours de soins) (part obligatoire),IR_FOR_V,2006,,
ER_PRS_F,RGO_MIN_TAU,number (9),Taux de remboursement modulé (hors parcours de Soins) (régime obligatoire),-,2006,,
ER_PRS_F,RGO_MOD_MNT,number (13),Montant de la majoration de la participation de l'assuré (régime obligatoire),-,2006,,
ER_PRS_F,RGO_REM_TAU,number (9),Taux de remboursement réel (régime obligatoire),-,2006,,
ER_PRS_F,RGO_THE_TAU,number (9),Taux de remboursement théorique (régime obligatoire),IR_TAU_V,2006,,
ER_RAT_F,ATT_NAT,number (3),Nature de l'accident du travail,IR_ATT_V,2006,,
ER_RAT_F,BEN_RAT_ANO,string (17),Numéro anonyme de rente Accident du travail / Maladie professionnelle,-,2006,,
ER_RAT_F,DCT_ORD_NUM,number (9),Numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_RAT_F,FLX_DIS_DTD,date (20),Date de mise à disposition des données,-,2006,,
ER_RAT_F,FLX_EMT_NUM,number (4),Numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_RAT_F,FLX_EMT_ORD,number (4),Numéro de séquence du flux,-,2006,,
ER_RAT_F,FLX_EMT_TYP,number (3),Type d'émetteur,IR_TYT_V,2006,,
ER_RAT_F,FLX_TRT_DTD,date (20),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_RAT_F,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),IR_ORG_V,2006,,
ER_RAT_F,ORG_CLE_NUM,string (9),Ancien organisme avant fusion (jusqu’au jour J de la fusion),IR_ORG_V,2006,,
ER_RAT_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_RAT_F,RAT_IPP_DTE,date (20),Date d'effet du taux d'incapacité permanente (IPP),IR_DTE_V,2006,,
ER_RAT_F,RAT_IPP_TAU,number (9),Taux d'incapacité permanente (IPP),-,2006,,
ER_RAT_F,REM_TYP_AFF,number (1),Type de remboursement affiné,-,2006,,
ER_TIP_F,DCT_ORD_NUM,number (9),Numéro d'ordre du décompte dans l'organisme,-,2006,,
ER_TIP_F,FLX_DIS_DTD,date (20),Date de mise à disposition des données,-,2006,,
ER_TIP_F,FLX_EMT_NUM,number (4),Numéro d'émetteur du flux,IR_NEM_T,2006,,
ER_TIP_F,FLX_EMT_ORD,number (4),Numéro de séquence du flux,-,2006,,
ER_TIP_F,FLX_EMT_TYP,number (3),Type d'émetteur,IR_TYT_V,2006,,
ER_TIP_F,FLX_TRT_DTD,date (20),Date d'entrée des données dans le système d'information,IR_DTE_V,2006,,
ER_TIP_F,LPP_ECT_MNT,number (11),Montant Total de l'écart Indemnisable,-,2006,,
ER_TIP_F,LPP_ECU_MNT,number (11),Montant Unitaire de l'écart Indemnisable,-,2006,,
ER_TIP_F,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),IR_ORG_V,2006,,
ER_TIP_F,ORG_CLE_NUM,string (9),Ancien organisme avant fusion (jusqu’au jour J de la fusion),IR_ORG_V,2006,,
ER_TIP_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2006,,
ER_TIP_F,REM_TYP_AFF,number (1),Type de remboursement affiné,-,2006,,
ER_TIP_F,TIP_ACL_DTD,date (20),Date Debt Location ou Achat,-,2006,,
ER_TIP_F,TIP_ACL_DTF,date (20),Date Fin Location,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACT_PRU,number (17),PU de la Prs Affinee LPP,IR_DTE_V,2006,,
ER_TIP_F,TIP_ACT_QSN,number (4),Quantité Signée Affinée LPP,-,2006,,
ER_TIP_F,TIP_ORD_NUM,number (4),N° Ordre Prs Affinee LPP,-,2006,,
ER_TIP_F,TIP_PRS_IDE,number (14),Code Affine Dispositif Medical LPP,-,2006,,
ER_TIP_F,TIP_PRS_TYP,number (2),Type de Prs Fournie LPP,-,2006,,
ER_TIP_F,TIP_PUB_PRX,number (11),PU Public,IR_PRF_V,2006,,
ER_TIP_F,TIP_SIR_NUM,string (14),N° SIRET Fabriquant/Importateur,-,2006,,
ER_TRS_F,DCT_ORD_NUM,number (9),Numéro d'ordre du décompte dans l'organisme,-,2008,,
ER_TRS_F,FLX_DIS_DTD,date (20),Date de mise à disposition des données,-,2008,,
ER_TRS_F,FLX_EMT_NUM,number (4),Numéro d'émetteur du flux,IR_NEM_T,2008,,
ER_TRS_F,FLX_EMT_ORD,number (4),Numéro de séquence du flux,-,2008,,
ER_TRS_F,FLX_EMT_TYP,number (3),Type d'émetteur,IR_TYT_V,2008,,
ER_TRS_F,FLX_TRT_DTD,date (20),Date d'entrée des données dans le système d'information,IR_DTE_V,2008,,
ER_TRS_F,ITR_ORD_NUM,number (4),Numéro d'ordre de l'information détaillée du transport,-,2008,,
ER_TRS_F,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),IR_ORG_V,2008,,
ER_TRS_F,ORG_CLE_NUM,string (9),Ancien organisme avant fusion (jusqu’au jour J de la fusion),IR_ORG_V,2008,,
ER_TRS_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2008,,
ER_TRS_F,REM_TYP_AFF,number (1),Type de remboursement affiné,-,2008,,
ER_TRS_F,TRS_ACP_NOM,string (11),Nom de l'accompagnateur diplômé du véhicule,-,2008,,
ER_TRS_F,TRS_ARR_CDP,string (5),Code postal du lieu d'arrivée du transport,-,2008,,
ER_TRS_F,TRS_CDR_NOM,string (11),Nom du conducteur diplômé du véhicule,-,2008,,
ER_TRS_F,TRS_DEP_CDP,string (5),Code postal du lieu de départ du transport,-,2008,,
ER_TRS_F,TRS_DIS_NIV,number (3),Niveau de certification,-,2013,,
ER_TRS_F,TRS_DIS_REL,number (5),Distance réelle parcourue,-,2013,,
ER_TRS_F,TRS_DIS_USG,string (2),Top utilisation du distancier,-,2013,,
ER_TRS_F,TRS_DTD_AME,number (5),Année et mois de départ du transport (format AAAAMM),-,2010,,
ER_TRS_F,TRS_DTD_DTE,date (20),Date de départ du transport,-,2010,,
ER_TRS_F,TRS_DTF_AME,string (6),Année et mois d'arrivée du transport (format AAAAMM),-,2010,,
ER_TRS_F,TRS_DTF_DTE,date (20),Date d'arrivée du transport,-,2010,,
ER_TRS_F,TRS_TRP_HRA,number (5),Heure d'arrivée du transport,-,2008,,
ER_TRS_F,TRS_TRP_HRD,number (5),Heure de départ du transport,-,2008,,
ER_TRS_F,TRS_VEH_NUM,string (9),Numéro minéralogique du véhicule,-,2008,,
ER_UCD_F,DCT_ORD_NUM,number (9),Numéro d'ordre du décompte dans l'organisme,-,2007,,
ER_UCD_F,FLX_DIS_DTD,date (20),Date de mise à disposition des données,-,2007,,
ER_UCD_F,FLX_EMT_NUM,number (4),Numéro d'émetteur du flux,IR_NEM_T,2007,,
ER_UCD_F,FLX_EMT_ORD,number (4),Numéro de séquence du flux,-,2007,,
ER_UCD_F,FLX_EMT_TYP,number (3),Type d'émetteur,IR_TYT_V,2007,,
ER_UCD_F,FLX_TRT_DTD,date (20),Date d'entrée des données dans le système d'information,IR_DTE_V,2007,,
ER_UCD_F,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),IR_ORG_V,2007,,
ER_UCD_F,ORG_CLE_NUM,string (9),Ancien organisme avant fusion (jusqu’au jour J de la fusion),IR_ORG_V,2007,,
ER_UCD_F,PRS_ORD_NUM,number (5),Numéro d'ordre de la prestation dans le décompte,-,2007,,
ER_UCD_F,REM_TYP_AFF,number (1),Type de remboursement affiné,-,2007,,
ER_UCD_F,UCD_ACH_PRU,number (11),Prix d'achat unitaire,-,2007,,
ER_UCD_F,UCD_CAL_PRU,number (11),Prix unitaire calculé,-,2007,,
ER_UCD_F,UCD_DLV_NBR,number (4),Nombre d'unités délivrées,-,2007,,
ER_UCD_F,UCD_ECT_MNT,number (11),Montant total de l'écart indemnisable,-,2007,,
ER_UCD_F,UCD_ECU_MNT,number (11),Montant unitaire de l'écart indemnisable,-,2007,,
ER_UCD_F,UCD_FAC_PRU,number (11),Prix unitaire facturé,-,2007,,
ER_UCD_F,UCD_FRC_COE,number (11),Coefficient de fractionnement,-,2007,,
ER_UCD_F,UCD_LGN_NUM,number (4),Numéro de ligne UCD,-,2007,,
ER_UCD_F,UCD_MAR_MNT,number (11),Montant TTC de la marge de rétrocession,-,2007,,
ER_UCD_F,UCD_ORD_NUM,number (4),Numéro d'Ordre de la Prestation Affinée UCD,-,2007,,
ER_UCD_F,UCD_RCT_COU,number (11),Cout de reconstitution du médicament,-,2007,,
ER_UCD_F,UCD_TOP_UCD,number (2),Top UCD,-,2007,,
ER_UCD_F,UCD_TTF_MNT,number (11),Montant total TTC facturé,-,2007,,
ER_UCD_F,UCD_UCD_COD,string (13),Code UCD,-,2007,,
IR_ACS_R,BEN_IDT_ANO,string (18.0),Identifiant bénéficiaire anonymisé,-,,,
IR_ACS_R,BEN_NIR_ANO,string (17.0),NIR pseudonymisé du bénéficiaire,-,,,
IR_ACS_R,BEN_NIR_PSA,string (17.0),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_ACS_R,BEN_RNG_GEM,number (2.0),Rang de naissance du bénéficiaire,-,,,
IR_ACS_R,CTO_IDT_ANO,string (18.0),Identifiant Cartographie,-,,,
IR_ACS_R,FAM_DRT_DSD,date,Date de début de verrouillage des droits,-,,,
IR_ACS_R,FAM_DRT_DSF,date,Date de fin de verrouillage des droits,-,,,
IR_ACS_R,FAM_DRT_VRU,string (1.0),Code de verrouillage des droits,-,,,
IR_ACS_R,IND_RNM_BEN,string (1.0),Top RNIAM,-,,,
IR_BEN_R,ASS_NIR_ANO,string (17),NIR anonyme de l'assuré,-,,,
IR_BEN_R,BEN_CDI_NIR,string (2),Code d'identification du NIR,-,,,
IR_BEN_R,BEN_DCD_AME,string (6),Année et mois de décès du bénéficiaire,-,,,
IR_BEN_R,BEN_DCD_DTE,date (20),Date de décès du bénéficiaire (jour + mois + année),-,,,
IR_BEN_R,BEN_DTE_INS,string (20),Date d'insertion,-,,,
IR_BEN_R,BEN_DTE_MAJ,date (20),Date de mise à jour,-,,,
IR_BEN_R,BEN_IDT_ANO,string (18),Identifiant bénéficiaire anonymisé,-,,,
IR_BEN_R,BEN_IDT_MAJ,date (20),Date d'alimentation du NIR BEN_NIR_NAO,-,,,
IR_BEN_R,BEN_IDT_TOP,number (2),Top identifiant bénéficiaire Anonymisé,-,,,
IR_BEN_R,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,,,
IR_BEN_R,BEN_NAI_MOI,string (2),Mois de naissance du bénéficiaire,-,,,
IR_BEN_R,BEN_NIR_ANO,string (17),NIR anonyme du bénéficiaire,-,,,
IR_BEN_R,BEN_NIR_PSA,string (17),Identifiant anonyme du patient dans le SNIIRAM,-,,,
IR_BEN_R,BEN_RES_COM,string (3),Commune de résidence du bénéficiaire,-,,,
IR_BEN_R,BEN_RES_DPT,string (3),Département de résidence du bénéficiaire,-,,,
IR_BEN_R,BEN_RNG_GEM,number (2),Rang du bénéficiaire,-,,,
IR_BEN_R,BEN_SEX_COD,number (2),Code sexe du bénéficiaire,-,,,
IR_BEN_R,BEN_TOP_CNS,number (2),top consommant - non consommant,-,,,
IR_BEN_R,CTO_IDT_ANO,string (18),Identifiant Cartographie,-,,,
IR_BEN_R,IND_RNM_BEN,string (1),Top RNIAM,-,,,
IR_BEN_R,MAX_TRT_DTD,date (20),Date maximale de traitement d'une Prestations,-,,,
IR_BEN_R,ORG_AFF_BEN,string (9),Organisme d'affiliation du bénéficiaire,-,,,
IR_BEN_R,ORG_CLE_NEW,string (9),Organisme de liquidation des prestations (après fusion),-,,,
IR_BEN_R,REF_RGM_COD,string (3),Code petit régime,-,,,
IR_BEN_R,REF_TIN_TOP,string (1),Top travailleur Indépendant,-,,,
IR_ESM_R,ASS_NIR_ANO,string (17),NIR Assuré pseudonymisé,-,,,
IR_ESM_R,BEN_DCD_AME,string (6),Date de décès du bénéficiaire Année Mois AAAAMM,-,,,
IR_ESM_R,BEN_DCD_DTE,date (8),Date de décès du bénéficiaire AAAAMMJJ,-,,,
IR_ESM_R,BEN_NAI_ANN,string (4),Année de naissance du bénéficiaire,-,,,
IR_ESM_R,BEN_NIR_ANO,string (17),NIR du bénéficiaire pseudonymisé,-,,,
IR_ESM_R,BEN_NIR_PSA,string (17),Pseudo NIR pseudonymisé du bénéficiaire,-,,,
IR_ESM_R,BEN_ORI_DPT,string (3),Code du département d'origine du bénéficiaire,-,,,
IR_ESM_R,BEN_RNG_GEM,number (1),Rang gemellaire,-,,,
IR_ESM_R,BEN_SEX_COD,number (8),Code sexe du bénéficiaire,-,,,
IR_ESM_R,DST_MTF_COD,number (10),Code du motif de sortie/destination du bénéficiaire,-,,,
IR_ESM_R,ESM_CAP_COD,number (8),Nombre de places dans l'établissement ou service,-,,,
IR_ESM_R,ESM_CAT_COD,string (3),Code de la catégorie de l'établissement ou du service médico-social,-,,,
IR_ESM_R,ESM_DOM_COD,string (1),Domicile du patient ou pas (O/N),-,,,
IR_ESM_R,ESM_DPT_COD,number (3),Code du département du service ESMS consommé,-,,,
IR_ESM_R,ESM_FIN_ANO,string (10),Numéro FINESS de l’établissement + clé,-,,,
IR_ESM_R,ESM_PRV_COD,number (4),Code du motif d'entrée/provenance du bénéficiaire,-,,,
IR_ESM_R,ESM_TAR_COD,string (2),Code de tarification de l'établissement,-,,,
IR_ESM_R,PEC_DEB_AME,string (6),Date de début de prise en charge du bénéficiaire Année Mois AAAAMM,-,,,
IR_ESM_R,PEC_DEB_DTE*,date (8),Date de début de prise en charge du bénéficiaire AAAAMMJJ,-,,,
IR_ESM_R,PEC_DIS_COD,string (3),Code de la discipline,-,,,
IR_ESM_R,PEC_DIS_LIB,string (60),Libellé de la discipline,-,,,
IR_ESM_R,PEC_FIN_AME,string (6),Date de fin de prise en charge du bénéficiaire Année Mois AAAAMM,-,,,
